hit_id,colloc,sent_text,nr_form,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,sent_text,token_str,lemma_str,next_sent,nr_lemma,neg_lemma,adv_lemma,adj_lemma,nr_index,neg_index,adv_index,adj_index,dep_negraise_source,dep_negraise_target,dep_negraise_relation,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,colloc,category
nyt_eng_19980518_0030_13:13-16-17,as_good,"But you go back and take a look at it , it does n't look quite as good .  -RDQ-",look,n't,as,good,it does n't look quite as good . '',nyt_eng_19980518_0030_13,Sometimes you play poorly as far as execution is concerned and make shots and it looks wonderful .,"But you go back and take a look at it , it does n't look quite as good .  -RDQ-","but you go back and take a look at it , it does n't look quite as good . ''","but you go back and take a look at it , it does not look quite as good . ''","So he claims , anyway .",look,n't,as,good,14,13,16,17,"{'lemma': 'look', 'ix': 14, 'xpos': 'VB', 'deprel': 'ccomp', 'head': 'go'}","{'lemma': 'good', 'ix': 17, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'look'}",acomp,"{'lemma': 'look', 'ix': 14, 'xpos': 'VB', 'deprel': 'ccomp', 'head': 'go'}","{'lemma': 'not', 'ix': 13, 'xpos': 'RB', 'deprel': 'neg', 'head': 'look'}",neg,"{'lemma': 'good', 'ix': 17, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'look'}","{'lemma': 'as', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_199805,13-16-17,as_good,NegRaise
nyt_eng_19980517_0013_6:17-20-21,so_angry,"In 11 years in the  -LBQ-  general manager  -RDQ-  job , it 's safe to say Claire never has looked so angry in public , or had reason to look so defeated .",looked,never,so,angry,say Claire never has looked so angry in public,nyt_eng_19980517_0013_6,"Correction  -COL-  He smiled , briefly , once , when a writer started to ask Graziano about Claire 's shrunken role but was drowned out by a TV guy .","In 11 years in the  -LBQ-  general manager  -RDQ-  job , it 's safe to say Claire never has looked so angry in public , or had reason to look so defeated .","in 11 years in the `` general manager '' job , it 's safe to say Claire never has looked so angry in public , or had reason to look so defeated .","in 11 year in the `` general manager '' job , it be safe to say Claire never has look so angry in public , or have reason to look so defeat .","-LBQ-  He 's an honest guy ,  -RDQ-  said a Dodgers employee who interpreted Claire 's body language as I did .",looked,never,so,angry,19,17,20,21,"{'lemma': 'look', 'ix': 19, 'xpos': 'VBN', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'angry', 'ix': 21, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'look'}",acomp,"{'lemma': 'look', 'ix': 19, 'xpos': 'VBN', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'never', 'ix': 17, 'xpos': 'RB', 'deprel': 'neg', 'head': 'look'}",neg,"{'lemma': 'angry', 'ix': 21, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'look'}","{'lemma': 'so', 'ix': 20, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'angry'}",advmod,nyt_eng_199805,17-20-21,so_angry,NegRaise
nyt_eng_19980516_0168_21:1-7-8,more_creative,"Do n't expect to get too much more creative with the format than that , though .",expect,n't,more,creative,do n't expect to get too much more creative with the,nyt_eng_19980516_0168_21,"If you 'd like , you can come up with your own wording .","Do n't expect to get too much more creative with the format than that , though .","do n't expect to get too much more creative with the format than that , though .","do not expect to get too much more creative with the format than that , though .","You can only use the fonts and point sizes provided , and existing text ca n't be edited .",expect,n't,more,creative,2,1,7,8,"{'lemma': 'expect', 'ix': 2, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'creative', 'ix': 8, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'expect'}",xcomp,"{'lemma': 'expect', 'ix': 2, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 1, 'xpos': 'RB', 'deprel': 'neg', 'head': 'expect'}",neg,"{'lemma': 'creative', 'ix': 8, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'expect'}","{'lemma': 'more', 'ix': 7, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'creative'}",advmod,nyt_eng_199805,1-7-8,more_creative,NegRaise
nyt_eng_19980516_0011_10:4-8-9,too_formidable,"The Dodgers probably ca n't expect to be too formidable offensively until Gary Sheffield , Bobby Bonilla , Charles Johnson and Jim Eisenreich are measured for Dodger blue _ probably this afternoon .",expect,n't,too,formidable,probably ca n't expect to be too formidable offensively until,nyt_eng_19980516_0011_10,"Piazza and Zeile , it should be noted , combined for 82 hits , 16 home runs and 57 RBI before receiving the shocking news that they were being dealt away .","The Dodgers probably ca n't expect to be too formidable offensively until Gary Sheffield , Bobby Bonilla , Charles Johnson and Jim Eisenreich are measured for Dodger blue _ probably this afternoon .","the Dodgers probably ca n't expect to be too formidable offensively until Gary Sheffield , Bobby Bonilla , Charles Johnson and Jim Eisenreich are measured for Dodger blue _ probably this afternoon .","the Dodgers probably can not expect to be too formidable offensively until Gary Sheffield , Bobby Bonilla , Charles Johnson and Jim Eisenreich are measure for dodger blue _ probably this afternoon .","In their absence , Eric Karros and Raul Mondesi were left to lug the load .",expect,n't,too,formidable,5,4,8,9,"{'lemma': 'expect', 'ix': 5, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'formidable', 'ix': 9, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'expect'}",xcomp,"{'lemma': 'expect', 'ix': 5, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'expect'}",neg,"{'lemma': 'formidable', 'ix': 9, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'expect'}","{'lemma': 'too', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'formidable'}",advmod,nyt_eng_199805,4-8-9,too_formidable,NegRaise
nyt_eng_19980515_0544_15:10-14-15,that_easy,"Speaking of Cottonwood , he said ,  -LBQ-  I do n't think that 's that easy of a course .",think,n't,that,easy,I do n't think that 's that easy of a,nyt_eng_19980515_0544_15,"Although it took an under-par score to make the cut this week , no one could get into double figures in red , a fact that Couples attributed to the difficulty of the two courses .","Speaking of Cottonwood , he said ,  -LBQ-  I do n't think that 's that easy of a course .","speaking of Cottonwood , he said , `` I do n't think that 's that easy of a course .","speak of Cottonwood , he say , `` I do not think that be that easy of a course .","Both courses have some very good driving holes and ... you have to drive the ball ,  -RDQ-  said Couples , also referring to the TPC course he played Thursday .",think,n't,that,easy,11,10,14,15,"{'lemma': 'think', 'ix': 11, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'easy', 'ix': 15, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}",ccomp,"{'lemma': 'think', 'ix': 11, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'think'}",neg,"{'lemma': 'easy', 'ix': 15, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'that', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'easy'}",advmod,nyt_eng_199805,10-14-15,that_easy,NegRaise
nyt_eng_19980515_0158_28:4-8-9,as_convenient,"However , I do n't think it 's as convenient as using a hub , so I did n't recommend it in my column _ and I still do n't .",think,n't,as,convenient,I do n't think it 's as convenient as using,nyt_eng_19980515_0158_28,You can use this kind of cable and what are called  -LBQ-  T connectors  -RDQ-  to link computers in a network .,"However , I do n't think it 's as convenient as using a hub , so I did n't recommend it in my column _ and I still do n't .","however , I do n't think it 's as convenient as using a hub , so I did n't recommend it in my column _ and I still do n't .","however , I do not think it be as convenient as use a hub , so I did not recommend it in my column _ and I still do not .",Using this system requires a network card with a different kind of plug than the one described in those previous columns .,think,n't,as,convenient,5,4,8,9,"{'lemma': 'think', 'ix': 5, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'convenient', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}",ccomp,"{'lemma': 'think', 'ix': 5, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'think'}",neg,"{'lemma': 'convenient', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'as', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'convenient'}",advmod,nyt_eng_199805,4-8-9,as_convenient,NegRaise
nyt_eng_19980514_0479_40:11-15-16,any_different,"Sun , Chung 's lawyer , said ,  -LBQ-  I do n't think she was any different from any of his business contacts _ they thought Johnny was influential and someone they would like to know as they furthered their business dealings in the United States .  -RDQ-",think,n't,any,different,I do n't think she was any different from any,nyt_eng_19980514_0479_40,"The president was photographed with Ms. Liu , a routine courtesy at such events .","Sun , Chung 's lawyer , said ,  -LBQ-  I do n't think she was any different from any of his business contacts _ they thought Johnny was influential and someone they would like to know as they furthered their business dealings in the United States .  -RDQ-","Sun , Chung 's lawyer , said , `` I do n't think she was any different from any of his business contacts _ they thought Johnny was influential and someone they would like to know as they furthered their business dealings in the United States . ''","Sun , Chung 's lawyer , say , `` I do not think she be any different from any of he business contact _ they think Johnny be influential and someone they would like to know as they further they business dealings in the United States . ''","The previous year , photos from another Chung visit with Clinton had caused a problem .",think,n't,any,different,12,11,15,16,"{'lemma': 'think', 'ix': 12, 'xpos': 'VB', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'different', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}",ccomp,"{'lemma': 'think', 'ix': 12, 'xpos': 'VB', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'think'}",neg,"{'lemma': 'different', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'any', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'different'}",advmod,nyt_eng_199805,11-15-16,any_different,NegRaise
nyt_eng_19980514_0458_21:3-14-15,mutually_exclusive,But many did not think that Sunday morning sports and Sunday morning spirituality were mutually exclusive .,think,not,mutually,exclusive,many did not think that Sunday morning sports and Sunday morning spirituality were mutually exclusive .,nyt_eng_19980514_0458_21,Several said they would not play on Sundays _ or Saturdays or any other important day on the religious calendar .,But many did not think that Sunday morning sports and Sunday morning spirituality were mutually exclusive .,but many did not think that Sunday morning sports and Sunday morning spirituality were mutually exclusive .,but many did not think that Sunday morning sport and Sunday morning spirituality be mutually exclusive .,"-LBQ-  I think the Cardinal has got a good point and he 's asking a deeper question  -COL-  ` What are your values ?  -RDQ-  ' said Jim Manwell , a retail executive who lives in Brooklyn and describes himself as a devout Roman Catholic and avid soccer fan .",think,not,mutually,exclusive,4,3,14,15,"{'lemma': 'think', 'ix': 4, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'exclusive', 'ix': 15, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}",ccomp,"{'lemma': 'think', 'ix': 4, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'think'}",neg,"{'lemma': 'exclusive', 'ix': 15, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'mutually', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'exclusive'}",advmod,nyt_eng_199805,3-14-15,mutually_exclusive,NegRaise
nyt_eng_19980514_0196_20:1-4-5,more_haggard,Redford never has looked more haggard or been more sympathetic and convincing .,looked,never,more,haggard,Redford never has looked more haggard or been,nyt_eng_19980514_0196_20,Thomas ' performance as a woman on the edge is both painfully uncomfortable and a vision of movie-star radiance .,Redford never has looked more haggard or been more sympathetic and convincing .,Redford never has looked more haggard or been more sympathetic and convincing .,Redford never has look more haggard or be more sympathetic and convincing .,"Together , they have exactly the kind of chemistry that Clint Eastwood and Meryl Streep should have had in  -LBQ-  The Bridges of Madison County  -RDQ-  and did n't .",looked,never,more,haggard,3,1,4,5,"{'lemma': 'look', 'ix': 3, 'xpos': 'VBN', 'deprel': 'root', 'head': '.'}","{'lemma': 'haggard', 'ix': 5, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'look'}",acomp,"{'lemma': 'look', 'ix': 3, 'xpos': 'VBN', 'deprel': 'root', 'head': '.'}","{'lemma': 'never', 'ix': 1, 'xpos': 'RB', 'deprel': 'neg', 'head': 'look'}",neg,"{'lemma': 'haggard', 'ix': 5, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'look'}","{'lemma': 'more', 'ix': 4, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'haggard'}",advmod,nyt_eng_199805,1-4-5,more_haggard,NegRaise
nyt_eng_19980514_0196_20:1-8-9,more_sympathetic,Redford never has looked more haggard or been more sympathetic and convincing .,looked,never,more,sympathetic,Redford never has looked more haggard or been more sympathetic and convincing,nyt_eng_19980514_0196_20,Thomas ' performance as a woman on the edge is both painfully uncomfortable and a vision of movie-star radiance .,Redford never has looked more haggard or been more sympathetic and convincing .,Redford never has looked more haggard or been more sympathetic and convincing .,Redford never has look more haggard or be more sympathetic and convincing .,"Together , they have exactly the kind of chemistry that Clint Eastwood and Meryl Streep should have had in  -LBQ-  The Bridges of Madison County  -RDQ-  and did n't .",looked,never,more,sympathetic,3,1,8,9,"{'lemma': 'look', 'ix': 3, 'xpos': 'VBN', 'deprel': 'root', 'head': '.'}","{'lemma': 'sympathetic', 'ix': 9, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'look'}",conj,"{'lemma': 'look', 'ix': 3, 'xpos': 'VBN', 'deprel': 'root', 'head': '.'}","{'lemma': 'never', 'ix': 1, 'xpos': 'RB', 'deprel': 'neg', 'head': 'look'}",neg,"{'lemma': 'sympathetic', 'ix': 9, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'look'}","{'lemma': 'more', 'ix': 8, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'sympathetic'}",advmod,nyt_eng_199805,1-8-9,more_sympathetic,NegRaise
nyt_eng_19980514_0073_14:24-38-39,more_likely,"And then there 's that study by the Centers for Disease Control , the one that found homes with guns , compared to homes without , are five times more likely to experience a suicide and three times more likely to have a member of the household killed by another member or by an acquaintance .",likely,without,more,likely,"to homes without , are five times more likely to experience a suicide and three times more likely to have",nyt_eng_19980514_0073_14,"A review of Lott 's work by researchers at the Center for Gun Policy and Research at Johns Hopkins University found it  -LBQ-  plagued  -RDQ-  with research problems , likely driven by bias .","And then there 's that study by the Centers for Disease Control , the one that found homes with guns , compared to homes without , are five times more likely to experience a suicide and three times more likely to have a member of the household killed by another member or by an acquaintance .","and then there 's that study by the Centers for Disease Control , the one that found homes with guns , compared to homes without , are five times more likely to experience a suicide and three times more likely to have a member of the household killed by another member or by an acquaintance .","and then there be that study by the Centers for Disease Control , the one that find home with gun , compare to home without , be five time more likely to experience a suicide and three time more likely to have a member of the household kill by another member or by a acquaintance .","Lott , however , is sticking by his guns .",likely,without,more,likely,30,24,38,39,"{'lemma': 'likely', 'ix': 30, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'home'}","{'lemma': 'likely', 'ix': 39, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'likely'}",conj,"{'lemma': 'likely', 'ix': 30, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'home'}","{'lemma': 'without', 'ix': 24, 'xpos': 'IN', 'deprel': 'mark', 'head': 'likely'}",mark,"{'lemma': 'likely', 'ix': 39, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'likely'}","{'lemma': 'more', 'ix': 38, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'likely'}",advmod,nyt_eng_199805,24-38-39,more_likely,NegRaise
nyt_eng_19980514_0016_21:19-21-22,mentally_prepared,"The Knicks , despite John Starks ' guarantee that there would be a Game 6 in New York , never seemed mentally prepared to match the Pacers .",seemed,never,mentally,prepared,"York , never seemed mentally prepared to match",nyt_eng_19980514_0016_21,There was that edge to the Pacers .,"The Knicks , despite John Starks ' guarantee that there would be a Game 6 in New York , never seemed mentally prepared to match the Pacers .","the Knicks , despite John Starks ' guarantee that there would be a Game 6 in New York , never seemed mentally prepared to match the Pacers .","the Knicks , despite John Starks ' guarantee that there would be a Game 6 in New York , never seem mentally prepared to match the pacer .","In the end , the Pacers were smarter and stronger , mentally and physically .",seemed,never,mentally,prepared,20,19,21,22,"{'lemma': 'seem', 'ix': 20, 'xpos': 'VBD', 'deprel': 'root', 'head': '.'}","{'lemma': 'prepared', 'ix': 22, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'seem'}",acomp,"{'lemma': 'seem', 'ix': 20, 'xpos': 'VBD', 'deprel': 'root', 'head': '.'}","{'lemma': 'never', 'ix': 19, 'xpos': 'RB', 'deprel': 'neg', 'head': 'seem'}",neg,"{'lemma': 'prepared', 'ix': 22, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'seem'}","{'lemma': 'mentally', 'ix': 21, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'prepared'}",advmod,nyt_eng_199805,19-21-22,mentally_prepared,NegRaise
nyt_eng_19980514_0009_30:24-26-27,particularly_special,"Scott Fraser , weaving in from the right , found himself alone for a moment and threw a wrist shot at Belfour that did n't look particularly special until it hit the inside of the right post and ricocheted into the net .",look,n't,particularly,special,that did n't look particularly special until it,nyt_eng_19980514_0009_30,It would n't have been too big a shock for that goal to be all that Belfour would need but the Stars ' lead lasted less than two minutes before the Oilers tied it .,"Scott Fraser , weaving in from the right , found himself alone for a moment and threw a wrist shot at Belfour that did n't look particularly special until it hit the inside of the right post and ricocheted into the net .","Scott Fraser , weaving in from the right , found himself alone for a moment and threw a wrist shot at Belfour that did n't look particularly special until it hit the inside of the right post and ricocheted into the net .","Scott Fraser , weave in from the right , find himself alone for a moment and throw a wrist shot at Belfour that did not look particularly special until it hit the inside of the right post and ricochet into the net .","It was your basic NHL  -LBQ-  soft  -RDQ-  goal , something Belfour rarely gives up .",look,n't,particularly,special,25,24,26,27,"{'lemma': 'look', 'ix': 25, 'xpos': 'VB', 'deprel': 'rcmod', 'head': 'shot'}","{'lemma': 'special', 'ix': 27, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'look'}",acomp,"{'lemma': 'look', 'ix': 25, 'xpos': 'VB', 'deprel': 'rcmod', 'head': 'shot'}","{'lemma': 'not', 'ix': 24, 'xpos': 'RB', 'deprel': 'neg', 'head': 'look'}",neg,"{'lemma': 'special', 'ix': 27, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'look'}","{'lemma': 'particularly', 'ix': 26, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'special'}",advmod,nyt_eng_199805,24-26-27,particularly_special,NegRaise
nyt_eng_19980514_0004_29:3-7-8,as_sharp,"-LBQ-  I do n't think Rick was as sharp as he was in his previous seven outings ,  -RDQ-  Rangers manager Johnny Oates said .",think,n't,as,sharp,I do n't think Rick was as sharp as he,nyt_eng_19980514_0004_29,"-LBQ-  The ball was up and away and I just got a good hack at it ,  -RDQ-  Williams said .","-LBQ-  I do n't think Rick was as sharp as he was in his previous seven outings ,  -RDQ-  Rangers manager Johnny Oates said .","`` I do n't think Rick was as sharp as he was in his previous seven outings , '' Rangers manager Johnny Oates said .","`` I do not think Rick be as sharp as he be in he previous seven outing , '' Rangers manager Johnny Oates say .","-LBQ-  When behind in the counts and have to throw your fastball , you better get it down or you 're going to get into trouble .",think,n't,as,sharp,4,3,7,8,"{'lemma': 'think', 'ix': 4, 'xpos': 'VB', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'sharp', 'ix': 8, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}",ccomp,"{'lemma': 'think', 'ix': 4, 'xpos': 'VB', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'think'}",neg,"{'lemma': 'sharp', 'ix': 8, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'as', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sharp'}",advmod,nyt_eng_199805,3-7-8,as_sharp,NegRaise
nyt_eng_19980513_0292_32:27-32-33,that_busy,"-LBQ-  When we decided to do this party two months ago , we also booked a bachelor party for that night because , frankly , I did n't think it would be that busy ,  -RDQ-  Merel sighed .",think,n't,that,busy,"I did n't think it would be that busy , ''",nyt_eng_19980513_0292_32,"Yet as thrilled as Merel is by all this -LRB- he 's even permanently renaming the pea concoction  -LBQ-  Seinfeld Soup  -RDQ-  -RRB- , he ca n't help but kick himself over his own shortsightedness .","-LBQ-  When we decided to do this party two months ago , we also booked a bachelor party for that night because , frankly , I did n't think it would be that busy ,  -RDQ-  Merel sighed .","`` When we decided to do this party two months ago , we also booked a bachelor party for that night because , frankly , I did n't think it would be that busy , '' Merel sighed .","`` when we decide to do this party two month ago , we also book a bachelor party for that night because , frankly , I did not think it would be that busy , '' Merel sigh .",-LBQ-  Now we 're stuck with a bachelor party and we 're having to turn -LRB- ` Seinfeld ' -RRB- people away .,think,n't,that,busy,28,27,32,33,"{'lemma': 'think', 'ix': 28, 'xpos': 'VB', 'deprel': 'advcl', 'head': 'book'}","{'lemma': 'busy', 'ix': 33, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}",ccomp,"{'lemma': 'think', 'ix': 28, 'xpos': 'VB', 'deprel': 'advcl', 'head': 'book'}","{'lemma': 'not', 'ix': 27, 'xpos': 'RB', 'deprel': 'neg', 'head': 'think'}",neg,"{'lemma': 'busy', 'ix': 33, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'that', 'ix': 32, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'busy'}",advmod,nyt_eng_199805,27-32-33,that_busy,NegRaise
nyt_eng_19980512_0496_45:10-13-14,so_foreboding,"Now , the other side of the AL tracks does n't look nearly so foreboding .",look,n't,so,foreboding,tracks does n't look nearly so foreboding .,nyt_eng_19980512_0496_45,But the gantlet of Clevelands and Bostons could have given this team an early blow to the midsection .,"Now , the other side of the AL tracks does n't look nearly so foreboding .","now , the other side of the AL tracks does n't look nearly so foreboding .","now , the other side of the al track does not look nearly so foreboding .",Consider that the unofficial  -LBQ-  media assessment .  -RDQ-,look,n't,so,foreboding,11,10,13,14,"{'lemma': 'look', 'ix': 11, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'foreboding', 'ix': 14, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'look'}",acomp,"{'lemma': 'look', 'ix': 11, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'look'}",neg,"{'lemma': 'foreboding', 'ix': 14, 'xpos': 'JJ', 'deprel': 'acomp', 'head': 'look'}","{'lemma': 'so', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'foreboding'}",advmod,nyt_eng_199805,10-13-14,so_foreboding,NegRaise
nyt_eng_19980512_0452_41:3-8-9,much_emotional,-LBQ-  I do n't think it 's as much emotional .,think,n't,much,emotional,I do n't think it 's as much emotional .,nyt_eng_19980512_0452_41,"-LBQ-  It starts with yourself and then it extends to the other guys on the team ,  -RDQ-  Van Gundy said .",-LBQ-  I do n't think it 's as much emotional .,`` I do n't think it 's as much emotional .,`` I do not think it be as much emotional .,There 's no need for a lot of talk right now .,think,n't,much,emotional,4,3,8,9,"{'lemma': 'think', 'ix': 4, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'emotional', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}",ccomp,"{'lemma': 'think', 'ix': 4, 'xpos': 'VB', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'think'}",neg,"{'lemma': 'emotional', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'much', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'emotional'}",advmod,nyt_eng_199805,3-8-9,much_emotional,NegRaise
nyt_eng_19980512_0007_47:2-17-18,much_higher,"I do n't want to make a blanket statement , but the importance of instant gratification is much higher than four years ago _ and four years ago it was bad .  -RDQ-",want,n't,much,higher,"i do n't want to make a blanket statement , but the importance of instant gratification is much higher than four",nyt_eng_19980512_0007_47,Elmore also said this  -COL-   -LBQ-  The values of four years ago are vastly different from the values today .,"I do n't want to make a blanket statement , but the importance of instant gratification is much higher than four years ago _ and four years ago it was bad .  -RDQ-","i do n't want to make a blanket statement , but the importance of instant gratification is much higher than four years ago _ and four years ago it was bad . ''","I do not want to make a blanket statement , but the importance of instant gratification be much higher than four year ago _ and four year ago it be bad . ''",He made that last statement three years ago .,want,n't,much,higher,3,2,17,18,"{'lemma': 'want', 'ix': 3, 'xpos': 'VB', 'deprel': 'root', 'head': ""''""}","{'lemma': 'higher', 'ix': 18, 'xpos': 'JJR', 'deprel': 'conj', 'head': 'want'}",conj,"{'lemma': 'want', 'ix': 3, 'xpos': 'VB', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'want'}",neg,"{'lemma': 'higher', 'ix': 18, 'xpos': 'JJR', 'deprel': 'conj', 'head': 'want'}","{'lemma': 'much', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'higher'}",advmod,nyt_eng_199805,2-17-18,much_higher,NegRaise
nyt_eng_19980511_0488_23:3-9-10,any_different,"-LBQ-  I do n't think the verdict would be any different , even if we did try it again ,  -RDQ-  he said .",think,n't,any,different,"I do n't think the verdict would be any different , even",nyt_eng_19980511_0488_23,"The Ventura County District Attorney 's Office 's decision not to retry the penalty phase , Farley said , was the right thing to do for everyone concerned .","-LBQ-  I do n't think the verdict would be any different , even if we did try it again ,  -RDQ-  he said .","`` I do n't think the verdict would be any different , even if we did try it again , '' he said .","`` I do not think the verdict would be any different , even if we did try it again , '' he say .",-LBQ-  And I think it 's time to put an end to all of this .  -RDQ-,think,n't,any,different,4,3,9,10,"{'lemma': 'think', 'ix': 4, 'xpos': 'VB', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'different', 'ix': 10, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}",ccomp,"{'lemma': 'think', 'ix': 4, 'xpos': 'VB', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'think'}",neg,"{'lemma': 'different', 'ix': 10, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'any', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'different'}",advmod,nyt_eng_199805,3-9-10,any_different,NegRaise
