hit_id,context_group,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,corpus_segment,corpus,date,polarity,context,context_word,context_type,in_basic,line_in_source,year,context_overlap
apw_eng_20100825_0064_7:4,neg-ext-nonsubj,immediately_clear,immediately,clear,It was not immediately clear who represents the 27-year-old Rrapo .,apw_eng_20100825_0064_7,4,apw_eng_201008,"Prosecutors said he was part of an international crime organization that engaged in murder , kidnapping , narcotics trafficking , extortion , robbery , arson , and other crimes .",,apw_eng_20100825,Apw,2010-08-25,negative,not_VP-adv,not,VP-adv,False,69663,2010,False
apw_eng_19970410_1309_7:4,neg-ext-nonsubj,immediately_clear,immediately,clear,It was not immediately clear when or if he will be sent back .,apw_eng_19970410_1309_7,4,apw_eng_199704,Peruvian authorities said they were planning to ask for his extradition .,"Cardenas inherited his drug empire from his father , Guillermo , who ran raw cocaine laboratories in Peru 's Amazon jungle near the border with Colombia .",apw_eng_19970410,Apw,1997-04-10,negative,not_VP-adv,not,VP-adv,False,874,1997,False
apw_eng_19990713_0702_5:4,neg-ext-nonsubj,immediately_clear,immediately,clear,It was n't immediately clear if students had boycotted classes on Tuesday .,apw_eng_19990713_0702_5,4,apw_eng_199907,He said students would boycott classes until campus security measures were tightened and Omole sacked .,"The university secret societies _ or cults as they are widely known _ date back to the early 1950 's when a group of idealistic students at the University of Ibadan formed one the country 's first-known groups , the Pirates .",apw_eng_19990713,Apw,1999-07-13,negative,not_VP-adv,not,VP-adv,False,48779,1999,False
nyt_eng_20040927_0333_7:7,neg-ext-nonsubj,immediately_clear,immediately,clear,"As such , it was not immediately clear on Monday night how various areas that stood to lose the most -- New York and New England -- would fare under the new formula .",nyt_eng_20040927_0333_7,7,nyt_eng_200409,"The department is scheduled to announce the new policy formally later on Tuesday and publish a breakdown of each area 's fair-market rent by Friday , as required by the law .","But Brown said that in New York , where the fair-market rents for the biggest apartments were originally scheduled to drop to $ 1,286 a month from $ 1,504 , or more than 14 percent , the impact would be  -LBQ-  extremely minimal .  -RDQ-",nyt_eng_20040927,Nyt2,2004-09-27,negative,not_VP-adv,not,VP-adv,False,31332,2004,False
apw_eng_20100615_1335_24:4,neg-ext-nonsubj,immediately_clear,immediately,clear,It was not immediately clear whether the announcement would come during Obama 's Oval Office address .,apw_eng_20100615_1335_24,4,apw_eng_201006,The official spoke Tuesday on condition of anonymity because the White House has yet to disclose the news .,"Obama 's nationally televised speech previews his showdown White House meeting Wednesday with top executives at British-based , BP , the company that leased the rig that exploded April 20 , killing 11 workers and causing the catastrophic spill .",apw_eng_20100615,Apw,2010-06-15,negative,not_VP-adv,not,VP-adv,False,13569,2010,False
apw_eng_20070812_0038_5:30,neg-ext-nonsubj,immediately_clear,immediately,clear,"The lawyer said Lagha was in Tora Bora , Afghanistan , at the height of a U.S.-led military campaign that ousted the Taliban regime , though it was not immediately clear why .",apw_eng_20070812_0038_5,30,apw_eng_200708,"Amor , speaking to The Associated Press on Saturday , said Lagha had traveled to Afghanistan in early 2001 from Italy , where he had settled as an illegal immigrant three years earlier and had become a devout Muslim .",Police in Pakistan detained him in early 2002 along the border with Afghanistan .,apw_eng_20070812,Apw,2007-08-12,negative,not_VP-adv,not,VP-adv,False,20032,2007,False
apw_eng_20061023_0221_5:8,neg-ext-nonsubj,immediately_clear,immediately,clear,The cause of the clash was not immediately clear .,apw_eng_20061023_0221_5,8,apw_eng_200610,-LBQ-  We are still investigating the shooting and the situation in Poso is now under control .  -RDQ-,"After a period of relative quiet , violence has been on the rise in Poso following the execution on Sept. 22 of three Christians convicted of leading a militia that killed at least 70 people at a Muslim boarding school in 2000 .",apw_eng_20061023,Apw,2006-10-23,negative,not_VP-adv,not,VP-adv,False,29547,2006,False
apw_eng_20001127_0016_3:4,neg-ext-nonsubj,immediately_clear,immediately,clear,"It was not immediately clear whether she would accept the partial totals , or revert to totals in use before the manual recount began .",apw_eng_20001127_0016_3,4,apw_eng_200011,"After working round the clock in hopes of completing their review before a 5 p.m. deadline , the board faxed incomplete results to Secretary of State Katherine Harris with one minute to spare .","The county faxed dozens of pages of raw , precinct-by-precinct figures , leaving the tedious math to the secretary of state .",apw_eng_20001127,Apw,2000-11-27,negative,not_VP-adv,not,VP-adv,False,27904,2000,False
apw_eng_20080201_1465_2:4,neg-ext-nonsubj,immediately_clear,immediately,clear,"It was not immediately clear who made the filing , or whether it sought to establish control over Spears affairs in whole or in part .",apw_eng_20080201_1465_2,4,apw_eng_200802,"The question of who should control Britney Spears ' affairs was posed in a court filing Friday , as her parents made a surprise appearance at a conservatorship hearing while their daughter was under psychiatric evaluation in a nearby hospital .","Lynne Spears and James Spears , his eyes very red , entered a Superior Court room Friday without commenting to reporters .",apw_eng_20080201,Apw,2008-02-01,negative,not_VP-adv,not,VP-adv,False,38261,2008,False
apw_eng_20071020_0174_10:4,neg-ext-nonsubj,immediately_clear,immediately,clear,"It was not immediately clear if the soldiers had left the airport entirely , but a rattled Morales said in a televised address Friday that he 'd ordered the troops withdrawn to prevent violence .",apw_eng_20071020_0174_10,4,apw_eng_200710,"Soldiers and military police had cleared away , avoiding clashes with protesters .","Planes continued to land and take off Friday , although passengers aboard one flight were forced to disembark while pilots waited for the airport 's regular air traffic controllers to return .",apw_eng_20071020,Apw,2007-10-20,negative,not_VP-adv,not,VP-adv,False,32120,2007,False
apw_eng_20080122_0925_4:4,neg-ext-nonsubj,immediately_clear,immediately,clear,"It was not immediately clear when the plant 's O1 reactor , located about 250 kilometers -LRB- 150 miles -RRB- south of Stockholm , would be restarted , but Osterberg said his company hoped the reactor would be running again as soon as the problem had been identified .",apw_eng_20080122_0925_4,4,apw_eng_200801,"-LBQ-  We think there is something faulty in the computer-controlled mechanism in the closing of the valve ,  -RDQ-  he said .",The Oskarshamn plant supplies about 10 percent of the electricity used in Sweden .,apw_eng_20080122,Apw,2008-01-22,negative,not_VP-adv,not,VP-adv,False,26611,2008,False
apw_eng_20070910_0867_4:4,neg-ext-nonsubj,immediately_clear,immediately,clear,"It was not immediately clear if the shooter escaped or was still inside the plant , Williams said .",apw_eng_20070910_0867_4,4,apw_eng_200709,As many as 150 other employees were in the building near downtown Sheboygan at the time and quickly evacuated as officers cordoned off the area .,Rockline executives told first shift employees not to report to work as about 20 tactical team officers searched the block-long building for the gunman .,apw_eng_20070910,Apw,2007-09-10,negative,not_VP-adv,not,VP-adv,False,40823,2007,False
apw_eng_20031221_0192_11:4,neg-ext-nonsubj,immediately_possible,immediately,possible,"It was not immediately possible to contact the FNL , but FDD spokesman Gelase Daniel Ndabirabe said many bad things had happened during the war .",apw_eng_20031221_0192_11,4,apw_eng_200312,Burundi 's army spokesman Col. Augustin Nzabampema said he could not comment until he had read the report .,-LBQ-  Both sides will take time to discuss them .,apw_eng_20031221,Apw,2003-12-21,negative,not_VP-adv,not,VP-adv,False,30159,2003,False
apw_eng_20061011_0756_12:29,neg-ext-nonsubj,immediately_visible,immediately,visible,"In an interview with NTV television late Tuesday , Baser would not elaborate on measures he would discuss with Ralston but said the steps would not be  -LBQ-  immediately visible  -RDQ-  and urged patience .",apw_eng_20061011_0756_12,29,apw_eng_200610,But Turkey has ignored the truce and has vowed to fight on until all rebels surrenders or are killed .,"Baser said there were several ways to combat terrorism , including cutting off all political , financial and logistical support .",apw_eng_20061011,Apw,2006-10-11,negative,not_VP-adv,not,VP-adv,False,29801,2006,False
nyt_eng_19960112_0276_25:17,outdated_input_file,immensely_winning,immensely,winning,"But if Ehle 's performance seems calculated to wear easily on modern audiences , it is immensely winning .",nyt_eng_19960112_0276_25,17,,,,nyt_eng_19960112,Nyt1,1996-01-12,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,154971,1996,False
nyt_eng_19970130_0131_11:18,outdated_input_file,implausibly_weak,implausibly,weak,"Because of the CPI error ,  -LBQ-  measured real output and productivity in the service sector are implausibly weak ,  -RDQ-  he said .",nyt_eng_19970130_0131_11,18,,,,nyt_eng_19970130,Nyt1,1997-01-30,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,281643,1997,False
nyt_eng_19951202_0118_13:21,outdated_input_file,increasingly_criss-crossing,increasingly,criss-crossing,This is particularly frustrating because U.S. currency is a lingua franca for the safari tourists and business executives who are increasingly criss-crossing Africa .,nyt_eng_19951202_0118_13,21,,,,nyt_eng_19951202,Nyt1,1995-12-02,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,141882,1995,False
nyt_eng_19950622_0329_16:10,outdated_input_file,increasingly_distressing,increasingly,distressing,The deterioration of civility in political discourse that is increasingly distressing here has also reached alarming proportions there .,nyt_eng_19950622_0329_16,10,,,,nyt_eng_19950622,Nyt1,1995-06-22,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,88318,1995,False
nyt_eng_19960504_0294_14:10,outdated_input_file,increasingly_skeptical,increasingly,skeptical,Supporters of these measures say that the public is increasingly skeptical about lobbyists and that legislators who oppose restrictions do so at their own peril .,nyt_eng_19960504_0294_14,10,,,,nyt_eng_19960504,Nyt1,1996-05-04,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,195043,1996,False
nyt_eng_19970728_0471_12:3,outdated_input_file,indeed_controversial,indeed,controversial,Panic is indeed controversial .,nyt_eng_19970728_0471_12,3,,,,nyt_eng_19970728,Nyt1,1997-07-28,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,342738,1997,False
apw_eng_20031217_0438_35:27,neg-ext-nonsubj,individually_informed,individually,informed,"Chen said that since the scientist was not in the official contagious period during his travels , passengers on the China Airlines flight would not be individually informed about the case .",apw_eng_20031217_0438_35,27,apw_eng_200312,"The virus has a maximum incubation period of 10 days , according to the World Health Organization .",But he urged the passengers to be vigilant for SARS symptoms .,apw_eng_20031217,Apw,2003-12-17,negative,not_VP-adv,not,VP-adv,False,30234,2003,False
nyt_eng_19961206_0624_1:27,outdated_input_file,inexplicably_slow,inexplicably,slow,"The U.S. Department of Agriculture may have been justified in slapping tough rules on Arizona wheat growers to protect world markets , but it has been inexplicably slow to pay them for losses , a federal judge says .",nyt_eng_19961206_0624_1,27,,,,nyt_eng_19961206,Nyt1,1996-12-06,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,264065,1996,False
nyt_eng_19980315_0217_20:11,outdated_input_file,inherently_unequal,inherently,unequal,"Instead , in reaching its conclusion that separate schools are inherently unequal the court relied on an array of modern sociological evidence .",nyt_eng_19980315_0217_20,11,,,,nyt_eng_19980315,Nyt1,1998-03-15,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,421098,1998,False
nyt_eng_20060629_0093_31:8,neg-ext-nonsubj,instantly_recognizable,instantly,recognizable,"Fagerbakke -- whose conversational voice is not instantly recognizable either as Dauber or Patrick -- is affable , good-humored and fully aware that he can carry off a believable moron .",nyt_eng_20060629_0093_31,8,nyt_eng_200606,"As pretty much any student of the craft will agree , an actor needs brains to convincingly depict the lack thereof .","Paul Tibbitt , co-executive producer of  -LBQ-  SpongeBob  -RDQ-  says that Fagerbakke is so on the ball and well-prepared that he has earned the nickname  -LBQ-  one-take Bill .  -RDQ-",nyt_eng_20060629,Nyt2,2006-06-29,negative,not_VP-adv,not,VP-adv,False,56387,2006,False
nyt_eng_19971105_0049_20:10,outdated_input_file,intensely_disputed,intensely,disputed,"The affirmative action question , Proposition A , was intensely disputed here , the subject of a flurry of public debates and television advertisements in the days before the election .",nyt_eng_19971105_0049_20,10,,,,nyt_eng_19971105,Nyt1,1997-11-05,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,378191,1997,False
nyt_eng_19960920_0376_46:12,outdated_input_file,intimately_personal,intimately,personal,"-LBQ-  The first decision -LRB- to hire Christopher -RRB- was an intimately personal one and I have a feeling this one will be too ,  -RDQ-  said one White House aide .",nyt_eng_19960920_0376_46,12,,,,nyt_eng_19960920,Nyt1,1996-09-20,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,237526,1996,False
nyt_eng_19960424_0853_19:5,neg-ext-nonsubj,invariably_true,invariably,true,"-LBQ-  It is not invariably true that when someone gets a government job they know what they are doing ,  -RDQ-  said Joe Sims , an antitrust lawyer in Washington .",nyt_eng_19960424_0853_19,5,nyt_eng_199604,"For most the 1980s , he was dean of the Georgetown University Law Center , and he has written extensively on antitrust issues and frequently testified before Congress .","-LBQ-  But over the past 20 years , Bob Pitofsky has been one of the premier Democratic antitrust experts .  -RDQ-",nyt_eng_19960424,Nyt1,1996-04-24,negative,not_VP-adv,not,VP-adv,True,16698,1996,False
nyt_eng_20060212_0121_16:19,neg-ext-nonsubj,jarringly_different,jarringly,different,"These pieces , such as simple dresses and jackets with harlequin-pattern seams , though fresh , are not jarringly different from what we 've come to expect from Rucci .",nyt_eng_20060212_0121_16,19,nyt_eng_200602,But some more down-to-earth -- though hardly downmarket -- day and evening wear appears on his runway .,"Instead , he extends his vocabulary only slightly and does n't veer from his goal , which is to create exquisite and highly refined apparel .",nyt_eng_20060212,Nyt2,2006-02-12,negative,not_VP-adv,not,VP-adv,False,10275,2006,False
nyt_eng_19941220_0277_2:10,outdated_input_file,jollyand_african-american,jollyand,african-american,"The Santa that stood before them was plump , jollyand African-American .",nyt_eng_19941220_0277_2,10,,,,nyt_eng_19941220,Nyt1,1994-12-20,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,37566,1994,False
nyt_eng_19950126_0308_4:14,outdated_input_file,just_1-for-9,just,1-for-9,"A scattering of fans had booed his every missed shot -LRB- he was just 1-for-9 -RRB- , particularly in the second half of the team 's sixth straight defeat , a 107-98 embarrassment to the NBA doormat LA Clippers at the Garden .",nyt_eng_19950126_0308_4,14,,,,nyt_eng_19950126,Nyt1,1995-01-26,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,45845,1995,False
nyt_eng_20020319_0182_6:9,neg-ext-nonsubj,just_acceptable,just,acceptable,"Eating from everyone else 's plate is not just acceptable , it 's required .",nyt_eng_20020319_0182_6,9,nyt_eng_200203,"The cooking styles are all over the map _ Italian , French , Greek , Southwestern , Hawaiian , Asian _ often on the same menu .",You can order half of a petit  -LBQ-  rack  -RDQ-  of lamb at Isa in San Francisco .,nyt_eng_20020319,Nyt2,2002-03-19,negative,not_VP-adv,not,VP-adv,False,90707,2002,False
nyt_eng_19970915_0050_37:4,outdated_input_file,just_awful,just,awful,"The Saints are just awful , and by the time the third quarter rolled around , Young and company were up 30-0 .",nyt_eng_19970915_0050_37,4,,,,nyt_eng_19970915,Nyt1,1997-09-15,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,359194,1997,False
nyt_eng_19950106_0245_17:5,outdated_input_file,just_buzzin,just,buzzin,Everything and everybody is just buzzin ' around here .  -RDQ-,nyt_eng_19950106_0245_17,5,,,,nyt_eng_19950106,Nyt1,1995-01-06,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,40934,1995,False
nyt_eng_19961102_0144_23:4,outdated_input_file,just_concerned,just,concerned,"-LBQ-  People are just concerned about the reputation of the institution ,  -RDQ-  one party official said .",nyt_eng_19961102_0144_23,4,,,,nyt_eng_19961102,Nyt1,1996-11-02,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,252823,1996,False
nyt_eng_20080930_0140_54:9,neg-ext-nonsubj,just_culinary,just,culinary,"The advantages , he believes , are not just culinary and ecological but also ethical  -COL-  His cooks  -LBQ-  see what 's coming in the door .  -RDQ-",nyt_eng_20080930_0140_54,9,nyt_eng_200809,"Cosentino draws the line at breaking down steers in his kitchen -LRB- he has a network of small-scale ranchers and processors who supply his beef -RRB- , but he is a believer in avoiding packaged meat , no matter how impressive its provenance .","To drive home the point , he has taken his staff to witness animal slaughters .",nyt_eng_20080930,Nyt2,2008-09-30,negative,not_VP-adv,not,VP-adv,False,55707,2008,False
nyt_eng_19950304_0059_29:5,outdated_input_file,just_curious,just,curious,-LBQ-  Mostly they 're just curious .,nyt_eng_19950304_0059_29,5,,,,nyt_eng_19950304,Nyt1,1995-03-04,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,55224,1995,False
nyt_eng_19970313_0771_4:3,outdated_input_file,just_enough,just,enough,"It is just enough to feed , clothe and educate her seven children .",nyt_eng_19970313_0771_4,3,,,,nyt_eng_19970313,Nyt1,1997-03-13,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,296153,1997,False
nyt_eng_20000101_0139_26:6,neg-ext-nonsubj,just_exciting,just,exciting,And the stories are n't just exciting .,nyt_eng_20000101_0139_26,6,nyt_eng_200001,-LBQ-  There are so many words I did n't know .,Each one of them has a moral point .,nyt_eng_20000101,Nyt2,2000-01-01,negative,not_VP-adv,not,VP-adv,False,38303,2000,False
nyt_eng_19990826_0122_24:8,neg-ext-nonsubj,just_fussy,just,fussy,"Well , it is not difficult , just fussy and time-consuming .",nyt_eng_19990826_0122_24,8,nyt_eng_199908,"Do n't think it will be easy , because it is n't .","First , remove the storm window , it unscrews easily , but may require prying off because it was caulked when it was installed .",nyt_eng_19990826,Nyt1,1999-08-26,negative,not_VP-adv,not,VP-adv,False,2688,1999,False
nyt_eng_19950716_0018_11:4,outdated_input_file,just_glad,just,glad,"-LBQ-  We were just glad by the fact that he was all right ,  -RDQ-  Clemens said .",nyt_eng_19950716_0018_11,4,,,,nyt_eng_19950716,Nyt1,1995-07-16,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,95853,1995,False
nyt_eng_19951025_0179_41:11,outdated_input_file,just_happy,just,happy,-LBQ-  God blessed me to meet him and I 'm just happy I was in the right place at the right time .  -RDQ-,nyt_eng_19951025_0179_41,11,,,,nyt_eng_19951025,Nyt1,1995-10-25,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,128839,1995,False
nyt_eng_19950112_0020_5:4,outdated_input_file,just_happy,just,happy,"-LBQ-  I 'm just happy to play , so I 'm not worried about the pressure ,  -RDQ-  Thomas said .",nyt_eng_19950112_0020_5,4,,,,nyt_eng_19950112,Nyt1,1995-01-12,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,42100,1995,False
nyt_eng_19950127_0260_53:12,outdated_input_file,just_happy,just,happy,"There are n't too many jobs for goalies , I 'm just happy as hell I get to be one of them .  -RDQ-",nyt_eng_19950127_0260_53,12,,,,nyt_eng_19950127,Nyt1,1995-01-27,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,46154,1995,False
