hit_id,colloc,adv,adj,sent_text,sent_id,adv_index
nyt_eng_19941017_0274_4:25,as_rewarding,as,rewarding,"-LBQ-  I 've coached some of the greatest athletes in the National Football League ,  -RDQ-  he says ,  -LBQ-  but nothing has been as rewarding as working with a young man named John .  -RDQ-",nyt_eng_19941017_0274_4,25
nyt_eng_19941024_0304_28:8,ever_static,ever,static,"Nothing , in other words , is ever static .",nyt_eng_19941024_0304_28,8
nyt_eng_19941025_0159_17:20,too_good,too,good,"Walkup clung to two basic beliefs  -COL-   -LBQ-  A deal is a deal , -LRB- and -RRB- nothing is too good for a friend .  -RDQ-",nyt_eng_19941025_0159_17,20
nyt_eng_19941025_0206_5:10,as_polite,as,polite,Nothing else about  -LBQ-  The Last Seduction  -RDQ-  is as polite or colorless as its title .,nyt_eng_19941025_0206_5,10
nyt_eng_19941111_0052_32:3,too_mean,too,mean,Nothing is too mean or low for him to condescend to to secretly carry his cowardly and base purposes of slander into effect .,nyt_eng_19941111_0052_32,3
nyt_eng_19941111_0138_5:9,very_pure,very,pure,"-LBQ-  But in Miami Beach , nothing is very pure , none of this is authentic ,  -RDQ-  he says .",nyt_eng_19941111_0138_5,9
nyt_eng_19941118_0217_8:18,daringly_black,daringly,black,"-LBQ-  Ralph Lauren has used black models here and there , but nothing has ever been as daringly black as that Polo ad ,  -RDQ-  Ms. Golden said .",nyt_eng_19941118_0217_8,18
nyt_eng_19941120_0052_19:4,ever_dull,ever,dull,So nothing is ever dull in  -LBQ-  Family .  -RDQ-,nyt_eng_19941120_0052_19,4
nyt_eng_19941122_0396_14:18,remotely_germanic,remotely,germanic,The intimations of Nazism are jarringly out of place in a movie in which nothing else is remotely Germanic .,nyt_eng_19941122_0396_14,18
nyt_eng_19941127_0091_1:5,as_dramatic,as,dramatic,"Probably nothing has been as dramatic during this time , however , as the turnaround of Woman 's Day .",nyt_eng_19941127_0091_1,5
nyt_eng_19941128_0309_41:4,really_pure,really,pure,But nothing is really pure .,nyt_eng_19941128_0309_41,4
nyt_eng_19941205_0021_26:24,too_much,too,much,"He talked a little robotically about doing his job , that playing Sunday was just business , that nothing about the game was too much out of the ordinary -LRB- indeed , as several of his teammates almost too eagerly pointed out  -COL-   -LBQ-  Hey , we 've played this bad before  -RDQ-  -RRB- .",nyt_eng_19941205_0021_26,24
nyt_eng_19941207_0232_45:6,ever_over,ever,over,"Then again , nothing is ever over for me .",nyt_eng_19941207_0232_45,6
nyt_eng_19941208_0069_3:8,as_good,as,good,"Now , nothing I make is ever as good as the fudge that Fort Worth Star-Telegram photographer Milton Adams stirs up by the ton and gives as Christmas gifts .",nyt_eng_19941208_0069_3,8
nyt_eng_19941208_0129_1:3,as_heartbreaking,as,heartbreaking,"Nothing is as heartbreaking as the death of a beloved child , and it is not difficult to see what attracted Marlo Thomas to  -LBQ-  Points of Light ,  -RDQ-  Linda Gray Sexton 's novel about a mother dealing with the death of a 5-year-old son who dies suddenly .",nyt_eng_19941208_0129_1,3
nyt_eng_19941221_0164_58:6,ever_over,ever,over,"Then again , nothing is ever over for me .  -RDQ-",nyt_eng_19941221_0164_58,6
nyt_eng_19941226_0002_51:21,as_enlightening,as,enlightening,"And while he has read a great deal on the strategy and teaching of the game , nothing has been as enlightening as his time as a coach .",nyt_eng_19941226_0002_51,21
nyt_eng_19950108_0131_9:3,so_outrageous,so,outrageous,Nothing is so outrageous that they should n't be willing to move .  -RDQ-,nyt_eng_19950108_0131_9,3
nyt_eng_19950111_0292_5:25,truly_foreign,truly,foreign,"But the 75-year-old gongs from Wuhan , China , that dominate the entrance to the Lovano loft suggest that nothing that produces tones is truly foreign to him .",nyt_eng_19950111_0292_5,25
nyt_eng_19950116_0286_3:4,seriously_wrong,seriously,wrong,"-LBQ-  Nothing was seriously wrong with her , but it was an exceptional year for 3-year-old fillies , and I did n't see any point in pushing her ,  -RDQ-  said Ellis , who rested Key Phrase until December .",nyt_eng_19950116_0286_3,4
nyt_eng_19950119_0018_19:4,really_wrong,really,wrong,-LBQ-  Nothing 's really wrong .,nyt_eng_19950119_0018_19,4
nyt_eng_19950120_0385_28:7,as_advanced,as,advanced,"Nothing else in the world was as advanced as MUSE , which had been under development since the late 1960s .",nyt_eng_19950120_0385_28,7
nyt_eng_19950121_0100_19:9,that_hilarious,that,hilarious,"Nothing in  -LBQ-  Pig Sty  -RDQ-  is all that hilarious , in part because the premise is so implausible .",nyt_eng_19950121_0100_19,9
nyt_eng_19950126_0333_22:5,as_succinct,as,succinct,But perhaps nothing is as succinct as the instructions used in France .,nyt_eng_19950126_0333_22,5
nyt_eng_19950130_0490_29:4,as_axiomatic,as,axiomatic,But nothing is as axiomatic as the assumption that the news media are just too darn cynical .,nyt_eng_19950130_0490_29,4
nyt_eng_19950208_0147_48:13,too_important,too,important,"Nothing against you , Old Man , but the first-in-the-nation primary is too important to be forever etched in granite .",nyt_eng_19950208_0147_48,13
nyt_eng_19950215_0118_38:16,so_disastrous,so,disastrous,"We do n't have to imitate them or mimic them -- I think nothing is so disastrous as that -- but to hear it , to love it , to appreciate where it came from .  -RDQ-",nyt_eng_19950215_0118_38,16
nyt_eng_19950221_0409_33:40,as_important,as,important,"It has been hard to convince people in Russia that advertisements for cigarettes or alcohol can make much difference in the nation 's health , even though in the West public health leaders often say that nothing has been as important in changing habits and reducing disease rates .",nyt_eng_19950221_0409_33,40
nyt_eng_19950221_0421_2:15,as_simple,as,simple,"But when it comes to saving money in Washington , nothing is ever quite as simple as it seems .",nyt_eng_19950221_0421_2,15
nyt_eng_19950227_0456_10:4,politically_right,politically,right,"-LBQ-  Nothing is politically right if it 's morally wrong ,  -RDQ-  Cunningham said .",nyt_eng_19950227_0456_10,4
nyt_eng_19950315_0068_40:3,that_bad,that,bad,Nothing 's that bad .  -RDQ-,nyt_eng_19950315_0068_40,3
nyt_eng_19950321_0361_18:6,that_simple,that,simple,But nothing involving Microsoft is that simple .,nyt_eng_19950321_0361_18,6
nyt_eng_19950405_0234_24:5,obviously_exploitative,obviously,exploitative,"Nothing could be more obviously exploitative , not to say lying , though in Shahn 's defense it must be said that he did not catch people off guard in order to belittle them .",nyt_eng_19950405_0234_24,5
nyt_eng_19950414_0189_1:3,too_taxing,too,taxing,"Nothing is too taxing about these incoming video editions , with  -LBQ-  The Shawshank Redemption  -RDQ-  accounting for the most generous returns of the lot .",nyt_eng_19950414_0189_1,3
nyt_eng_19950425_0137_17:3,any_good,any,good,Nothing is any good .,nyt_eng_19950425_0137_17,3
nyt_eng_19950426_0503_5:27,as_beautiful,as,beautiful,"She had come to Washington to campaign before Congress against the colorization of movies , which seemed appropriate , since nothing filmed in color was ever as beautiful as the sight of Ginger Rogers in a feathery gown spinning through a black and white Art Deco moonscape with Fred Astaire .",nyt_eng_19950426_0503_5,27
nyt_eng_19950502_0218_38:3,ever_good,ever,good,Nothing is ever good enough .  -RDQ-,nyt_eng_19950502_0218_38,3
nyt_eng_19950510_0345_38:5,potentially_dangerous,potentially,dangerous,-LBQ-  Nothing is more potentially dangerous than having all those law enforcement functions in one agency .  -RDQ-,nyt_eng_19950510_0345_38,5
nyt_eng_19950517_0484_14:5,that_simple,that,simple,"Nothing involving AIDS is that simple , however .",nyt_eng_19950517_0484_14,5
nyt_eng_19950527_0050_33:25,too_stupid,too,stupid,"Barleycorn , a  -LBQ-  brewspaper  -RDQ-  based in Falls Church , Va. , offers  -LBQ-  Ask the Beer Geek  -RDQ-  -LRB-  -LBQ-  Nothing 's too stupid to ask the Beer Geek  -RDQ-  -RRB- .",nyt_eng_19950527_0050_33,25
nyt_eng_19950529_0222_14:23,as_high-profile,as,high-profile,"But , as Annabel Betz , an economist at Baring Securities -LRB- Hong Kong -RRB- Ltd. , noted ,  -LBQ-  Nothing is as high-profile as Subic .  -RDQ-",nyt_eng_19950529_0222_14,23
nyt_eng_19950531_0231_25:3,ever_inevitable,ever,inevitable,Nothing is ever inevitable in human history .,nyt_eng_19950531_0231_25,3
nyt_eng_19950601_0532_28:3,ever_good,ever,good,Nothing was ever good enough for them .,nyt_eng_19950601_0532_28,3
nyt_eng_19950605_0332_34:8,ever_easy,ever,easy,"Several of the reasons that nothing is ever easy are explored in Thomas K. Landauer 's  -LBQ-  The Trouble With Computers  -COL-  Usefulness , Usability and Productivity  -RDQ-  -LRB- MIT Press ; $ 27.50 -RRB- .",nyt_eng_19950605_0332_34,8
nyt_eng_19950610_0044_24:5,so_intense,so,intense,But nothing could be so intense or passionate as your first love .  -RDQ-,nyt_eng_19950610_0044_24,5
nyt_eng_19950616_0189_8:5,politically_beneficial,politically,beneficial,-LBQ-  Nothing is more politically beneficial to a French leader than when the French people think the rest of the world is ganging up on them .  -RDQ-,nyt_eng_19950616_0189_8,5
nyt_eng_19950619_0656_10:4,yet_over,yet,over,"While nothing is yet over , Chernymordin has seized the imagination of a nation that is absolutely sick of politicians .",nyt_eng_19950619_0656_10,4
nyt_eng_19950623_0001_13:27,even_close,even,close,"If football fans and politicians in Oakland and Los Angeles have learned anything over the past 10 years , however , it is that nothing is even close to final until Davis signs on the dotted line .",nyt_eng_19950623_0001_13,27
nyt_eng_19950626_0093_23:24,really_critical,really,critical,"A lot of this is virtually impossible on one foot , but after all we 're only roughing out , so nothing is really critical .",nyt_eng_19950626_0093_23,24
nyt_eng_19950626_0641_48:7,very_close,very,close,"Out of Zapata , nothing is very close .",nyt_eng_19950626_0641_48,7
nyt_eng_19950630_0289_24:12,as_traumatizing,as,traumatizing,"Still , nothing in  -LBQ-  Mighty Morphin Power Rangers  -RDQ-  is as traumatizing as even the briefest TV newsreel clips of Oklahoma City or Bosnia .",nyt_eng_19950630_0289_24,12
nyt_eng_19950703_0501_23:6,too_mundane,too,mundane,"In fact , nothing is too mundane for the Internet .",nyt_eng_19950703_0501_23,6
nyt_eng_19950710_0294_4:19,ever_whispery,ever,whispery,"In truth , nothing about the typewriter _ that instrument of low tech and high art _ was ever whispery .",nyt_eng_19950710_0294_4,19
nyt_eng_19950721_0330_27:3,too_complex,too,complex,"Nothing is too complex to throw into the mix , from literary metaphors to historic facts .",nyt_eng_19950721_0330_27,3
nyt_eng_19950802_0672_22:6,ever_likely,ever,likely,"After all , nothing is ever likely to shock Saberhagen more than that infamous December night in 1991 when the Royals stunned him and most of Kansas City by trading him to the Mets along with Bill Pecota for Kevin McReynolds , Gregg Jefferies and Keith Miller .",nyt_eng_19950802_0672_22,6
nyt_eng_19950803_0378_21:11,outrageously_expensive,outrageously,expensive,"However , nothing that is being reinvented here would be outrageously expensive , assert those involved .",nyt_eng_19950803_0378_21,11
nyt_eng_19950805_0121_42:6,as_harmful,as,harmful,Nothing they contain can be as harmful as the suspicion that a dirty secret remains sealed in the archives .,nyt_eng_19950805_0121_42,6
nyt_eng_19950807_0428_7:26,as_effective,as,effective,"-LBQ-  Over the years , there have been periodic attempts to tighten up the rules ,  -RDQ-  he said ,  -LBQ-  but nothing has been as effective as this .  -RDQ-",nyt_eng_19950807_0428_7,26
nyt_eng_19950810_0403_1:16,politically_offensive,politically,offensive,"Of all the legislative outrages pursued by the runaway Republican Congress , nothing is more politically offensive than the GOP 's campaign to add old folks to its long list of non-rich , non-GOP contributors it means to punish .",nyt_eng_19950810_0403_1,16
nyt_eng_19950811_0483_36:4,as_foreboding,as,foreboding,Nothing can be as foreboding as a heavily laden legislative train headed down untested tracks .,nyt_eng_19950811_0483_36,4
nyt_eng_19950815_0135_20:3,as_wonderful,as,wonderful,Nothing is as wonderful for the child and as easy on the parents as a stack of mailers all addressed and ready to go into the mailbox .,nyt_eng_19950815_0135_20,3
nyt_eng_19950815_0432_45:17,completely_good,completely,good,"There is no such thing as complete freedom , just as nothing in the world is completely good or completely bad .",nyt_eng_19950815_0432_45,17
nyt_eng_19950816_0683_39:14,as_important,as,important,Mrs. Hobby 's reason for leaving Washington was straightforward  -COL-   -LBQ-  Nothing is as important as Governor .  -RDQ-,nyt_eng_19950816_0683_39,14
nyt_eng_19950827_0103_18:11,as_important,as,important,"The regional governor , Yevgeny Nazdratenko , says nothing is as important to him as attracting international business .",nyt_eng_19950827_0103_18,11
nyt_eng_19950829_0321_18:3,ever_simple,ever,simple,"Nothing is ever simple , especially one 's own feelings and one 's own fears .",nyt_eng_19950829_0321_18,3
nyt_eng_19950829_0504_23:3,too_small,too,small,Nothing was too small to be turned into a competition .,nyt_eng_19950829_0504_23,3
nyt_eng_19950831_0513_5:5,solid_perfect,solid,perfect,"While nothing is dead solid perfect , those who did the deal believe it 's about as close to a free lunch as Kansas City is ever likely to get .",nyt_eng_19950831_0513_5,5
nyt_eng_19950901_0504_1:3,as_exciting,as,exciting,Nothing is as exciting as the Omnimax Serengeti movie _ not even the Serengeti .,nyt_eng_19950901_0504_1,3
nyt_eng_19950909_0609_33:5,ever_simple,ever,simple,-LBQ-  But nothing is ever simple with high school football in Texas .  -RDQ-,nyt_eng_19950909_0609_33,5
nyt_eng_19950911_0274_35:4,as_difficult,as,difficult,"And nothing is as difficult to open , or as frustrating , as a CD case .",nyt_eng_19950911_0274_35,4
nyt_eng_19950912_0114_18:10,racially_motivated,racially,motivated,"Not true , Carroll said  -COL-   -LBQ-  Nothing is racially motivated .",nyt_eng_19950912_0114_18,10
nyt_eng_19950925_0022_44:9,as_stupefying,as,stupefying,And nothing in sports right now is quite as stupefying as the ride of the Seattle Mariners .,nyt_eng_19950925_0022_44,9
nyt_eng_19950928_0055_3:10,seriously_wrong,seriously,wrong,"The good news for Young is that nothing is seriously wrong with his right knee , which was injured on the same play near the end of Monday night 's game agains the Lions .",nyt_eng_19950928_0055_3,10
nyt_eng_19951008_0071_71:12,seriously_wrong,seriously,wrong,Q  -COL-  But Police Chief Willie Williams has said nothing is seriously wrong with the LAPD 's lab ?,nyt_eng_19951008_0071_71,12
nyt_eng_19951010_0265_6:3,that_depressed,that,depressed,"Nothing is that depressed ,  -RDQ-  said Jon R. Hickman , head of the growth fund at Wells Fargo & Co. , which manages $ 1 billion .",nyt_eng_19951010_0265_6,3
nyt_eng_19951016_0030_6:21,much_different,much,different,"But with the Chiefs scoring 21 points in the second quarter to take a 24-10 halftime lead , nothing was much different , after all .",nyt_eng_19951016_0030_6,21
nyt_eng_19951017_0010_13:5,truly_equal,truly,equal,"However , nothing was truly equal in the minds of many blacks .",nyt_eng_19951017_0010_13,5
nyt_eng_19951019_0185_4:3,too_trivial,too,trivial,"Nothing is too trivial , it seems , or too far-fetched to be compared with the devil incarnate .",nyt_eng_19951019_0185_4,3
nyt_eng_19951019_0580_4:26,so_important,so,important,"Both sides tailored their arguments to fit the public 's view , as expressed in opinion polls , that almost nothing the government does is so important as sustaining Medicare .",nyt_eng_19951019_0580_4,26
nyt_eng_19951024_0398_28:4,as_simple,as,simple,-LBQ-  Nothing is as simple as it may seem when it comes to politics in Washington these days .  -RDQ-,nyt_eng_19951024_0398_28,4
nyt_eng_19951025_0240_20:40,as_interesting,as,interesting,"Through death , divorce and a seance in a cemetery , the girls learn most of the lessons that will supposedly guide them through life , but the truth is that nothing that happens in this movie is half as interesting as the girls ' performances .",nyt_eng_19951025_0240_20,40
nyt_eng_19951026_0022_32:17,nearly_undecipherable,nearly,undecipherable,Doing so close to nothing that the space between what he 's doing and nothing is nearly undecipherable .,nyt_eng_19951026_0022_32,17
nyt_eng_19951030_0837_2:16,so_revolting,so,revolting,Then this  -COL-   -LBQ-  Nothing I have ever seen in Art or Nature was quite so revolting .  -RDQ-,nyt_eng_19951030_0837_2,16
nyt_eng_19951031_0128_2:16,so_revolting,so,revolting,Then this  -COL-   -LBQ-  Nothing I have ever seen in Art or Nature was quite so revolting .  -RDQ-,nyt_eng_19951031_0128_2,16
nyt_eng_19951031_0475_11:29,too_intimate,too,intimate,"Under the proddings of their masters and mistresses of ceremonies _ Jenny or Jerry or Sally or Ricki or whoever _ the participants tell all ; nothing is too intimate to spill , and they are grimly , hilariously earnest about spilling it .",nyt_eng_19951031_0475_11,29
nyt_eng_19951102_0158_2:10,too_outlandish,too,outlandish,"Gambling , sex , Wayne Newton _ nothing is too outlandish .",nyt_eng_19951102_0158_2,10
nyt_eng_19951102_0673_58:6,as_painful,as,painful,"Still , nothing could be as painful as last season .",nyt_eng_19951102_0673_58,6
nyt_eng_19951109_0207_19:20,too_wonderful,too,wonderful,"Truth is stranger than fiction , he discovers , for as Michael Faraday once observed ,  -LBQ-  Nothing is too wonderful to be true .  -RDQ-",nyt_eng_19951109_0207_19,20
nyt_eng_19951109_0468_19:3,too_intimate,too,intimate,Nothing is too intimate or too vicious to be out of bounds .,nyt_eng_19951109_0468_19,3
nyt_eng_19951130_0698_14:4,really_safe,really,safe,"But nothing was really safe without money , and this was as absent in the Ruelases ' lives as shoes once had been .",nyt_eng_19951130_0698_14,4
nyt_eng_19951211_0545_22:7,really_whole,really,whole,"-LBQ-  Nothing except the church is really whole , and nothing else has any roots in our own culture or historical experience .  -RDQ-",nyt_eng_19951211_0545_22,7
nyt_eng_19951214_0516_32:11,that_simple,that,simple,"But in the muddy politics of abortion , nothing is that simple .",nyt_eng_19951214_0516_32,11
nyt_eng_19951216_0197_19:4,ever_easy,ever,easy,"-LBQ-  Nothing is ever easy in Haiti ,  -RDQ-  one foreign official here said ,  -LBQ-  and it would be foolish for anyone to think this succession is going to be an exception .",nyt_eng_19951216_0197_19,4
nyt_eng_19951230_0006_1:33,psychologically_wrong,psychologically,wrong,"When the New York Knicks arrived at the USAir Arena Friday night , Patrick Ewing 's right ankle was in a brace , and Don Nelson was assuring everyone that nothing was psychologically wrong with the team .",nyt_eng_19951230_0006_1,33
nyt_eng_19951230_0174_4:24,so_simple,so,simple,"But when it comes to smut on the Internet , and questions of how to police community standards in cyberspace , nothing is so simple .",nyt_eng_19951230_0174_4,24
nyt_eng_19951231_0030_13:4,ever_able,ever,able,But nothing was ever able to stop the cigarette companies from targeting young people with their advertising .,nyt_eng_19951231_0030_13,4
nyt_eng_19960111_0337_21:8,remotely_similar,remotely,similar,Nothing on free TV today is even remotely similar .,nyt_eng_19960111_0337_21,8
nyt_eng_19960117_0753_30:23,as_important,as,important,"I saw the movie ` Nixon ' the other day , and it made me realize that nothing in this world is as important to a man as his own reputation .  -RDQ-",nyt_eng_19960117_0753_30,23
nyt_eng_19960123_0739_9:11,ever_simple,ever,simple,"When it involves Muller and the Islanders , nothing is ever simple .",nyt_eng_19960123_0739_9,11
nyt_eng_19960126_0546_2:11,ever_simple,ever,simple,"And while many economists expect just that , nothing is ever simple with the Federal Reserve .",nyt_eng_19960126_0546_2,11
nyt_eng_19960201_0644_13:4,that_bad,that,bad,Nothing now is that bad .,nyt_eng_19960201_0644_13,4
nyt_eng_19960201_0750_35:7,that_easy,that,easy,Of course nothing in racing is that easy .,nyt_eng_19960201_0750_35,7
nyt_eng_19960202_0216_4:3,ever_good,ever,good,"Nothing is ever good enough , and that 's always someone else 's fault .",nyt_eng_19960202_0216_4,3
nyt_eng_19960209_0779_21:9,too_outlandish,too,outlandish,"Spin the plotting wheel , and nothing is too outlandish for this series .",nyt_eng_19960209_0779_21,9
nyt_eng_19960212_0417_1:3,as_exhilarating,as,exhilarating,"Nothing is as exhilarating as waking up to full-blown sweeps of snow _ and nothing more forlorn than two days later , when those last few icy patches that were pristine chalky sheets , blinding in their brightness then , now lie dirty with slush and mixed-in mud .",nyt_eng_19960212_0417_1,3
nyt_eng_19960214_0076_20:4,really_pure,really,pure,"-LBQ-  Nothing is really pure ,  -RDQ-  she said .",nyt_eng_19960214_0076_20,4
nyt_eng_19960216_0129_40:13,as_important,as,important,Nothing Warren Moon could ever do on a football field would be as important or as meaningful as this .,nyt_eng_19960216_0129_40,13
nyt_eng_19960220_0553_5:27,so_wrong,so,wrong,"Played with intentionally painful earnestness by Michael Gross -LRB-  -LBQ-  Family Ties  -RDQ-  -RRB- , Fleiss is the kind of man who believes that nothing is so wrong that it ca n't be fixed , that children are spoiled by too little attention , not too much .",nyt_eng_19960220_0553_5,27
nyt_eng_19960226_0287_20:12,too_wild,too,wild,"-LBQ-  But in that part of the world , nothing is too wild to become reality , sooner or later .  -RDQ-",nyt_eng_19960226_0287_20,12
nyt_eng_19960229_0247_33:3,too_low,too,low,Nothing was too low for him .,nyt_eng_19960229_0247_33,3
nyt_eng_19960303_0141_2:13,very_easy,very,easy,"POLITICS  -COL-  The Last Insider . For Bob Dole , nothing is very easy .",nyt_eng_19960303_0141_2,13
nyt_eng_19960304_0323_2:13,very_easy,very,easy,"POLITICS  -COL-  The Last Insider . For Bob Dole , nothing is very easy .",nyt_eng_19960304_0323_2,13
nyt_eng_19960308_0384_46:15,that_clear,that,clear,"It 's so black and white , and nothing in our own lives is that clear .",nyt_eng_19960308_0384_46,15
nyt_eng_19960311_0510_42:9,as_compelling,as,compelling,"Alas , nothing in these interactive games is as compelling as the hilarious opening and the best of the clips , where you merely sit and watch .",nyt_eng_19960311_0510_42,9
nyt_eng_19960312_0579_27:3,ever_certain,ever,certain,Nothing is ever certain in baseball .,nyt_eng_19960312_0579_27,3
nyt_eng_19960315_0019_32:4,potentially_dangerous,potentially,dangerous,"Nothing is as potentially dangerous , though , as what could flow from a Zyuganov victory .",nyt_eng_19960315_0019_32,4
nyt_eng_19960316_0195_18:9,that_simple,that,simple,"Of course , nothing in Russia is quite that simple .",nyt_eng_19960316_0195_18,9
nyt_eng_19960319_0408_60:5,too_much,too,much,-LBQ-  Nothing was ever too much for him .  -RDQ-,nyt_eng_19960319_0408_60,5
nyt_eng_19960320_0557_22:5,as_unique,as,unique,Nothing this year is as unique as the Steve Grissom-Diamond Ridge Racing entry sponsored by Hanna-Barbera .,nyt_eng_19960320_0557_22,5
nyt_eng_19960320_0567_24:6,that_simple,that,simple,Nothing in this movie is that simple .,nyt_eng_19960320_0567_24,6
nyt_eng_19960320_0820_2:3,so_pitiful,so,pitiful,Nothing 's so pitiful as a person who would love to make music but has absolutely no talent .,nyt_eng_19960320_0820_2,3
nyt_eng_19960321_0141_2:3,so_pitiful,so,pitiful,Nothing 's so pitiful as a person who would love to make music but has absolutely no talent .,nyt_eng_19960321_0141_2,3
nyt_eng_19960322_0138_7:3,too_good,too,good,"Nothing is too good for their coach , John Thompson , who looks like a man on his way to a shower with his clothes on , with that towel over his shoulder .",nyt_eng_19960322_0138_7,3
nyt_eng_19960325_0763_13:8,that_difficult,that,difficult,"I mean , really , nothing 's that difficult .",nyt_eng_19960325_0763_13,8
nyt_eng_19960325_0790_2:7,so_strange,so,strange,"Nothing , however , was quite so strange as what occurred this season .",nyt_eng_19960325_0790_2,7
nyt_eng_19960326_0292_3:26,remotely_quiet,remotely,quiet,"But in the 12 months since her shooting death March 31 , 1995 , nothing else surrounding her life , family and music has been remotely quiet .",nyt_eng_19960326_0292_3,26
nyt_eng_19960401_0431_4:3,as_simple,as,simple,"Nothing is as simple about going on line _ Is that the right word ? It seems so self-conscious _ as they say it will be , they being anyone with a computer for a nervous system , and they are legion .",nyt_eng_19960401_0431_4,3
nyt_eng_19960403_0484_26:3,ever_perfect,ever,perfect,"Nothing is ever perfect , and sometimes the degree of chaos reaches a crescendo sufficient to intimidate even the most nimble of puzzle-meisters .",nyt_eng_19960403_0484_26,3
nyt_eng_19960404_0389_31:4,too_disgusting,too,disgusting,"That nothing is too disgusting for Valerie is also , most ebulliently , part of the film 's peculiar charm .",nyt_eng_19960404_0389_31,4
nyt_eng_19960411_0311_14:4,really_safe,really,safe,"-LBQ-  Nothing is really safe if you open your network to the Internet ,  -RDQ-  said Wendell Sissler , a network salesman with Client Systems Inc in Denver .",nyt_eng_19960411_0311_14,4
nyt_eng_19960411_0636_6:9,as_compelling,as,compelling,"Nothing about the film 's loose narrative is as compelling as its characters themselves , who are an attractive if myopic bunch .",nyt_eng_19960411_0636_6,9
nyt_eng_19960412_0631_22:4,ever_static,ever,static,"-LBQ-  Nothing is ever static in the business world ,  -RDQ-  he said .",nyt_eng_19960412_0631_22,4
nyt_eng_19960413_0121_22:32,openly_hostile,openly,hostile,"The subcommittee chairman , Rep. Charles T. Canady , R-Fla . , said nothing on the merits and the full committee chairman , Rep. Henry Hyde , R-Ill . , was openly hostile .",nyt_eng_19960413_0121_22,32
nyt_eng_19960414_0114_15:15,seriously_amiss,seriously,amiss,The agency sends out a pair of investigators who quickly conclude that nothing is seriously amiss .,nyt_eng_19960414_0114_15,15
