hit_id,colloc,adv,adj,sent_text,sent_id,adv_index
nyt_eng_19941116_0147_24:8,ever_retroactive,ever,retroactive,"-LBQ-  Few regulations in this city are ever retroactive ,  -RDQ-  says June Kachtick who , along with Billingsly and Gottsman served on the committee charged with rewriting San Antonio 's on-premise sign ordinance .",nyt_eng_19941116_0147_24,8
nyt_eng_19941118_0008_38:8,so_big,so,big,"-LBQ-  The last few games have been so big for us , it 's just , ` Strap it up , go again . '",nyt_eng_19941118_0008_38,8
nyt_eng_19941119_0179_4:11,as_complex,as,complex,"Few aspects of Murphy 's tutorial , however , were as complex as mortgage insurance .",nyt_eng_19941119_0179_4,11
nyt_eng_19941208_0174_15:18,sufficiently_clean,sufficiently,clean,"hire , in which well-heeled litigants can usually buy the testimony they wish , few witnesses are sufficiently clean and eminent to make or break a case .",nyt_eng_19941208_0174_15,18
nyt_eng_19941208_0316_1:24,sufficiently_clean,sufficiently,clean,"In a world of experts for hire , in which well-heeled litigants can usually buy the testimony they wish , few witnesses are sufficiently clean and eminent enough to make or break a case .",nyt_eng_19941208_0316_1,24
nyt_eng_19941212_0384_4:8,as_certain,as,certain,Few other businesses or economic analysts are as certain of the future as Wright as they struggle to gauge the effects of Orange County 's declaration of bankruptcy last week after a loss now thought to be at least $ 2 billion in risky investments .,nyt_eng_19941212_0384_4,8
nyt_eng_19941212_0389_34:20,pretty_challenging,pretty,challenging,"-LBQ-  I do n't think we should use the word turnaround , but the last few years have been pretty challenging ,  -RDQ-  said Farah of his new company .",nyt_eng_19941212_0389_34,20
nyt_eng_19941214_0123_8:27,too_big,too,big,"But the few devices that have made it to market -- notably Apple Computer 's Newton and the Eo , backed by AT&T -- have been too big , too expensive or too problem-plagued to gain widespread acceptance .",nyt_eng_19941214_0123_8,27
nyt_eng_19941220_0219_10:8,deeply_troubling,deeply,troubling,"-LBQ-  The past few weeks have been deeply troubling ,  -RDQ-  said Intel President and Chief Executive Officer Andrew Grove .",nyt_eng_19941220_0219_10,8
nyt_eng_19941230_0155_34:8,as_likely,as,likely,Few changes in the economy would be as likely to provoke the Fed into further interest rate increases as a sharp rise in wages not offset by rising productivity .,nyt_eng_19941230_0155_34,8
nyt_eng_19950110_0190_16:8,quietly_traumatic,quietly,traumatic,Remy 's first few days are more quietly traumatic than Malik 's or Kristen 's .,nyt_eng_19950110_0190_16,8
nyt_eng_19950124_0282_18:36,really_interested,really,interested,"There are now rules of etiquette involving when to use cellular phones -LRB- never in movie theaters , churches , restaurants , museums or libraries -RRB- ; Christmas newsletters -LRB-  -LBQ-  Very few people are really interested in this much information , even about their dearest friends  -RDQ-  -RRB- ; and even proper behavior in the weight room -LRB-  -LBQ-  Although it can be tempting , do n't stare at fellow exercisers while they are working on the machines .",nyt_eng_19950124_0282_18,36
nyt_eng_19950126_0049_49:9,also_available,also,available,"A few items such as ski wax are also available , but otherwise tiny Essex is not the place to shop for a parka or your favorite shampoo .",nyt_eng_19950126_0049_49,9
nyt_eng_19950128_0222_20:5,as_indifferent,as,indifferent,Few artists would be as indifferent to their own one-man museum .,nyt_eng_19950128_0222_20,5
nyt_eng_19950202_0042_22:6,fairly_constant,fairly,constant,But a few principles are fairly constant .,nyt_eng_19950202_0042_22,6
nyt_eng_19950222_0109_18:6,deeply_ingrained,deeply,ingrained,And few images are as deeply ingrained in the popular imagination as the ideal of purified desire represented by the color white .,nyt_eng_19950222_0109_18,6
nyt_eng_19950222_0463_17:6,also_memorable,also,memorable,"The first few years were also memorable because of her age , she said .",nyt_eng_19950222_0463_17,6
nyt_eng_19950226_0025_9:4,as_wrenching,as,wrenching,Few events are as wrenching as the loss of a child . In this,nyt_eng_19950226_0025_9,4
nyt_eng_19950303_0260_19:5,as_complicated,as,complicated,Few coaching tasks are as complicated as taking a talented team and making it worth the sum of its parts .,nyt_eng_19950303_0260_19,5
nyt_eng_19950306_0482_48:17,around_long,around,long,"Jones , the former HHC president , said that few administrators , including himself , were around long enough to gain control of the bureaucracy .",nyt_eng_19950306_0482_48,17
nyt_eng_19950309_0417_5:8,still_tired,still,tired,"The first few games , I was still tired .",nyt_eng_19950309_0417_5,8
nyt_eng_19950311_0056_11:10,all_bad,all,bad,"A few months out of the spotlight are not all bad for a president who suffered from overexposure for much of his first two years , and who can now hope to let the Republicans squabble , or stumble , at center stage as they face the prospect of cutting popular programs or fail to deliver on campaign promises during their first 100 days and beyond .",nyt_eng_19950311_0056_11,10
nyt_eng_19950315_0471_21:18,still_active,still,active,"Jonathan E. Heath , an independent economist in Mexico City , said few buyers or sellers were still active in Mexico 's currency market .",nyt_eng_19950315_0471_21,18
nyt_eng_19950322_0062_22:8,so_determined,so,determined,"And few performers in secular music are so determined to promote positive thoughts  -COL-  encouraging compassion and unity , spreading love both personal and collective .",nyt_eng_19950322_0062_22,8
nyt_eng_19950401_0176_10:5,politically_sensitive,politically,sensitive,Few issues are more politically sensitive or involve more money than the matter of letting the former Bell subsidiaries enter the long-distance market .,nyt_eng_19950401_0176_10,5
nyt_eng_19950402_0190_65:5,still_willing,still,willing,A few fans were still willing to put aside their doubts to make the trek to Shea Stadium in search of good seats for the future .,nyt_eng_19950402_0190_65,5
nyt_eng_19950403_0538_18:4,so_skilled,so,skilled,Few workers are so skilled that management can not find others who can take their jobs right away or after a few months of training .,nyt_eng_19950403_0538_18,4
nyt_eng_19950407_0022_33:33,very_crucial,very,crucial,"That 's why you have to believe Westy is on thin ice in very deep water , and that the next few weeks -LRB- maybe even the next few days -RRB- are very crucial to his career as coach of the Suns .",nyt_eng_19950407_0022_33,33
nyt_eng_19950407_0368_5:25,as_thrilling,as,thrilling,"And because  -LBQ-  The Lion King  -RDQ-  is only now going into home video , investors can expect the next few quarters to be as thrilling .",nyt_eng_19950407_0368_5,25
nyt_eng_19950410_0592_12:7,as_demanding,as,demanding,But few freshmen classes have been as demanding as this one in the 104th Congress .,nyt_eng_19950410_0592_12,7
nyt_eng_19950414_0285_19:6,openly_antagonistic,openly,antagonistic,A few party leaders are openly antagonistic to the English-speaking community and have hinted at retaliation if a referendum on independence is defeated by a narrow margin -- for which the An-glophone vote would be blamed .,nyt_eng_19950414_0285_19,6
nyt_eng_19950423_0122_8:7,as_diligent,as,diligent,"Indeed , few magazines have been as diligent as Fortune in tracking America 's shift to a predominantly service economy .",nyt_eng_19950423_0122_8,7
nyt_eng_19950424_0555_1:5,as_humble,as,humble,Few NBA players are as humble or low key as the Suns ' Elliot Perry .,nyt_eng_19950424_0555_1,5
nyt_eng_19950502_0318_15:22,genuinely_happy,genuinely,happy,"-LBQ-  I would say another myth is the idea expressed in most pop-psychology books , which says that few people are genuinely happy and that a third of Americans wake up depressed each day .",nyt_eng_19950502_0318_15,22
nyt_eng_19950507_0031_47:17,relentlessly_suburban,relentlessly,suburban,"It is among the five fastest-growing metropolises in the country , and few places are as relentlessly suburban in character .",nyt_eng_19950507_0031_47,17
nyt_eng_19950508_0157_40:4,so_fortunate,so,fortunate,Few cities are so fortunate as to have such easy access to so beautiful and genuinely rural a countryside .,nyt_eng_19950508_0157_40,4
nyt_eng_19950511_0333_17:6,so_remote,so,remote,Few places on Earth are so remote .,nyt_eng_19950511_0333_17,6
nyt_eng_19950518_0291_8:5,as_successful,as,successful,Few organizations have been as successful as the NRA in turning defeats into successful membership drives .,nyt_eng_19950518_0291_8,5
nyt_eng_19950519_0125_18:24,as_important,as,important,"Walter B. Hewlett , William Hewlett 's son and chairman of the Hewlett Foundation , responded ,  -LBQ-  We believe few things are as important to the well-being and vitality of the economy and of society in the Bay Area 's communities than the quality of our public schools and the education of our children .  -RDQ-",nyt_eng_19950519_0125_18,24
nyt_eng_19950520_0069_12:5,similarly_ready,similarly,ready,But few landlords are similarly ready to drop prices .,nyt_eng_19950520_0069_12,5
nyt_eng_19950526_0485_2:10,consistently_successful,consistently,successful,"In his experience ,  -LBQ-  very few people are consistently successful at trying to pick the most attractive market over time .  -RDQ-",nyt_eng_19950526_0485_2,10
nyt_eng_19950527_0155_32:5,very_rich,very,rich,"Few people here are very rich or very poor , and they live reasonably close to the geographical center of the 48 contiguous states , which is located in Smith County , Kansas .",nyt_eng_19950527_0155_32,5
nyt_eng_19950605_0300_17:22,quite_aggressive,quite,aggressive,"Fortunately , he said , not much , although a few species , like the Tokay gecko from India , are quite aggressive and prey on native lizards .",nyt_eng_19950605_0300_17,22
nyt_eng_19950607_0604_14:6,so_controversial,so,controversial,A few amendments could be so controversial they could endanger the bill 's fate on the Senate floor .,nyt_eng_19950607_0604_14,6
nyt_eng_19950608_0381_21:9,as_star-studded,as,star-studded,Few other sections of the show are quite as star-studded as,nyt_eng_19950608_0381_21,9
nyt_eng_19950614_0181_5:9,equally_deserving,equally,deserving,"A few Republican filmmakers and record producers were equally deserving of mention , these critics say .",nyt_eng_19950614_0181_5,9
nyt_eng_19950616_0152_12:42,conspicuously_absent,conspicuously,absent,"If a few sizable Top 5 hits , such as  -LBQ-  Human Nature  -RDQ-  and  -LBQ-  P.Y.T.  -RDQ-  from  -LBQ-  Thriller ,  -RDQ-   -LBQ-  Dirty Diana  -RDQ-  from  -LBQ-  Bad  -RDQ-  and  -LBQ-  Jam  -RDQ-  from  -LBQ-  Dangerous ,  -RDQ-  are conspicuously absent , well , so what ? Jackson was so successful in the '80s that he can afford to leave off all of the above and still assemble what 's probably the best one-artist greatest-hits package of the last 15 years .",nyt_eng_19950616_0152_12,42
nyt_eng_19950616_0310_12:5,as_harsh,as,harsh,"Few summers have been as harsh as this one in northern India , where the highest temperatures arrive in May and June , immediately before the monsoons .",nyt_eng_19950616_0310_12,5
nyt_eng_19950617_0047_1:5,as_fierce,as,fierce,"Few natural phenomena are as fierce , fickle and frequent as a summer storm .",nyt_eng_19950617_0047_1,5
nyt_eng_19950617_0047_2:6,as_awe-inspiring,as,awe-inspiring,"And few summer sights are as awe-inspiring as a 40,000-ampere bolt of lightning performing its brief , brilliant , pyrotechnic dance in the distance .",nyt_eng_19950617_0047_2,6
nyt_eng_19950619_0383_5:5,fully_compliant,fully,compliant,"But few programs are fully compliant with Windows 95 , and until new versions arrive beginning right after the Vesuvius anniversary , using Windows 95 is unlikely to be the joyful experience Microsoft would have you believe .",nyt_eng_19950619_0383_5,5
nyt_eng_19950623_0016_28:10,maddeningly_evasive,maddeningly,evasive,"The few times he is quoted , he is maddeningly evasive .",nyt_eng_19950623_0016_28,10
nyt_eng_19950626_0339_8:11,as_evil,as,evil,"His father was Hans Frank , and few Nazis were as evil as Hans Frank .",nyt_eng_19950626_0339_8,11
nyt_eng_19950626_0417_4:10,as_exhausting,as,exhausting,"A few hours with Doom II can be almost as exhausting as actually severing the heads and limbs of well-armed enemies with pistol and rocket , chainsaw and plasma rifle before they do the same to you .",nyt_eng_19950626_0417_4,10
nyt_eng_19950705_0264_10:4,as_mysterious,as,mysterious,Few worlds are as mysterious even to other instrumentalists as that of the oboe .,nyt_eng_19950705_0264_10,4
nyt_eng_19950713_0249_5:5,as_innovative,as,innovative,And few ideas are as innovative as the decision in 1932 by Tennessean Garnet Carter to promote his wife 's Rock City Gardens near Chattanooga by painting slogans on the roofs and sides of rural barns along roadways from the Great Lakes to the Gulf of Mexico .,nyt_eng_19950713_0249_5,5
nyt_eng_19950719_0079_13:5,compellingly_wistful,compellingly,wistful,Few sounds are more compellingly wistful than the youthful Sinatra 's ardent murmurings .,nyt_eng_19950719_0079_13,5
nyt_eng_19950721_0345_27:21,even_aware,even,aware,"In Coyuca , a county seat of 10,000 less than an hour 's drive from Acapulco , few residents are even aware that their government is trying to regroup in the salons of a computer school .",nyt_eng_19950721_0345_27,21
nyt_eng_19950726_0474_3:4,immediately_available,immediately,available,Few details were immediately available .,nyt_eng_19950726_0474_3,4
nyt_eng_19950726_0488_3:4,immediately_available,immediately,available,Few details were immediately available .,nyt_eng_19950726_0488_3,4
nyt_eng_19950728_0475_32:4,ever_foolish,ever,foolish,Few customers were ever foolish enough to shop for lower prices or try to switch haulers .,nyt_eng_19950728_0475_32,4
nyt_eng_19950729_0225_3:5,as_resilient,as,resilient,Few broadcasters have been as resilient as Stockton .,nyt_eng_19950729_0225_3,5
nyt_eng_19950802_0605_52:8,disappointingly_dark,disappointingly,dark,The few photographs that are included are disappointingly dark .,nyt_eng_19950802_0605_52,8
nyt_eng_19950810_0023_13:25,as_successful,as,successful,"-LBQ-  That 's the way they elected to treat their fans and it 's why very few , if any , acts have been as successful at cultivating and retaining an audience as the Grateful Dead .  -RDQ-",nyt_eng_19950810_0023_13,25
nyt_eng_19950817_0458_9:9,as_redolent,as,redolent,Few other works on view this summer are as redolent of metaphorical possibilities .,nyt_eng_19950817_0458_9,9
nyt_eng_19950819_0111_9:13,seriously_ill,seriously,ill,"In the world of the camp infirmary , few children are ever seriously ill , but all need a little attention so far from home .",nyt_eng_19950819_0111_9,13
nyt_eng_19950821_0314_23:38,so_smart,so,smart,"Sabbath 's stream-of-consciousness memories as he faces the past , the rollicking jokes his creator inflicts upon him and his fellow characters , the literary and cultural references from Yeats to Fred Allen _ few writers are so smart and wide as Philip Roth ; as for conveying a certain black-hearted existential giggle , he is unsurpassed .",nyt_eng_19950821_0314_23,38
nyt_eng_19950828_0670_22:5,as_simple,as,simple,But few decisions are as simple as they sound when they involve Carter .,nyt_eng_19950828_0670_22,5
nyt_eng_19950910_0171_22:4,as_nerve-wracking,as,nerve-wracking,"Few things are as nerve-wracking as decyphering written directions while driving , and Saturn provides maps to each of its dealerships , a project that no doubt consumed a great deal of time but is helpful .",nyt_eng_19950910_0171_22,4
nyt_eng_19950913_0123_33:16,as_good,as,good,"The 18th century was a good moment for small-scale portraiture , and few people were as good at it as Quentin de La Tour .",nyt_eng_19950913_0123_33,16
nyt_eng_19950918_0136_6:16,that_clear,that,clear,"I 'd just direct you to it , but a few things were n't all that clear .",nyt_eng_19950918_0136_6,16
nyt_eng_19950922_0266_58:13,emotionally_true,emotionally,true,Few accounts of what it is like to be onstage are as emotionally true as the ones in  -LBQ-  Last Night on Earth .  -RDQ-,nyt_eng_19950922_0266_58,13
nyt_eng_19950925_0466_28:5,as_important,as,important,Few other threads are as important to the weave .,nyt_eng_19950925_0466_28,5
nyt_eng_19950925_0559_9:22,particularly_special,particularly,special,"She added that for her sister , whose life was filled with many achievements , the last few years had been particularly special .",nyt_eng_19950925_0559_9,22
nyt_eng_19950927_0695_19:10,mostly_free-form,mostly,free-form,"The last few months of intensive negotiations have been mostly free-form , far beyond anything contemplated by Congress when it wrote the 1990 amendments .",nyt_eng_19950927_0695_19,10
nyt_eng_19951002_0007_84:15,so_economical,so,economical,"The scientists argued that few measures in preventive medicine would be so simple , so economical , yet capable of achieving so much for human health .",nyt_eng_19951002_0007_84,15
nyt_eng_19951005_0140_41:7,emotionally_able,emotionally,able,"The reality is few individuals are emotionally able to buy and hold through the market 's ups and downs , and that 's where market timers come in , Wagner said .",nyt_eng_19951005_0140_41,7
nyt_eng_19951007_0215_68:10,quite_enough,quite,enough,A few weeks of roaming around the cities is quite enough for me .,nyt_eng_19951007_0215_68,10
nyt_eng_19951007_0220_23:4,so_reluctant,so,reluctant,Few others are so reluctant .,nyt_eng_19951007_0220_23,4
nyt_eng_19951009_0006_3:8,as_straightforward,as,straightforward,"The truth is , few things are as straightforward as risotto .",nyt_eng_19951009_0006_3,8
nyt_eng_19951013_0523_5:6,overly_cowed,overly,cowed,"A few members were not overly cowed , though ; after the presentation they engaged in lively conjecture about whether , if one bought small enough amounts of a stock , regulators would notice .",nyt_eng_19951013_0523_5,6
nyt_eng_19951017_0663_6:6,as_contentious,as,contentious,"Few human rights issues are as contentious as the treatment of homosexuals , since the cases frequently involve behavior that societies regard as immoral and governments classify as criminal .",nyt_eng_19951017_0663_6,6
nyt_eng_19951018_0377_22:6,as_stressful,as,stressful,"Few things in life are as stressful as digging into the tumbledown maze of a collapsed building , groping to find the protected pockets where a living human being might be found , Fernandez said .",nyt_eng_19951018_0377_22,6
nyt_eng_19951026_0456_29:23,very_critical,very,critical,"the 50th anniversary of the United Nations , said in an interview on Wednesday that the next few days would be  -LBQ-  very critical .  -RDQ-",nyt_eng_19951026_0456_29,23
nyt_eng_19951026_0585_2:32,very_critical,very,critical,"President Chandrika Bandaranaike Kumaratunga , in New York for the 50th anniversary of the United Nations , said in an interview on Wednesday that the next few days would be  -LBQ-  very critical .  -RDQ-",nyt_eng_19951026_0585_2,32
nyt_eng_19951103_0569_33:5,that_brilliant,that,brilliant,"But few doctors are that brilliant ; second , and even third and fourth opinions make sense in matters of life and death .",nyt_eng_19951103_0569_33,5
nyt_eng_19951107_0268_73:11,already_out,already,out,"Under a bright fall moon , a few runners were already out , and I had almost a spiritual sensation as I ran my first step .",nyt_eng_19951107_0268_73,11
nyt_eng_19951108_0003_12:5,this_serious,this,serious,Very few people are this serious about religion .,nyt_eng_19951108_0003_12,5
nyt_eng_19951109_0651_37:8,almost_laughable,almost,laughable,A few pictures in the show are almost laughable in their,nyt_eng_19951109_0651_37,8
nyt_eng_19951110_0497_37:9,so_complicated,so,complicated,Few individual jobs on a movie set are so complicated that you ca n't train someone to do it .,nyt_eng_19951110_0497_37,9
nyt_eng_19951118_0382_14:34,as_tough,as,tough,"But if the dump does not open , what then ? Since the dawn of the atomic age , few technical and political issues faced by nuclear engineers and political leaders have been as tough as the disposal of radioactive wastes .",nyt_eng_19951118_0382_14,34
nyt_eng_19951120_0746_4:4,so_terse,so,terse,Few people were so terse and above partisanship in the Capitol on Monday .,nyt_eng_19951120_0746_4,4
nyt_eng_19951127_0310_45:10,heavily_damaged,heavily,damaged,And the few teeth and jaw fragments are  -LBQ-  heavily damaged  -RDQ-  and thus  -LBQ-  would n't be the kind of material on which you 'd want to construct any bold new theory of Chinese prehistory .  -RDQ-,nyt_eng_19951127_0310_45,10
nyt_eng_19951127_0311_17:5,as_dramatic,as,dramatic,Few design changes are as dramatic as Campbell Soup Co. 's decision last year to put a photo on its famous red and white can or Coca-Cola Co. 's Minute Maid scrapping its orange juice 's black label for one with vivid colors .,nyt_eng_19951127_0311_17,5
nyt_eng_19951129_0139_4:7,even_aware,even,aware,"Of course , few people are even aware of the story .",nyt_eng_19951129_0139_4,7
nyt_eng_19951129_0467_22:18,obviously_drunk,obviously,drunk,"Nevertheless , when the club closed , everyone was still alive , although a few people were obviously drunk , and men and women alike staggered into the night .",nyt_eng_19951129_0467_22,18
nyt_eng_19951130_0680_8:23,too_small,too,small,"-LBQ-  It may be in the interest of the overall economy of the city , even if a few smaller firms are too small to be efficient .  -RDQ-",nyt_eng_19951130_0680_8,23
nyt_eng_19951204_0246_55:10,always_stormy,always,stormy,"-LBQ-  The first few months of an administration are always stormy and tempestuous ,  -RDQ-  said Hadley Roff , Jordan 's chief of staff for the first six months .",nyt_eng_19951204_0246_55,10
nyt_eng_19951205_0345_4:36,actually_necessary,actually,necessary,"What else could explain the myriad kitchen gadgets so enticingly pictured and described in the catalogues that appear daily in the mail ? But because almost all gadget claims are exaggerated and few gadgets are actually necessary , I decided to check out a couple of dozen of the latest eye-catchers .",nyt_eng_19951205_0345_4,36
nyt_eng_19951208_0145_17:8,so_mercenary,so,mercenary,"Is ACOG crazy ? Few people are so mercenary and coldblooded as music promoters _ except , perhaps , the Olympic marketing staff .",nyt_eng_19951208_0145_17,8
nyt_eng_19951210_0039_19:15,astonishingly_accurate,astonishingly,accurate,"Her  -LBQ-  few speeches and essays after the fall of the Berlin wall are astonishingly accurate ... in them , she has ceased to play ideological poker ,  -RDQ-  Demetz said in the same review .",nyt_eng_19951210_0039_19,15
nyt_eng_19951214_0136_2:9,as_fraught,as,fraught,This is probably because few other subjects are as fraught with tension and therefore as ripe for parody .,nyt_eng_19951214_0136_2,9
nyt_eng_19951214_0137_28:11,as_lucky,as,lucky,"-LRB- Few women in movies , it seems , are as lucky as Madeline Kahn 's character in the 1974 film  -LBQ-  Young Frankenstein ,  -RDQ-  who sings  -LBQ-  Ah , sweet mystery of life , at last I 've found you  -RDQ-  while having sex with the Monster . -RRB-",nyt_eng_19951214_0137_28,11
nyt_eng_19951220_0558_10:17,as_enduring,as,enduring,"In carols , on greeting cards , in our collective consciousness , few winter images are as enduring or as endearing .",nyt_eng_19951220_0558_10,17
nyt_eng_19951220_0558_1:14,as_magical,as,magical,"Of all that is enchanting this time of year , few wonders are as magical as the way a single word can whisk us through time back to the 19th century .",nyt_eng_19951220_0558_1,14
nyt_eng_19951226_0648_2:5,strategically_important,strategically,important,Few countries are as strategically important to American interests around the world as Turkey .,nyt_eng_19951226_0648_2,5
nyt_eng_19951227_0394_32:6,rather_stunning,rather,stunning,"And a few photos are rather stunning , including Green Glider , which shows a 1961 Chrysler Newport whose winglike tailfins make it seem as if yhe car just landed after a long flight .",nyt_eng_19951227_0394_32,6
nyt_eng_19951230_0073_69:22,equally_happy,equally,happy,"In a survey , only Iceland scored noticeably higher , though a few other countries -LRB- Canada , Germany -RRB- were equally happy .",nyt_eng_19951230_0073_69,22
nyt_eng_19960106_0247_27:29,really_bad,really,bad,"Anthea Jeffery of the Institute on Race Relations , who is writing a book on the conflict in Kwazulu , said that next few months  -LBQ-  could be really bad  -RDQ-  because both parties have a lot at stake .",nyt_eng_19960106_0247_27,29
nyt_eng_19960111_0383_1:6,primally_satisfying,primally,satisfying,Few movie sights are more primally satisfying than a frisky animal or hyperactive child laying waste to a snooty grown-up social event .,nyt_eng_19960111_0383_1,6
nyt_eng_19960111_0533_13:17,currently_available,currently,available,"The X-90 's best feature may be its price , since few sport utility vehicles are currently available for less than $ 20,000 .",nyt_eng_19960111_0533_13,17
nyt_eng_19960112_0618_21:6,so_technical,so,technical,"Few subjects are at once so technical and so riven by revolutionary , often barely comprehensible , change .",nyt_eng_19960112_0618_21,6
nyt_eng_19960114_0056_17:6,that_confident,that,confident,But few scientists are quite that confident .,nyt_eng_19960114_0056_17,6
nyt_eng_19960115_0368_50:6,too_obscure,too,obscure,"Illustrating that few causes are too obscure to spawn their own lobbies , a group called Dvorak International , now based in Poultney , Vt. , formed about 15 years ago and recently reconstituted itself after a period of dormancy .",nyt_eng_19960115_0368_50,6
nyt_eng_19960119_0191_13:19,so_lucky,so,lucky,"Many aircraft mechanics found new work , but few flight attendants , gate agents or baggage handlers were so lucky .",nyt_eng_19960119_0191_13,19
nyt_eng_19960119_0641_26:14,sometimes_inconsistent,sometimes,inconsistent,But the few sales figures they handed out from year to year were sometimes inconsistent .,nyt_eng_19960119_0641_26,14
nyt_eng_19960120_0191_15:5,as_reprehensible,as,reprehensible,Few legal codes were as reprehensible as the Jim Crow laws .,nyt_eng_19960120_0191_15,5
nyt_eng_19960205_0695_3:5,as_successful,as,successful,"Few interest groups are as successful in Albany as the PBA , which represents 29,000 police officers in New York City .",nyt_eng_19960205_0695_3,5
nyt_eng_19960206_0638_2:10,really_beautiful,really,beautiful,February 's few days of numbing cold have been really beautiful .,nyt_eng_19960206_0638_2,10
nyt_eng_19960209_0597_33:8,also_worth,also,worth,A few more specialized regional guides are also worth mentioning .,nyt_eng_19960209_0597_33,8
nyt_eng_19960226_0403_22:6,as_dry,as,dry,"Few growing seasons have been as dry as this year 's , complicating any predictions .",nyt_eng_19960226_0403_22,6
