hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_20050911_0084_20:3,neg-ext-subj,entirely_suitable,entirely,suitable,Neither is entirely suitable .,nyt_eng_20050911_0084_20,3,nyt_eng_200509,Martin and Jason Schwartzman play her suitors .,-LBQ-  Shopgirl  -RDQ-  and  -LBQ-  Flightplan  -RDQ-  are but two Hollywood releases using Toronto as a launchpad .
nyt_eng_20050907_0053_15:4,neg-ext-subj,as_good,as,good,But neither is as good as Rice was .,nyt_eng_20050907_0053_15,4,nyt_eng_200509,"They are good players , yes .",And it 's reasonable to question whether either is worth the trouble to his team ; the teams that drafted both of them already have answered that they were n't .
nyt_eng_20070506_0040_26:3,neg-ext-subj,particularly_religious,particularly,religious,Neither was particularly religious .,nyt_eng_20070506_0040_26,3,nyt_eng_200705,"Eventually , the two began dating .",Libit had been excommunicated from the Mormon Church in her early 20s for what she describes as worldly living .
nyt_eng_20090924_0101_4:4,neg-ext-subj,temperamentally_inclined,temperamentally,inclined,And neither is temperamentally inclined to attack the other .,nyt_eng_20090924_0101_4,4,nyt_eng_200909,"Neither Chancellor Angela Merkel nor her challenger from the center-left , Foreign Minister Frank-Walter Steinmeier , has delved deeply into policy matters , preferring to focus on personality and politics .","But the most important reason for the absence of any real economic debate , many analysts say , is that the stark choices Germany faces are bound to polarize a country that so deeply values consensus ."
nyt_eng_20070927_0173_33:8,neg-ext-subj,exceptionally_important,exceptionally,important,"Beam says neither of these things were exceptionally important to him , but that does n't mean they 're not in his work .",nyt_eng_20070927_0173_33,8,nyt_eng_200709,"Many fans - probably those from the North , Midwest and West - hear something both Southern and Christian in Beam 's music .","-LBQ-  We went to a Presbyterian church , sometimes a Baptist one ,  -RDQ-  Beam says ."
nyt_eng_20080131_0233_55:10,neg-ext-subj,especially_prominent,especially,prominent,Neither of the opposition lawmakers killed this week was especially prominent .,nyt_eng_20080131_0233_55,10,nyt_eng_200801,"Ruto , the opposition leader , said talks were going  -LBQ-  OK  -RDQ-  on Thursday until they ended midday because of Too 's killing .",Both werejust weeks into their new jobs as national politicians .
nyt_eng_20080116_0172_20:8,neg-ext-subj,overly_reliant,overly,reliant,Both teams have stars but neither is overly reliant on one player or style .,nyt_eng_20080116_0172_20,8,nyt_eng_200801,"The thread that binds the Pistons and Wings , even as they compete for attention and dollars , is pretty simple  -COL-  Versatility .","Their best players perform multiple roles and assume multiple responsibilities , which reduces ego and raises chemistry ."
nyt_eng_20060726_0125_29:6,neg-ext-subj,necessarily_bad,necessarily,bad,"Neither of these things is necessarily bad for the United States , but such changes may have a big impact on exchange rates and global financial markets .",nyt_eng_20060726_0125_29,6,nyt_eng_200607,Or it might change its investment policy to favor euro-denominated bonds rather than investing primarily in U.S. Treasury bonds .,"There is a palpable sense of anxiety in financial markets these days , as investors contemplate these and other possibilities ."
nyt_eng_20060709_0004_25:7,neg-ext-subj,as_disastrous,as,disastrous,"Neither of those hurdles was potentially as disastrous as the start of the race , in which Lava Man seemed to have the dry soil break away from his hooves as he burst from post position 1 .",nyt_eng_20060709_0004_25,7,nyt_eng_200607,"Lava Man also faced the unusual handicap of spending the 24 hours before the race under surveillance in the Hollywood Park detention barn , as must all of O'Neill 's horses for a month since a horse 's excessive carbon-dioxide reading .","An experienced runner , making his 32nd start and winning for the 12th time , he kept his feet under him and went on ."
nyt_eng_20060708_0192_3:10,neg-ext-subj,as_tough,as,tough,Yet Romer said neither of his previous jobs was as tough as the one he holds now .,nyt_eng_20060708_0192_3,10,nyt_eng_200607,He fought for his party 's embattled president when Bill Clinton 's affair with a White House intern came to light during Romer 's three-year tenure as Democratic National Committee 's chairman .,And his current job is n't getting any easier -- even though he 's planning to leave it in September .
nyt_eng_20060707_0137_50:5,neg-ext-subj,very_slick,very,slick,Neither of them is very slick and both are pretty limited .,nyt_eng_20060707_0137_50,5,nyt_eng_200607,You could try some freebie like SmartDB -LRB- alainlecomte . free . fr\/Download . htm as long as you do n't mind broken English -RRB- or Music Database -LRB- users . tinyworld . co. uk\/cmcgarry -RRB- .,"If you 've got 40 bucks , try CATraxx -LRB- www.fnprg.com -RRB- or Music Label 2006 -LRB- www.codeaero.com -RRB- , a couple of nice-looking databases that will more than get the job done ."
nyt_eng_20060701_0056_42:19,neg-ext-subj,very_happy,very,happy,"When he told his parents he was quitting school , he said ,  -LBQ-  neither of them was very happy about it .  -RDQ-",nyt_eng_20060701_0056_42,19,nyt_eng_200607,"-LBQ-  I had a great run in high school , academically , and then I got to college and just struggled ,  -RDQ-  said Howard , who spent one year at Augustana College in Sioux Falls , S.D. , and one year at University of California , Irvine .",Howard loved heavy machinery .
nyt_eng_20050821_0044_23:7,neg-ext-subj,as_long,as,long,But neither of those relationships was as long or deep as that of Black and Radler .,nyt_eng_20050821_0044_23,7,nyt_eng_200508,"For example , with Enron and WorldCom , the biggest fraud cases in American history , the chief financial officer of each company pleaded guilty and agreed to help build the case against their chief executives .",A split between the two men may have been a long time coming .
nyt_eng_20050816_0247_7:3,neg-ext-subj,as_effective,as,effective,Neither is as effective as they once were .,nyt_eng_20050816_0247_7,3,nyt_eng_200508,Both are still a part of the game .,"-LBQ-  Now they can just lower their shoulder ,  -RDQ-  said Craig James , who along with Eric Dickerson formed SMU 's  -LBQ-  Pony Express  -RDQ-  in the early '80s ."
nyt_eng_20001121_0170_17:8,neg-ext-subj,easily_available,easily,available,Argentina 's drama is that neither is easily available .,nyt_eng_20001121_0170_17,8,nyt_eng_200011,"In such circumstances , economics suggests two possible remedies  -COL-  either a devaluation , or a modest fiscal stimulus .",The currency board rules out devaluation ; a largely dollarized economy means that the costs would anyway far outweigh the benefits .
nyt_eng_20001101_0054_32:23,neg-ext-subj,as_good,as,good,"Two of its three prime assets , Martin and Van Horn , play the same position , and neither may ever be as good as he was in college .",nyt_eng_20001101_0054_32,23,nyt_eng_200011,"The problem is that the Nets , through a rash of signings , injuries and their own special brand of excruciating luck , may be in no position to take advantage of it .","Kittles , with a long-term contract , may never be healthy ."
nyt_eng_20010427_0423_19:18,neg-ext-subj,so_sure,so,sure,"Still , as we flew into Newark Airport one gray Saturday morning , neither of us was so sure about that .",nyt_eng_20010427_0423_19,18,nyt_eng_200104,"After all , this was supposed to be a vacation .","An easier solution , of course , would have been to target only places that appealed to both generations , like the new Hayden Planetarium at the Rose Center for Earth and Space , which we indeed included on the itinerary ."
nyt_eng_20010425_0053_42:4,neg-ext-subj,particularly_important,particularly,important,But neither is particularly important as far as cattle feeding .,nyt_eng_20010425_0053_42,4,nyt_eng_200104,As is the West .,Most of that is done in the Great Plains and North Central states .  -RDQ-
nyt_eng_20010423_0049_5:9,neg-ext-subj,too_worried,too,worried,-LBQ-  For one thing neither of us is too worried about an owners ' dress code .,nyt_eng_20010423_0049_5,9,nyt_eng_200104,"-LBQ-  Certainly there are similarities ,  -RDQ-  Miller said .",I think the best way to put it is we both do our own thing .  -RDQ-
nyt_eng_20010417_0117_17:3,neg-ext-subj,as_lean,as,lean,Neither is as lean as cuts from the loin or tenderloin and so will not become tough and dry in cooking .,nyt_eng_20010417_0117_17,3,nyt_eng_200104,"The best pork to use is the shoulder -LRB- butt -RRB- or fresh ham , the rear leg .","For seasoning , I use thyme ."
nyt_eng_20010412_0205_51:8,neg-ext-subj,so_weak,so,weak,"But neither of the two reports was so weak as to indicate that a recession is now inevitable , most economists said .",nyt_eng_20010412_0205_51,8,nyt_eng_200104,"The new numbers increase the chances that the economy is headed toward a recession , because they suggest that consumers , who have been more willing to spend money than businesses in recent months , are pulling back as layoffs rise and stock prices remain far below last year 's levels .",By David Leonhardt .
nyt_eng_20080318_0113_18:5,neg-ext-subj,that_difficult,that,difficult,"Really , neither is that difficult to master , but the beauty of this dish is that you can buy crab cakes already made .",nyt_eng_20080318_0113_18,5,nyt_eng_200803,"Crab cakes , too , have their own issues , chiefly falling apart in the pan .",Look for them frozen or ready-to-cook at the seafood counter .
nyt_eng_20080313_0204_16:28,neg-ext-subj,especially_successful,especially,successful,"Bowa 's take-no-prisoners personality might be partly responsible for the fact neither of his two big-league managerial stints , which took place 13 years apart , was especially successful .",nyt_eng_20080313_0204_16,28,nyt_eng_200803,"Everybody is getting a chance , because we have some guys hurt and some people in China .  -RDQ-","But it plays extremely well in his role as third-base coach for a Dodgers team that was crying out for a clubhouse enforcer , someone who is unofficially but universally recognized as Torre 's top lieutenant and is unafraid to lay down the law indiscriminately ."
nyt_eng_20000211_0167_48:9,neg-ext-subj,really_true,really,true,"I think on some level , neither is really true .  -RDQ-",nyt_eng_20000211_0167_48,9,nyt_eng_200002,It 's all children and chores and balancing .,-LRB- MORE -RRB-
