hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
apw_eng_19941202_0292_3:11,neg-ext-subj,physically_abused,physically,abused,"The soldiers were in good condition , and none were physically abused , the ministry said , adding that the soldiers would arrive in the Netherlands on Saturday .",apw_eng_19941202_0292_3,11,apw_eng_199412,"The peacekeepers , who were taken hostage Saturday near Zvornik in eastern Bosnia , left Bosnian Serb territory Friday morning for Zagreb .",The release of the 70 peacekeepers leaves 20 in Bosnian Serb custody in nearby Papraca .
apw_eng_19941202_0227_3:12,neg-ext-subj,physically_abused,physically,abused,"The soldiers were in good condition , and none had been physically abused , the ministry said , adding that the soldiers would arrive back in the Netherlands Saturday .",apw_eng_19941202_0227_3,12,apw_eng_199412,"The peacekeepers , who were taken hostage Saturday near Zvornik in eastern Bosnia , left Bosnian Serb territory Friday morning for Zagreb .",The release of the 70 peacekeepers left 20 still in Bosnian Serb custody in nearby Papraca .
apw_eng_19941201_0591_1:18,neg-ext-subj,as_dreaded,as,dreaded,"Of all the closets society has built to hide the people it would shun , none are as dreaded as the colonies that hide victims of leprosy .",apw_eng_19941201_0591_1,18,apw_eng_199412,,"The disease , as old as antiquity , has been conquered by medicine , but the stigma remains ."
apw_eng_19941201_0537_66:10,neg-ext-subj,as_dreaded,as,dreaded,"hide the people it would shun , none are as dreaded as the colonies that hide victims of leprosy .",apw_eng_19941201_0537_66,10,apw_eng_199412,"PETROPOLIS , Brazil -- Of all the closets society has built to","The disease has been conquered by medicine , but the stigma remains ."
apw_eng_19980608_1664_16:3,neg-ext-subj,too_small,too,small,None is too small to make a difference .,apw_eng_19980608_1664_16,3,apw_eng_199806,-LBQ-  No nation is so large and powerful that it can conquer drugs alone .,All share a responsibility to take up the battle .
apw_eng_19990213_0103_8:7,neg-ext-subj,totally_comfortable,totally,comfortable,"-LBQ-  None of the sponsors are totally comfortable with the way things are ,  -RDQ-  an officer with a longtime IOC company said .",apw_eng_19990213_0103_8,7,apw_eng_199902,"The sponsor representatives , all speaking on condition of anonymity , said the companies were worried the rings would lose their  -LBQ-  halo effect  -RDQ-  and become devalued as advertising tools if the scandal involving bribes in Salt Lake City 's winning bid for the 2002 Winter Olympics persisted .",The IOC said it had received the sponsors ' support at the 3 1\/2 - hour session .
apw_eng_19990204_1165_22:10,neg-ext-subj,as_keen,as,keen,"None of those other matchups , however , is as keen as the one between Hamilton and Jacobs .",apw_eng_19990204_1165_22,10,apw_eng_199902,"Oh yes , the Wanamaker Mile will feature a matchup among two Americans _ 1999 U.S. leader Richie Boulet and 1998 NCAA champion Seneca Lassiter of Arkansas _ and two foreigners _ William Tanui , the 1992 Olympic 800 champion from Kenya , and two-time Millrose winner Niall Bruton of Ireland .","Hamilton won last year 's race in 4 minutes , 30.91 seconds , with Jacobs the runner-up in 4 -COL- 33.26 ."
apw_eng_19970125_0108_8:21,neg-ext-subj,as_old,as,old,"Forty other steam locomotives still ply Indian tracks , but most operate on small branch lines , and none are as old as the Fairy Queen .",apw_eng_19970125_0108_8,21,apw_eng_199701,"When it chugs out of a station in northern India next month on its inaugural tourist run , the Fairy Queen will be the world 's oldest steam locomotive to operate on a main line .","The green-and-black engine will haul a coach load of steam engine aficionados and foreign and Indian tourists on a six-hour journey to Alwar , 95 miles -LRB- 150 kms -RRB- south of New Delhi ."
apw_eng_19970103_0461_19:19,neg-ext-subj,particularly_impressive,particularly,impressive,Five England bowlers took one wicket apiece and none of the six bowlers used by Mike Atherton were particularly impressive .,apw_eng_19970103_0461_19,19,apw_eng_199701,"And although David Houghton sparked up his 19 with two sixes , he was also some time over his innings .","Alec Stewart took three catches behind the stumps , but he must still rue the one he missed of Campbell ."
apw_eng_20020310_0999_31:14,neg-ext-subj,as_long,as,long,"Though lines were reported at polling stations throughout the country , none were as long as those in Harare , an opposition stronghold .",apw_eng_20020310_0999_31,14,apw_eng_200203,"Gen. Abdulsalami Abubakar , the former military ruler of Nigeria who leads the Commonwealth observer mission , joined other monitors in calling for an extension of the voting .","It has more than 14 percent of the nation 's registered voters , but was assigned less than 3 percent of the polling booths for the elections , far fewer than in previous polls ."
apw_eng_20020310_0957_30:14,neg-ext-subj,as_long,as,long,"Though lines were reported at polling stations throughout the country , none were as long as those in Harare , an opposition stronghold that has more than 14 percent of the nation 's registered voters , but was assigned less than 3 percent of the polling booths for the elections , far fewer than in previous polls .",apw_eng_20020310_0957_30,14,apw_eng_200203,"Gen. Abdulsalami Abubakar , the former military ruler of Nigeria who leads the Commonwealth observer mission , joined other monitors in calling for an extension of the voting .","At a school-turned-polling station in Glen View , hundreds spent the night in line with no blankets and no food so they would not lose their place in line ."
apw_eng_20020310_0802_18:14,neg-ext-subj,as_long,as,long,"Though lines were reported at polling stations throughout the country , none were as long as those in Harare .",apw_eng_20020310_0802_18,14,apw_eng_200203,"Gen. Abdulsalami Abubakar , the former military ruler of Nigeria who leads the Commonwealth observer mission , joined other monitors in calling for an extension of the voting .","An opposition stronghold , the capital has more than 14 percent of the nation 's registered voters , but was assigned less than 3 percent of the polling booths for the elections , far fewer than in previous polls ."
apw_eng_20020301_1194_9:9,neg-ext-subj,critically_ill,critically,ill,"All are stable or recovering ; none is critically ill , said Elan medical officer Dr. Ivan Lieberburg .",apw_eng_20020301_1194_9,9,apw_eng_200203,"Since then , doctors have discovered 11 more patients with those symptoms .","Still , Elan decided Friday to abandon AN-1792 because of the risk ."
apw_eng_19970827_0895_41:37,neg-ext-subj,very_good,very,good,"Detroit -LRB- with new coach Bobby Ross getting the most from talent like Barry Sanders and Herman Moore -RRB- , Minnesota , Philadelphia and Washington may be the best of the rest , but none is very good .",apw_eng_19970827_0895_41,37,apw_eng_199708,"Below the top four , the conference is a glob of mediocrity .","The AFC , despite its 13-game Super Bowl losing streak , seems much deeper in quality ."
apw_eng_19970809_0435_43:11,neg-ext-subj,seriously_ill,seriously,ill,"Eleven runners were taken to hospitals , though none were seriously ill .",apw_eng_19970809_0435_43,11,apw_eng_199708,They were carried off on stretchers and given oxygen and intravenous drips .,"After the long , lonely trek over the original marathon course used for the first Olympic marathon in 1896 , Suzuki expected to be welcomed by a large , appreciative crowd in steamy Panathinaikon stadium ."
apw_eng_19970804_0309_22:10,neg-ext-subj,about_segregated,about,segregated,To see two blacks or maybe none is just about segregated .,apw_eng_19970804_0309_22,10,apw_eng_199708,"-LBQ-  As a white teen-ager , you could turn on ` Bandstand ' and it looked like there were no blacks in Philadelphia .",-LBQ-  ` Bandstand ' did n't have its first black regulars until 1965 .
apw_eng_20080311_1287_5:4,neg-ext-subj,as_angry,as,angry,"But none was as angry as Stewart , who said Goodyear gave him  -LBQ-  the most pathetic racing tire I 've ever been on in my professional career .  -RDQ-",apw_eng_20080311_1287_5,4,apw_eng_200803,"Gordon , Greg Biffle and Ryan Newman all tested tires for Goodyear at the newly paved Darlington Raceway on Monday , and all agreed the rubber at Atlanta was n't favorable for driving conditions .","Goodyear officials participating in Monday 's test refused comment , and the garage was closed to media ."
apw_eng_20071120_0707_20:43,neg-ext-subj,too_serious,too,serious,"-LBQ-  We have a clear idea of how we need to play against Brazil , but we are still not sure of the players we will be able to use ,  -RDQ-  Tabarez said , adding that none of the injuries were too serious .",apw_eng_20071120_0707_20,43,apw_eng_200711,"Cristian Rodriguez , Diego Perez and Andres Scotti sustained injuries in the match against Chile and were doubtful to recover in time for Wednesday .",-LBQ-  We have to wait until the day of the match .  -RDQ-
apw_eng_20071114_1434_13:15,neg-ext-subj,reliably_anti-abortion,reliably,anti-abortion,"In the current election season , none of the leading presidential candidates has been reliably anti-abortion .",apw_eng_20071114_1434_13,15,apw_eng_200711,Surveys indicate that most do not choose candidates based on that person 's position on abortion .,"The bishops said that voting for a candidate specifically because he or she supports  -LBQ-  an intrinsic evil , such as abortion or racism  -RDQ-  amounts to  -LBQ-  formal cooperation in grave evil .  -RDQ-"
apw_eng_20071109_0325_15:5,neg-ext-subj,as_dominant,as,dominant,None of them was as dominant as Peterson has been so far during his first season getting paid to play American football .,apw_eng_20071109_0325_15,5,apw_eng_200711,LaDainian Tomlinson ? Sorry .,He has done this for a team with a paltry passing attack that often faces eight or nine defenders near the line of scrimmage .
apw_eng_20071101_1179_5:25,neg-ext-subj,hiv_positive,hiv,positive,"Nevertheless , Emirates authorities told her and French diplomats on four separate occasions after the July attack that none of the three defendants was HIV positive , she said .",apw_eng_20071101_1179_5,25,apw_eng_200711,"The mother , Veronique Robert , a journalist , told The Associated Press in Paris that she had obtained an official document , dated 2003 , indicating authorities in the United Arab Emirates knew one defendant was HIV positive then .","-LBQ-  This was a lie of the state ,  -RDQ-  Robert said ."
apw_eng_20040912_0006_24:5,neg-ext-subj,commercially_successful,commercially,successful,"-LBQ-  None have been commercially successful ,  -RDQ-  Willette said .",apw_eng_20040912_0006_24,5,apw_eng_200409,"Most of those products have fared poorly in lab tests , said Dr. Robert Willette , president of Denver-based Duo Research and one of the country 's foremost experts on drug testing .","-LBQ-  The criteria is it does n't interfere with the tests , and the labs ca n't tell the difference .  -RDQ-"
apw_eng_20040910_0404_1:16,neg-ext-subj,as_important,as,important,None of the 20 poles Ryan Newman has won in his short NASCAR career are as important as the one he earned on Friday at Richmond International Speedway .,apw_eng_20040910_0404_1,16,apw_eng_200409,,"Newman will start Saturday 's Chevrolet 400 from the front spot , the perfect place to be for the last event before NASCAR resets the field and begins the 10-race playoff ."
apw_eng_20070622_0458_16:11,neg-ext-subj,entirely_new,entirely,new,-LBQ-  None of the proposals put forward to us is entirely new .,apw_eng_20070622_0458_16,11,apw_eng_200706,"Poland was weighing two other proposals modifying these rules , diplomats said .","We 're analyzing them all ; there are some from which all countries could benefit equally ,  -RDQ-  said Polish Foreign Minister Anna Fotyga ."
apw_eng_20070619_0024_13:16,neg-ext-subj,cheaply_available,cheaply,available,"Very few of these have been translated into the Cambodian language , and none are cheaply available .",apw_eng_20070619_0024_13,16,apw_eng_200706,"Most books about the Khmer Rouge era , when some 1.7 million perished through hunger , disease and executions , have to date been either written by foreigners or overseas Cambodians .","Khmer Rouge history was briefly featured in a high school social study textbook in 2002 before the entire book was yanked off the curriculum because it provoked political tension between Prime Minister Hun Sen and his former ally , Prince Norodom Ranariddh ."
apw_eng_20060613_0320_9:27,neg-ext-subj,too_dangerous,too,dangerous,Buffon stopped everything that speedy Ghana sent his way and central defenders Cannavaro and Alessandro Nesta made sure none of the Africans ' scoring attempts were too dangerous .,apw_eng_20060613_0320_9,27,apw_eng_200606,"Buffon has had to defend himself against allegations of illegal betting and prosecutors in four Italian cities are investigating allegations of match-fixing , referee arrangements and other sporting fraud .","-LBQ-  They 're strong and very fast on the counterattack and they created problems for us on long balls ,  -RDQ-  Buffon said ."
apw_eng_20060613_0148_31:6,neg-ext-subj,really_worried,really,worried,"-LBQ-  None of them are really worried ,  -RDQ-  said Anthony J. Kocjancic , 46 , the bar 's assistant manager .",apw_eng_20060613_0148_31,6,apw_eng_200606,"By evening the streets of Cedar Key were desolate and the windows of its city hall boarded up , but a handful of customers remained at Coconuts , a dockside bar where the TVs were tuned to baseball , not weather reports .",-LBQ-  I 'm going to keep this place open until the city tells me to shut it down or it 's not safe .  -RDQ-
apw_eng_20090830_0032_22:47,neg-ext-subj,really_true,really,true,"-LBQ-  We 've heard talk in the U.S. that you may die here because of long wait times , you ca n't choose the doctors or the care you want and that the government makes your health decisions for you , but none of that is really true ,  -RDQ-  said Dr. Michael M. Rachlis , a leading Canadian health policy analyst who has written three books about Canada 's system .",apw_eng_20090830_0032_22,47,apw_eng_200908,The Web sites of several reputable medical groups list the cyst as non-cancerous .,-LBQ-  I think there 's a lot that the U.S. could learn from Canada .  -RDQ-
apw_eng_20090820_0816_11:21,neg-ext-subj,sufficiently_bad,sufficiently,bad,"-LBQ-  There has been a wave of economic data emanating from the U.S. today , none of which has been sufficiently bad to rock equities ' boat ,  -RDQ-  said David Buik , markets analyst at BGC Partners .",apw_eng_20090820_0816_11,21,apw_eng_200908,"Analysts had been projecting a drop to 500,000 but conceded that the claims data , especially in the summer months , can be volatile .","Despite the advances Thursday , investors remained wary of saying the five-month rally in stocks would continue into September especially as trading volumes at present are very low ."
apw_eng_20090812_0909_8:5,neg-ext-subj,significantly_ill,significantly,ill,-LBQ-  None have been significantly ill .,apw_eng_20090812_0909_8,5,apw_eng_200908,It also said 71 suspected cases were in isolation .,"None have required hospitalization or evacuation ,  -RDQ-  Col. Michael D. Eisenhauer , chief of clinical operations in Iraq , told The Associated Press in an e-mail Wednesday ."
apw_eng_20090812_0569_4:6,neg-ext-subj,immediately_available,immediately,available,None of his attorneys were immediately available for comment .,apw_eng_20090812_0569_4,6,apw_eng_200908,He challenged Greek attempts to have him extradited but the court said in a statement that it had rejected his appeal .,"The head of Greek branch of the Munich-based industrial conglomerate from 1996 to 2007 , Christoforakos is one of seven former Siemens executives targeted in an investigation by Greek prosecutors ."
apw_eng_20090812_0524_6:7,neg-ext-subj,immediately_available,immediately,available,None of Christoforakos ' attorneys were immediately available for comment and it was unclear when the extradition might take place .,apw_eng_20090812_0524_6,7,apw_eng_200908,They all deny wrongdoing .,
apw_eng_20101030_0560_7:6,neg-ext-subj,as_good,as,good,And none of them was as good as Montoya in qualifying .,apw_eng_20101030_0560_7,6,apw_eng_201010,"Sunday 's race at Talladega is the beginning of the final four races , and the field has separated itself so that only three drivers have a realistic shot at winning the title .","Harvick qualified 14th , Hamlin 17th and Johnson 19th for a race that could be pivotal in shaking up the standings ."
apw_eng_20101014_0888_2:6,neg-ext-subj,fully_comprehensive,fully,comprehensive,"None of the tallies are fully comprehensive , and vary based on when the agency began tallying casualties .",apw_eng_20101014_0888_2,6,apw_eng_201010,A look at the various body counts of Iraqi security forces and civilians killed since the 2003 start of the Iraq war .,U.S. CENTRAL COMMAND
apw_eng_20101008_0023_9:15,neg-ext-subj,really_detrimental,really,detrimental,"-LBQ-  We 're going to guide it so that none of the decisions are really detrimental to him ,  -RDQ-  says Green .",apw_eng_20101008_0023_9,15,apw_eng_201010,"In his view , the Internet can be a benevolent god .","-LBQ-  It could be as simple as putting him in funny clothes when he goes to a job interview or insisting that he has a hidden agenda when he speaks to a girl for the first time , or whether he 's going to eat oatmeal or an English muffin to start his day .  -RDQ-"
apw_eng_20020206_1608_4:3,neg-ext-subj,exactly_right,exactly,right,None is exactly right for everybody .,apw_eng_20020206_1608_4,3,apw_eng_200202,All medicines work for some people .,Much of this variation is hard-wired into our genetic makeup .
apw_eng_20080929_1139_13:31,neg-ext-subj,closely_watched,closely,watched,"Attending her final U.N. General Assembly session as America 's top diplomat , Rice held more than 80 meetings with world leaders and senior officials but perhaps none was more closely watched than her encounter on Wednesday with Russian Foreign Minister Sergey Lavrov .",apw_eng_20080929_1139_13,31,apw_eng_200809,"-- Pakistan insisted on respect for its sovereignty at the U.N. as its military launched warning shots or flares at two American choppers near the Afghan-Pakistan border , prompting an exchange of fire between a joint U.S.-Afghan patrol and Pakistani troops on the ground below .","In their first face-to-face discussion since Russia invaded pro-Western Georgia last month , Rice and Lavrov appeared to agree on little ."
apw_eng_20000617_0142_16:24,neg-ext-subj,terminally_ill,terminally,ill,"Alison Reiner , a spokeswoman for the group , said the children generally arrive in poor health , though none of them are terminally ill .",apw_eng_20000617_0142_16,24,apw_eng_200006,"This year , 30 more children arrived than last year .","She said they visit eye doctors , dentists , pediatricians and specialists while eating more nutritious foods and breathing fresher air ."
apw_eng_19950524_0400_3:22,neg-ext-subj,mutually_exclusive,mutually,exclusive,A final vote will take place in five days after experts have made sure that none of the many amendments are mutually exclusive .,apw_eng_19950524_0400_3,22,apw_eng_199505,"Part of the package passed in a marathon round of voting on over 500 amendments , which stretched into late Tuesday , includes the introduction of university tuition fees , new taxes , and cancellation of family allowances as a civic right .","Starting on July 1 , families above a certain income will lose their family allowances unless there are three children or more per household ."
apw_eng_19950501_0540_8:7,neg-ext-subj,strategically_important,strategically,important,"But none of the goods was strategically important , so the U.S. ban will have  -LBQ-  no adverse impact ,  -RDQ-  he asserted .",apw_eng_19950501_0540_8,7,apw_eng_199505,"He said Iran 's imports of U.S. goods , directly or indirectly , last year totalled dlrs 326 million .",Iran 's state-run television network denounced Clinton 's move as  -LBQ-  disgraceful  -RDQ-  and noted that President Hashemi Rafsanjani declared two weeks ago in condemning U.S. sanctions that  -LBQ-  American firms have no value to Iran .  -RDQ-
apw_eng_20020422_1582_33:16,neg-ext-subj,as_versatile,as,versatile,"A few interfaces , including Windows Privacy Tray , have been developed but none are as versatile or simple as Network Associates ' program .",apw_eng_20020422_1582_33,16,apw_eng_200204,Gnu is only a command-line program and needs a graphical interface to be attractive to the vast majority of users .,"The Gnu project  -LBQ-  is the thing that comes close to what PGP from -LRB- Network Associates -RRB- was , and it 's really not there yet ,  -RDQ-  said David Del Torto , executive director of the CryptoRights Foundation , which promotes encryption for human rights workers ."
apw_eng_20020408_1111_3:10,neg-ext-subj,still_alive,still,alive,"None of the people who received the awards are still alive , and the plaques were given to their descendants .",apw_eng_20020408_1111_3,10,apw_eng_200204,The  -LBQ-  Righteous among the Nations  -RDQ-  awards were given by Israel 's Yad Vashem Holocaust foundation on the eve of Holocaust Remembrance Day .,"-LBQ-  Although 57 years have past since the end of World War II , we continue to remember those who dared , while risking their lives and those of their families , to save Jews from Nazi brutality ,  -RDQ-  said Israeli Ambassador David Sasson ."
apw_eng_20020404_1767_27:10,neg-ext-subj,that_bad,that,bad,"I realized that none of my problems were really that bad ,  -RDQ-  she says .",apw_eng_20020404_1767_27,10,apw_eng_200204,It was cathartic for me having to put myself through all that .,-LBQ-  I think it was also timing  -COL-  I think I had been through something that gave me a lot of depth and I was ready to use what I had been through in order to give a performance which also had a lot of depth .  -RDQ-
apw_eng_19950116_0018_8:18,neg-ext-subj,completely_turnkey,completely,turnkey,"-LBQ-  This could possibly be the last such turnkey project in China , although none has been completely turnkey ,  -RDQ-  Leny said .",apw_eng_19950116_0018_8,18,apw_eng_199501,"Other provinces still have to finalize their energy plans , but are expected to develop nuclear energy in the decade ahead .",-LBQ-  They are now at the point where they can develop many segments of a project on their own .  -RDQ-
apw_eng_19950109_0462_20:19,neg-ext-subj,as_important,as,important,"have lost three games in the last two years without Smith , but none of those games was as important as this Sunday 's National Football Conference championship game against San Francisco .",apw_eng_19950109_0462_20,19,apw_eng_199501,"IRVING , Texas -- The Emmitt Smith Watch is on . The Dallas Cowboys",Slug Sports-Football-Emmitt Injury . Has moved .
apw_eng_19950109_0454_2:22,neg-ext-subj,as_important,as,important,"The Dallas Cowboys have lost three games in the last two years without Smith , but none of those games were as important as this Sunday 's National Football Conference championship game against San Francisco .",apw_eng_19950109_0454_2,22,apw_eng_199501,The Emmitt Smith Watch is on .,Smith was undergoing round-the-clock treatment Monday for a  -LBQ-  twinge  -RDQ-  he felt in his left hamstring during Sunday 's 35-9 playoff romp over the Green Bay Packers .
apw_eng_20020719_0691_29:10,neg-ext-subj,much_good,much,good,-LBQ-  It would appear that none of us are much good at predicting the market .  -RDQ-,apw_eng_20020719_0691_29,10,apw_eng_200207,"-LBQ-  Each time , we 've told you we thought additional impairments were unlikely ,  -RDQ-  said Scott Boggs , corporate controller .","The company is also changing the way it will report its revenue , breaking it down into five categories , such as MSN , Home and Entertainment and Knowledge Worker , which refers to its desktop software application sales for companies ."
apw_eng_20020718_0886_18:20,neg-ext-subj,still_alive,still,alive,"None of the sisters involved in the abuse , which happened from the 1930s to the 1950s , is still alive .",apw_eng_20020718_0886_18,20,apw_eng_200207,"-LBQ-  The Church has no option than to respect the terms of the agreement ,  -RDQ-  he said .",
apw_eng_20030114_0046_46:12,neg-ext-subj,as_powerful,as,powerful,"-LBQ-  None of them ,  -RDQ-  he says ,  -LBQ-  are as powerful as the 2.5-pound -LRB- 1.125-kilogram -RRB- gray blob inside your head .  -RDQ-",apw_eng_20030114_0046_46,12,apw_eng_200301,Jette says robots will never fully replace soldiers .,_ _ _
apw_eng_20060715_0158_20:21,neg-ext-subj,especially_worrisome,especially,worrisome,"In addition , the governor said , there were 401 potential trouble spots in neighboring tunnels , but none was especially worrisome because those tunnels have different designs with greater redundancy .",apw_eng_20060715_0158_20,21,apw_eng_200607,"He said two adjoining sections of the tunnel , as well as traffic ramps , had another 278 possible defects .",The ceiling panels in those tunnels are also much lighter than the 3-ton concrete panel that fell Monday night .
apw_eng_19990928_0062_24:5,neg-ext-subj,terribly_interesting,terribly,interesting,"None of this is terribly interesting , though .",apw_eng_19990928_0062_24,5,apw_eng_199909,"A grocery clerk , one of the team 's key players , is put on trial for shooting a corporate spy from retail behemoth Price World in the foot .","The situations are milked excessively for what is little more than piffling drama , choking off the few humorous forays in the first part of the film , such as the team 's method of punishment  -COL-  Forcing a player to slide feet first into a snow bank wearing only a jockstrap ."
apw_eng_19990912_0101_6:7,neg-ext-subj,as_bad,as,bad,But none of the injuries was as bad as Testaverde 's .,apw_eng_19990912_0101_6,7,apw_eng_199909,"Several key players around the league were hurt in the season-openers , including Heisman Trophy winner Ricky Williams of New Orleans , Green Bay quarterback Brett Favre , Detroit receiver Herman Moore and Buffalo running back Thurman Thomas .","-LBQ-  I feel terrible for Vinny ,  -RDQ-  Patriots quarterback Drew Bledsoe said ."
apw_eng_19990911_0166_9:3,neg-ext-subj,directly_responsible,directly,responsible,"None was directly responsible for deaths or injuries , officials said .",apw_eng_19990911_0166_9,3,apw_eng_199909,Eleven left prison Friday .,Forbes tried to use the matter to put Gore on the spot in the vice president 's campaign for the Democratic presidential nomination .
apw_eng_19990911_0010_12:7,neg-ext-subj,directly_responsible,directly,responsible,"None of those offered clemency was directly responsible for deaths or injuries , and they were required to renounce violence and stay away from each other as a condition for receiving clemency .",apw_eng_19990911_0010_12,7,apw_eng_199909,They were serving sentences of up to 90 years in prisons from California to Connecticut on charges of seditious conspiracy and possession of weapons and explosives .,"Clinton 's offer outraged law enforcement officials and victims of FALN violence , and complicated his wife 's bid to win a Senate seat from New York , which has a large Puerto Rican population ."
apw_eng_19990910_0208_13:7,neg-ext-subj,directly_responsible,directly,responsible,"None of those offered clemency was directly responsible for deaths or injuries , and they were required to renounce violence as a condition for accepting clemency , officials say .",apw_eng_19990910_0208_13,7,apw_eng_199909,"Most of those eligible for clemency were members of the ultranationalist FALN , responsible for some 130 bombings in the late 1970s and early 1980s that left six dead and scores wounded .",China Holds Exercises Near Taiwan
apw_eng_19990910_0007_21:7,neg-ext-subj,directly_responsible,directly,responsible,"None of those offered clemency were directly responsible for deaths or injuries , officials say .",apw_eng_19990910_0007_21,7,apw_eng_199909,"Most of those eligible for clemency were members of the ultranationalist FALN , responsible for some 130 bombings in the late 1970s and early 1980s that left six dead and scores wounded .",The original prison sentences ranged from 35 years to 90 years .
apw_eng_19990902_0030_6:8,neg-ext-subj,currently_active,currently,active,None of the 19 domain names are currently active .,apw_eng_19990902_0030_6,8,apw_eng_199909,"Among the Internet sites the Forbes campaign has registered are www.steveandjeb.net , www.steveforbes-jebbush.com and www.forbesandgovernorjeb.com .","-LBQ-  There will always be room for a Bush on the Forbes ticket ,  -RDQ-  Forbes spokesman Kendrick Ashton said ."
apw_eng_19981121_0227_7:15,neg-ext-subj,particularly_impressive,particularly,impressive,"Apart from Mpitsang 's early spell , none of the Free State bowlers were particularly impressive , with Johan van der Wath ending with the best figures of three for 57 off his 20 overs .",apw_eng_19981121_0227_7,15,apw_eng_199811,"Added to the 18 scored by Mervyn Dillon , it was enough to allow Hooper to score his third successive big total of the tour , which bodes well for the West Indies before the first test in Johannesburg .",
