hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_19981215_0448_20:6,neg-ext-subj,as_insistent,as,insistent,Nobody I know has been as insistent on the dignity of black music .  -RDQ-,nyt_eng_19981215_0448_20,6,nyt_eng_199812,"The honor to work with that man , oh my God , it 's hard to put into words .","-LBQ-  They are professionals who are out of this world , the way they do things ,  -RDQ-  Roach said of Miss Dee and Davis ."
nyt_eng_19981211_0158_38:13,neg-ext-subj,much_interested,much,interested,"-LBQ-  I made masks , I made vases , and nobody was much interested in them .",nyt_eng_19981211_0158_38,13,nyt_eng_199812,"-LBQ-  I fell in love with clay ,  -RDQ-  the artist said .","Then I remembered my grandfather , who was a Jewish pioneer in Los Angeles , and I began to make Judaic art .  -RDQ-"
nyt_eng_19981209_0435_9:4,neg-ext-subj,as_concerned,as,concerned,-LBQ-  Nobody is as concerned as us .  -RDQ-,nyt_eng_19981209_0435_9,4,nyt_eng_199812,"-LBQ-  We 're her parents ; we 're concerned about her ,  -RDQ-  Dumitru said .","Wearing a dark blue sweater with light blue and yellow stripes , blue pants and platform shoes , Dominique looked like a normal teen-ager , not like the diminutive gymnast who won a gold medal at the Atlanta Olympics ."
nyt_eng_19981207_0017_43:14,neg-ext-subj,really_sure,really,sure,"As the streets throbbed with the joy of his supporters , nobody was really sure what Venezuela would look like under Mr. Chavez , who has been called a nationalist , a Communist , a hero and a dictator manque .",nyt_eng_19981207_0017_43,14,nyt_eng_199812,"-LBQ-  Chavez  -COL-  A National Feeling ,  -RDQ-  declared a tall yellow banner raised to serve as the triumphant candidate 's backdrop .","In the campaign , he often sported the red beret of the military special forces he once led to storm the presidential palace and called on supporters to crush  -LBQ-  los corruptos  -RDQ-  on election day ."
nyt_eng_19981207_0016_10:14,neg-ext-subj,really_sure,really,sure,"As the streets throbbed with the joy of his supporters , nobody was really sure what Venezuela would look like under Chavez , who has been called a nationalist , a Communist , a hero and a would-be dictator .",nyt_eng_19981207_0016_10,14,nyt_eng_199812,"-LBQ-  Chavez  -COL-  A National Feeling ,  -RDQ-  declared a tall yellow banner raised to serve as the triumphant candidate 's backdrop .","In the campaign , he frequently sported the red beret of the military special forces he once led to storm the presidential palace and called on supporters to crush  -LBQ-  los corruptos  -RDQ-  on election day ."
nyt_eng_19981204_0518_17:20,neg-ext-subj,really_sure,really,sure,"-LBQ-  And not specific to any call made for or against us , it 's tough because nobody is really sure what constitutes interference .  -RDQ-",nyt_eng_19981204_0518_17,20,nyt_eng_199812,"-LBQ-  It 's the toughest judgment call there is ,  -RDQ-  Cowboys quarterback Troy Aikman said .","According to the rules , purposeful contact on the part of a defender after the receiver has gone 5 yards beyond the line of scrimmage , and before the ball has been touched by the receiver , is illegal ."
nyt_eng_19981203_0432_5:27,neg-ext-subj,too_greedy,too,greedy,What is  -LBQ-  the old-fashioned way ?  -RDQ-  What was Torre trying to tell us ? Was he sending out a signal that nobody should be too greedy next year ?,nyt_eng_19981203_0432_5,27,nyt_eng_199812,I want to win the World Series the old-fashioned way .  -RDQ-,"Was he flirting with the subversive concept that it might even be exciting to have more competition , possibly even from the underclass known as the small-market teams ? Officer , arrest that man for being un-American ."
nyt_eng_19970812_0325_39:7,neg-ext-subj,as_passionate,as,passionate,"-LBQ-  Believe me , nobody is as passionate about garlic as a garlic convert .  -RDQ-",nyt_eng_19970812_0325_39,7,nyt_eng_199708,"-LBQ-  I grew up in a home where garlic was never , ever used ,  -RDQ-  she told the crowd .",The crowd cheered .
nyt_eng_19970730_0377_44:3,neg-ext-subj,quite_sure,quite,sure,"Nobody is quite sure whether any of this is having a major impact on the debate about the euro , and several Euroskeptic groups admit they have not been vigilant enough about updating their material and keeping their sites current .",nyt_eng_19970730_0377_44,3,nyt_eng_199707,The Web site offers links to most of Europe 's skeptic groups and produces a steady stream of analytical material about the dangers of the European Union to God and country .,"But Lindqvist of Sweden 's Center Party is convinced the Web is a great leveling tool , because his personal home page stands out as prominently as those maintained by the European Union ."
nyt_eng_19970709_0600_19:11,neg-ext-subj,that_good,that,good,"At first , I ran everything , but nobody 's that good .",nyt_eng_19970709_0600_19,11,nyt_eng_199707,I had very little patience .,"I eventually realized that I have five kids of my own and they 're all different , and maybe two kids who came to me from the same program were different ."
nyt_eng_19990427_0013_28:4,neg-ext-subj,even_close,even,close,"Nobody else was even close when you consider him as an athlete , a person , a friend and someone you could count on .  -RDQ-",nyt_eng_19990427_0013_28,4,nyt_eng_199904,The other was for anybody else .,Opponents felt the same way .
nyt_eng_19990426_0227_3:4,neg-ext-subj,very_happy,very,happy,"-LBQ-  Nobody is very happy about it ,  -RDQ-  he said ,  -LBQ-  but it is replacing much more valuable hardwood species .  -RDQ-",nyt_eng_19990426_0227_3,4,nyt_eng_199904,"Even so , Abrams said , the red maple 's increasing abundance is forcing the timber industry to adapt .","Its rise comes in the midst of a wide variety of other changes in the mixed deciduous-evergreen forest of the East , and particularly in the Northeast , where the forest is resurgent in terms of tree abundance ."
nyt_eng_19990421_0508_77:6,neg-ext-subj,that_superstitious,that,superstitious,Nobody on the Diamondbacks is that superstitious .,nyt_eng_19990421_0508_77,6,nyt_eng_199904,"In 1980 , he won 25 games and the Cy Young Award .","Reliever Darren Holmes , who once started in his career , finds nirvana by strumming Nirvana songs and others on his electric guitar before games ."
nyt_eng_19990420_0091_16:5,neg-ext-subj,very_sure,very,sure,-LBQ-  Now nobody is very sure about where it will be .  -RDQ-,nyt_eng_19990420_0091_16,5,nyt_eng_199904,"-LBQ-  Most of the people on the board tried to have the Audubon Ballroom as the museum ,  -RDQ-  said Ghiuslaine Hermanuz , a board member and an urban planning professor at City College of New York .","Over the years , New York politicians have joined the push to commemorate Malcolm X 's life ."
nyt_eng_19990407_0166_10:4,neg-ext-subj,ever_insulting,ever,insulting,-LBQ-  Nobody 's ever insulting .,nyt_eng_19990407_0166_10,4,nyt_eng_199904,"-LBQ-  I 've had people ask me in jest if I 'm old enough to drink , and people have asked me where I got my experience ,  -RDQ-  he noted .",They 're making jokes and I get a good laugh out of it .
nyt_eng_19990405_0037_20:4,neg-ext-subj,exactly_sure,exactly,sure,"-LBQ-  Nobody 's exactly sure why it 's coming this cold this time of year ,  -RDQ-  he said .",nyt_eng_19990405_0037_20,4,nyt_eng_199904,"Another cold , low-pressure system will move across the state Wednesday .",There was no patio seating at popular brunch spots .
nyt_eng_19981130_0365_64:4,neg-ext-subj,that_crazy,that,crazy,-LBQ-  Nobody 's that crazy .  -RDQ-,nyt_eng_19981130_0365_64,4,nyt_eng_199811,"-LBQ-  You could n't get four actors to do that today ,  -RDQ-  Reynolds says .","Reynolds was widely touted for an Oscar nomination , but  -LBQ-  Deliverance  -RDQ-  was released only a month after Reynolds 's controversial nude centerfold in Cosmopolitan magazine ."
nyt_eng_19981116_0026_66:10,neg-ext-subj,very_good,very,good,Another truth is that nobody in this division is very good .,nyt_eng_19981116_0026_66,10,nyt_eng_199811,"We 've just got to get another win , and keep going .  -RDQ-","Competitive ? Oh , absolutely , and it 's now awesomely so with Indianapolis flexing a few biceps ."
nyt_eng_19981114_0182_31:17,neg-ext-subj,quite_sure,quite,sure,"Whether we can really attribute all these horrible neurological deficits to the cocaine , nobody 's quite sure .  -RDQ-",nyt_eng_19981114_0182_31,17,nyt_eng_199811,-LBQ-  The jury is really still out .,"While the use of cocaine overall has declined sharply since its peak in 1985 , use of crack has n't changed significantly in recent years , studies show ."
nyt_eng_19981104_0192_2:3,neg-ext-subj,very_enthusiastic,very,enthusiastic,"Nobody is very enthusiastic about the twenties , fifties , and hundreds now winding their way through the country 's cash registers , ATMs , wallets , and , alas , washing machines .",nyt_eng_19981104_0192_2,3,nyt_eng_199811,"The New Money is just about as controversial as the New Coke , which left America in a major fizz and the Coca-Cola Company in public disgrace back in 1985 .","Not that anyone is ready to refuse a personal influx of this sleek breed of bills , but as enforced public art , the New Money is getting the Old Thumbs Down ."
nyt_eng_19981102_0246_47:5,neg-ext-subj,even_jefferson,even,jefferson,"Nobody 's perfect , even Jefferson .",nyt_eng_19981102_0246_47,5,nyt_eng_199811,"Oh , well .",Yet what President John Kennedy said is still true .
nyt_eng_19960926_0515_51:4,neg-ext-subj,really_noticed,really,noticed,But nobody 's really noticed .,nyt_eng_19960926_0515_51,4,nyt_eng_199609,"The version that 's on the radio is missing a whole verse , which would make the song make a lot more sense .",That 's what I mean when I say that people do n't need to pay attention to the words .  -RDQ-
nyt_eng_19960910_0106_8:10,neg-ext-subj,that_old,that,old,"Nobody , say my three children , could be that old .",nyt_eng_19960910_0106_8,10,nyt_eng_199609,"In fact , one of the things that saved me from many an unwise turn in college was the once-upon-a-time rule at the University of Georgia that said I had to be out of the frat house and signed in at my own dorm or sorority house before midnight .","Nevertheless , I credit some of those outmoded restrictions with giving pause to adventures I might have rushed into on a lark , a trendy idea ."
nyt_eng_19960910_0019_30:3,neg-ext-subj,real_happy,real,happy,"Nobody 's real happy ,  -RDQ-  Mirer said .",nyt_eng_19960910_0019_30,3,nyt_eng_199609,The line is n't happy .,"-LBQ-  You do n't want to beat it into each others ' heads , but we do need to know we 've got to have each other because that 's all we 've got .  -RDQ-"
nyt_eng_19951120_0082_6:3,neg-ext-subj,quite_sure,quite,sure,Nobody 's quite sure what happened to him .,nyt_eng_19951120_0082_6,3,nyt_eng_199511,"After its release , that loner kind of disappeared .","A bigger , buffer fellow took his place , and he wrote some good songs , too , but that scrawny guy was missed ."
nyt_eng_19951115_0493_42:4,neg-ext-subj,as_revered,as,revered,"-LBQ-  Nobody is as revered , as loved .  -RDQ-",nyt_eng_19951115_0493_42,4,nyt_eng_199511,said .,"The Beatles will retain their appeal for the MTV generation , he predicted ."
nyt_eng_19951114_0576_34:14,neg-ext-subj,as_efficient,as,efficient,"When it comes to knocking heads , nobody in the league has been as efficient as the Chiefs .",nyt_eng_19951114_0576_34,14,nyt_eng_199511,Among the Chiefs ' greatest strengths is they do n't seem to have a major weakness .,"When it comes to turning heads , no winning team has been as deficient ."
nyt_eng_19941207_0145_9:15,neg-ext-subj,particularly_pleased,particularly,pleased,"Nobody -- not on the left , and not on the right -- is particularly pleased about generation after generation of idle poor living off the labor of others .",nyt_eng_19941207_0145_9,15,nyt_eng_199412,"To what extent is that society 's fault ? To what extent is it the fault of the poor themselves ? Despite the shouts and slogans from both sides , this is the essential divide in American politics .",And nobody is thrilled that the poor -- to a substantially greater degree than the non-poor people paying the bills -- tend to engage in behavior destructive to themselves and to society in general .
nyt_eng_19941203_0193_3:8,neg-ext-subj,quite_sure,quite,sure,"Nobody from Kansas , 2-0 , was quite sure .",nyt_eng_19941203_0193_3,8,nyt_eng_199412,"Where does that leave the seventh-ranked Jayhawks ? Ahead of the Minutemen ? Ahead of preseason national favorite Arkansas , defeated by Massachusetts a week ago ?","They only knew how they felt , and after hitting 56 percent of their shots , controlling the boards and coming up with the big plays down the stretch , the Jayhawks had reason to smile ."
nyt_eng_19961116_0264_55:6,neg-ext-subj,that_bad,that,bad,Nobody on the team is that bad .  -RDQ-,nyt_eng_19961116_0264_55,6,nyt_eng_199611,I 'm not judging anybody by the first eight games because that 's an aberration .,"Ainge admits that the players ' questions about who was in charge created a difficult situation , but said it was one that did n't cause problems between him and Fitzsimmons ."
nyt_eng_19961105_0177_73:8,neg-ext-subj,faintly_surprised,faintly,surprised,"Yet the truth is , nobody was faintly surprised .",nyt_eng_19961105_0177_73,8,nyt_eng_199611,An overzealous party official has been earmarked to take the fall .,Everyone knows that in Panama even the best of men find it hard to get rich without a little white powder sticking to their fingers .
nyt_eng_19950225_0067_35:3,neg-ext-subj,quite_sure,quite,sure,Nobody is quite sure why Riley described his team 's attitude as  -LBQ-  unprofessional  -RDQ-  after a 100-91 victory over the Miami Heat a week ago Friday .,nyt_eng_19950225_0067_35,3,nyt_eng_199502,That word will haunt the Knicks throughout their run to the season finale on April 23 against the Orlando Magic at the Garden and throughout the playoffs .,"-LBQ-  There were half a dozen situations that night that created my reaction ,  -RDQ-  Riley said ."
nyt_eng_19950210_0210_54:26,neg-ext-subj,as_good,as,good,"While today 's players as a group are bigger , faster , stronger and better than yesterday 's , nobody playing the game today is as good as these four were -LRB- although Stock ton comes close to Cousy -RRB- .",nyt_eng_19950210_0210_54,26,nyt_eng_199502,"Oscar was the best ever , Magic was Oscar with more flair and a better disposition , Cousy invented true point guard and West was the most consistent clutch player ever .",Michael Jordans  -COL-  MJ is quite simply the best there ever was .
nyt_eng_19991214_0372_3:28,neg-ext-subj,yet_sure,yet,sure,"The scope of the effort could ultimately affect more than one million surviving victims of Nazi Germany 's systematic use of forced labor , though nobody is yet sure how many people may ultimately file claims .",nyt_eng_19991214_0372_3,28,nyt_eng_199912,"Though important details were still being ironed out , negotiators on both sides said on Tuesday night that they had reached an agreement on the central question , the amount of money .","American government officials estimate that there are about 240,000 surviving slave laborers , about half of them Jewish , who were held in concentration camps and forced to work under nightmarish conditions ."
nyt_eng_19991209_0020_2:20,neg-ext-subj,fiercely_independent,fiercely,independent,"The circle was closed in Philadelphia , the birthplace of American independence , and nobody has ever been more fiercely independent than Charles Wade Barkley .",nyt_eng_19991209_0020_2,20,nyt_eng_199912,"c. 1999 , Houston Chronicle IT ended , perhaps fittingly , in the place where the roly-poly kid out of Leeds , Ala. , first made his transformation from the Round Mound of Rebound into one of the greatest players in the history of the game .","Contrary and conscientious , loud and lovable , outrageous and outreaching , hard-headed and hard-working , profane and profound ."
nyt_eng_19970521_0337_7:31,neg-ext-subj,quite_sure,quite,sure,WebTV Chairman Randy Komisar said he is n't surprised the government wants more time to look at the transaction because the company operates in a cutting-edge market and nobody is quite sure what existing markets to compare it with when trying to assess the acquisition 's impact on competition .,nyt_eng_19970521_0337_7,31,nyt_eng_199705,"When the companies announced the acquisition in April , they said WebTV would use Microsoft technologies , such as its Windows CE software operating system for handheld computers and entertainment applications .","-LBQ-  They clearly are going to spend more time looking at this ,  -RDQ-  Komisar said ."
nyt_eng_19970519_0377_25:4,neg-ext-subj,really_certain,really,certain,-LBQ-  Nobody is really certain why it works .,nyt_eng_19970519_0377_25,4,nyt_eng_199705,"-LBQ-  It 's a homegrown solution repackaged as a high-tech tool ,  -RDQ-  said the mother of Sarah , 17 months .","As my partner says , if you have a crying baby , you do n't care why it works .  -RDQ-"
nyt_eng_19970514_0773_3:4,neg-ext-subj,quite_sure,quite,sure,-LBQ-  Nobody 's quite sure what kind of effect the April 1 consumption tax hike is having on the economy .  -RDQ-,nyt_eng_19970514_0773_3,4,nyt_eng_199705,"-LBQ-  Basically , investor movement is rather limited ; they are staying on the sideline , because it 's very difficult to understand which way the market and the economy are going ,  -RDQ-  said Akio Makabe , assistant general manager of the capital markets trading group at Dai-Ichi Kangyo Bank Ltd.",Bonds plunged last week as stocks rose to a four-month high amid heightened expectations the economy may not tail off markedly following last month 's increase in the consumption tax .
nyt_eng_19970503_0135_6:4,neg-ext-subj,really_sure,really,sure,"-LBQ-  Nobody is really sure yet which way we are going to go ,  -RDQ-  said Lev Pope , who is running an intra-industry committee that is trying to solve New York City 's tower problem .",nyt_eng_19970503_0135_6,4,nyt_eng_199705,But each of these ideas faces its own formidable engineering and bureaucratic problems .,"Until early April , the tall-tower industry had been a sleepy little business that had been depressed since the early 1980s , when growth in the television industry slowed ."
nyt_eng_19980130_0157_26:17,neg-ext-subj,quite_sure,quite,sure,There seem to be a lot of people searching for something _ what exactly nobody is quite sure _ which is why these books keep selling .  -RDQ-,nyt_eng_19980130_0157_26,17,nyt_eng_199801,"They may not be the lifeblood of our store , but they do sell steadily .","Only recently have there been first glimmers of some respect for self-help books , or at least some of the better self-help books ."
nyt_eng_19980125_0191_2:3,neg-ext-subj,entirely_happy,entirely,happy,Nobody was entirely happy with the Clinton administration 's announcement last week that it will shortly impose an 18-month moratorium on new logging roads on millions of acres of undeveloped national forest lands .,nyt_eng_19980125_0191_2,3,nyt_eng_199801,"The New York Times said in an editorial on Monday , Jan. 26  -COL-",Western senators complained of a new  -LBQ-  War on the West  -RDQ-  and warned of great suffering in the timber industry and the towns that depend on it .
nyt_eng_19970425_0190_8:5,neg-ext-subj,that_bullish,that,bullish,Nobody else is quite that bullish about what Pasche and his colleagues have christened Low Energy Emission Therapy .,nyt_eng_19970425_0190_8,5,nyt_eng_199704,"No sleeping pill will do this ,  -RDQ-  declares Pasche from the New York office of Symtonic , the company he set up to develop the device .","Yet , sleep experts seem cautiously impressed ."
nyt_eng_19970418_0042_35:8,neg-ext-subj,really_sure,really,sure,"Although this sounds plausible , nobody is really sure which media and entertainment model will translate best on-line .",nyt_eng_19970418_0042_35,8,nyt_eng_199704,"Theme parks are interactive , cater simultaneously for many tastes and charge differently for different rides _ just as AOL hopes to charge differently for its various services .","Indeed , most of today 's services are modeled neither on television nor theme parks but on print and software ."
nyt_eng_19970402_0403_7:11,neg-ext-subj,quite_sure,quite,sure,"Once  -LBQ-  Ace Ventura  -RDQ-  was completed , nobody was quite sure what they had on their hands .",nyt_eng_19970402_0403_7,11,nyt_eng_199704,-LBQ-  We just jumped into the chasm .  -RDQ-,"The first screening for Morgan Creek Productions executives fell  -LBQ-  flat as a pancake ,  -RDQ-  Shadyac said ."
nyt_eng_19990130_0280_29:4,neg-ext-subj,too_hard,too,hard,Nobody 's being too hard on them .,nyt_eng_19990130_0280_29,4,nyt_eng_199901,-LBQ-  I just talked about it in the room .,I do n't think anybody should be nervous about anything .
nyt_eng_19990128_0089_53:20,neg-ext-subj,even_close,even,close,"Which way will prevail on the moon ? Mining or tourism ? Production or consumption ? Although nobody is even close to leaving Earth , already it seems clear that the final arbiter of what we should do with the moon will most likely be the free market .",nyt_eng_19990128_0089_53,20,nyt_eng_199901,Bennett envisions a network of gondola chairs that would take people around to the most interesting sights .,"If the coming decades are anything like this one , do n't count entertainment out ."
nyt_eng_19990120_0401_28:12,neg-ext-subj,very_interested,very,interested,"-LBQ-  The texts are on the shelf , but nobody 's very interested in them .  -RDQ-",nyt_eng_19990120_0401_28,12,nyt_eng_199901,"-LBQ-  Liberation theology is today a bit like the teachings of St. Augustine ,  -RDQ-  said Jean Meyer , author of a classic history of Mexican Catholicism .",-LRB- MORE -RRB-
nyt_eng_19990111_0479_10:4,neg-ext-subj,really_sure,really,sure,-LBQ-  Nobody is really sure why Medicare spending has slowed down quite as much as it has .,nyt_eng_19990111_0479_10,4,nyt_eng_199901,"-LBQ-  While we are all rightly concerned about the growth of future costs , Medicare right now is amazingly well behaved ,  -RDQ-  said Robert Reischauer , former director of the Congressional Budget Office .",The only thing we can be sure of is that it wo n't last .  -RDQ-
nyt_eng_19990101_0178_22:72,neg-ext-subj,completely_happy,completely,happy,"Opper , who in the last year has managed , with the help of professional mediators , to get sworn enemies to at least acknowledge each other 's claims to the river , hopes the pressure of the Corps ' upcoming decision and the responsibilities imposed by the Endangered Species Act will force the groups to reach a consensus , even though  -LBQ-  it will be a recommendation that nobody is completely happy with .  -RDQ-",nyt_eng_19990101_0178_22,72,nyt_eng_199901,-LRB- END OPTIONAL TRIM HERE -RRB-,But one recent change on the river has so far not angered too many people .
nyt_eng_19961026_0231_26:32,neg-ext-subj,as_big,as,big,Said forward Cedric Ceballos -LRB- 80.4 percent a year ago after five seasons in the 70s -RRB-  -COL-   -LBQ-  Nobody can teach Shaquille O'Neal to shoot free throws because nobody is as big as him .,nyt_eng_19961026_0231_26,32,nyt_eng_199610,"Right now , the feeling is we do n't want to give him too much advice .  -RDQ-",They do n't feel what he feels or see what he sees .
nyt_eng_19961018_0696_36:4,neg-ext-subj,as_surprised,as,surprised,"-LBQ-  Nobody is as surprised as we are about what we did offensively ,  -RDQ-  Jones said .",nyt_eng_19961018_0696_36,4,nyt_eng_199610,Their stunning run production even caught the Braves off guard .,"While Cardinal starters Todd Stottlemyre , Alan Benes and Donovan Osborne are not as formidable as the Yankee rotation , the Braves still feel they have found a rhythm that could carry them into the World Series ."
nyt_eng_19961009_0410_33:16,neg-ext-subj,quite_sure,quite,sure,"Then again , until USC , nobody , certainly neither he nor Kasser , was quite sure what his vision should be .",nyt_eng_19961009_0410_33,16,nyt_eng_199610,"As for the snow and the church , we suspect Mariucci 's vision occasionally exceeds his grasp .",Now they both know how close to the sky the limit actually is .
nyt_eng_19961009_0091_15:5,neg-ext-subj,immediately_available,immediately,available,Nobody at Charterhouse was immediately available for comment .,nyt_eng_19961009_0091_15,5,nyt_eng_199610,"-LBQ-  I would imagine they would want to float it or sell it on in about five years ,  -RDQ-  said Nigel Utley .",The testing services business provides inspection services for industries ranging from petrochemicals to environmental businesses .
nyt_eng_19980813_0008_3:3,neg-ext-subj,quite_sure,quite,sure,"Nobody was quite sure what to say , Jose Cardenal remembers , and few understood why Hernandez was crying .",nyt_eng_19980813_0008_3,3,nyt_eng_199808,"Hernandez returned to the visitors ' clubhouse in Olympic Stadium , sat in a chair at his locker , his back turned to his teammates , and he began to cry .","Cardenal , the New York Yankees ' first-base coach , quietly explained it to manager Joe Torre and others  -COL-  Hernandez , who defected from Cuba last December , badly misses his two children , 7-year-old Yahumara and 2-year-old Steffi , girls born during Hernandez 's first marriage ."
nyt_eng_19980804_0374_9:3,neg-ext-subj,quite_sure,quite,sure,Nobody 's quite sure that it 's safe to jump back into the pool .,nyt_eng_19980804_0374_9,3,nyt_eng_199808,Other fund managers and market strategists are also stepping lightly .,"Yet for those investors compelled to buy on the dip _ and who therefore are convinced this slide is just another minor setback _ Earnest has some favorites in housing , retail , publishing and the oil patch ."
nyt_eng_19980803_0025_1:30,neg-ext-subj,very_happy,very,happy,"With their 8-7 loss to the Boston Red Sox Sunday night at Edison Field , the Angels fell out of first place and nobody in the home clubhouse was very happy about it .",nyt_eng_19980803_0025_1,30,nyt_eng_199808,,"In fact , the Angels made a couple of roster moves after the game , and manager Terry Collins promised there would be more to come _ soon ."
nyt_eng_19980721_0051_38:5,neg-ext-subj,really_comfortable,really,comfortable,"Hey , nobody 's really comfortable talking about it .",nyt_eng_19980721_0051_38,5,nyt_eng_199807,"-LBQ-  I do n't think it would be fair to my ex-husband to talk about my sex life with him because he 's a famous person and people know him and I would be violating his privacy ,  -RDQ-  she explains .","-LBQ-  I mean , people were giggling and blushing and poking each other ,  -RDQ-  she recalls ."
nyt_eng_19980716_0228_22:8,neg-ext-subj,that_believable,that,believable,"Hey , nobody in this film is that believable .",nyt_eng_19980716_0228_22,8,nyt_eng_199807,"And though the film is clearly aimed at gay audiences , Sloan gives even the straight characters some juicy if not quite believable dialogue .",
nyt_eng_19980714_0011_38:9,neg-ext-subj,really_close,really,close,"Then I looked to second , nobody was really close , so I decided to throw it to the first guy I made eye contact with .",nyt_eng_19980714_0011_38,9,nyt_eng_199807,"The ball popped up , my glove was half on , and I grabbed it with my other hand .","-LBQ-  It was a screwed-up play , but the kind of break you need to get a win .  -RDQ-"
nyt_eng_19980704_0145_51:17,neg-ext-subj,exactly_awash,exactly,awash,"When Tauziat gained the break with a clean crosscourt volley , nobody in the stadium was exactly awash with confidence that Novotna , her body language souring , could right herself _ including the Duchess , who had assured Novotna 12 months earlier about how the  -LBQ-  third time 's charmed .  -RDQ-",nyt_eng_19980704_0145_51,17,nyt_eng_199807,"Although she was able to reclaim deuce from 15-40 , she left herself facing another break point by not following her serve in , then letting fly a loose forehand .","-LBQ-  For me , Jana 's a fighter ,  -RDQ-  she said ."
nyt_eng_19980703_0247_43:17,neg-ext-subj,really_available,really,available,"-LBQ-  We could use another pitcher ,  -RDQ-  Hicks conceded ,  -LBQ-  but nobody much is really available until after the All-Star break .  -RDQ-",nyt_eng_19980703_0247_43,17,nyt_eng_199807,"Your day is coming , too .",Guess what .
