hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
nyt_eng_19950128_0032_27:3,neg-ext-subj,as_gross,as,gross,None is as gross as the use of the word  -LBQ-  jihad .  -RDQ-,nyt_eng_19950128_0032_27,3,nyt_eng_199501,So corruptions of Islamic terms and passages are numerous in the militants ' ideology .,"For the militants it conveys carte blanche to kill , kidnap , hijack and bomb anyone they see as an infidel , including children and other Muslims .",nyt_eng_19950128_0032_27:3_discard,discard
nyt_eng_19950821_0183_23:19,neg-ext-subj,very_complicated,very,complicated,"However , what there is seems to be adequate to get things moving ; none of it is very complicated .",nyt_eng_19950821_0183_23,19,nyt_eng_199508,"There is virtually nothing in the way of printed instructions for the machine , and practically nothing for the software .","For its price of $ 269 , EasyPhoto Reader and its software works pretty well .",nyt_eng_19950821_0183_23:19_discard,discard
nyt_eng_19950808_0658_12:6,neg-ext-subj,too_common,too,common,None of that has been too common in Moscow .,nyt_eng_19950808_0658_12,6,nyt_eng_199508,"Russkoye Bistro promises fresh ingredients , and fast and pleasant service in a clean environment .","In the past , there was nothing fast about the heavy dishes of Russian food found at restaurants , and often only the brusque waiters could be considered fresh .",nyt_eng_19950808_0658_12:6_discard,discard
nyt_eng_19950808_0657_12:6,neg-ext-subj,too_common,too,common,None of that has been too common in Moscow .,nyt_eng_19950808_0657_12,6,nyt_eng_199508,"Russkoye Bistro promises fresh ingredients , and fast and pleasant service in a clean environment .","In the past , there was nothing fast about the heavy dishes of Russian food found at restaurants , and often only the brusque waiters could be considered fresh .",nyt_eng_19950808_0657_12:6_discard,discard
nyt_eng_19950808_0655_12:6,neg-ext-subj,too_common,too,common,None of that has been too common in Moscow .,nyt_eng_19950808_0655_12,6,nyt_eng_199508,"Russkoye Bistro promises fresh ingredients , and fast and pleasant service in a clean environment .","In the past , there was nothing fast about the heavy dishes of Russian food found at restaurants , and often only the brusque waiters could be considered fresh .",nyt_eng_19950808_0655_12:6_discard,discard
nyt_eng_19950808_0653_12:6,neg-ext-subj,too_common,too,common,None of that has been too common in Moscow .,nyt_eng_19950808_0653_12,6,nyt_eng_199508,"Russkoye Bistro promises fresh ingredients , and fast and pleasant service in a clean environment .","In the past , there was nothing fast about the heavy dishes of Russian food found at restaurants , and often only the brusque waiters could be considered fresh .",nyt_eng_19950808_0653_12:6_discard,discard
nyt_eng_19950808_0577_15:6,neg-ext-subj,too_common,too,common,None of that has been too common in Moscow .,nyt_eng_19950808_0577_15,6,nyt_eng_199508,"Russkoye Bistro promises fresh ingredients , and fast and pleasant service in a clean environment .","In the past , there was nothing fast about the heavy dishes of Russian food found at restaurants , and often only the brusque waiters could be considered fresh .",nyt_eng_19950808_0577_15:6_discard,discard
nyt_eng_19950804_0453_35:6,neg-ext-subj,fully_satisfied,fully,satisfied,-LBQ-  None of us is fully satisfied with the role of the U.S. in this period .,nyt_eng_19950804_0453_35,6,nyt_eng_199508,"-LBQ-  No doubt with the benefit of hindsight the U.S. could have done many things better in Cambodia ,  -RDQ-  Christopher said Friday night , in words he was clearly rehearsing for his visit Saturday to Vietnam .",But what we need to emphasize now is the future .  -RDQ-,nyt_eng_19950804_0453_35:6_discard,discard
nyt_eng_19950801_0209_35:9,neg-ext-subj,even_close,even,close,But none of the products tested here was even close to adequate at in-city routing .,nyt_eng_19950801_0209_35,9,nyt_eng_199508,Most are remarkable in their ability to pinpoint an address .,"They regularly call for left turns where they are forbidden , ask you to get onto a freeway where there is no on-ramp and send you scuttling down side streets when main thoroughfares are a block away .",nyt_eng_19950801_0209_35:9_discard,discard
nyt_eng_19990719_0395_15:15,neg-ext-subj,any_good,any,good,"-LBQ-  And there may well have been , but none of the scripts were any good .  -RDQ-",nyt_eng_19990719_0395_15,15,nyt_eng_199907,"-LBQ-  You 'd think that based on how successful ` Pretty Woman ' was that there would be teams of people all over the world , cottage industries of people , writing scripts for us ,  -RDQ-  he says , laughing easily .",The  -LBQ-  Runaway Bride  -RDQ-  script had been kicking around for nearly a decade .,nyt_eng_19990719_0395_15:15_discard,discard
nyt_eng_19990714_0128_9:5,neg-ext-subj,very_meaningful,very,meaningful,None of this is very meaningful when you 're making 2 percent interest on cash balances .  -RDQ-,nyt_eng_19990714_0128_9,5,nyt_eng_199907,"-LBQ-  The tighter someone 's funds are , the more he or she relies on it .","The fact that some organization _ sometimes a bank , sometimes a check-processing company _ is able to hang onto your money for the length of the float means that it can make money off your money , in very short-term investments .",nyt_eng_19990714_0128_9:5_discard,discard
nyt_eng_19990714_0112_9:5,neg-ext-subj,very_meaningful,very,meaningful,None of this is very meaningful when you 're making 2 percent interest on cash balances .  -RDQ-,nyt_eng_19990714_0112_9,5,nyt_eng_199907,"-LBQ-  The tighter someone 's funds are , the more he or she relies on it .","The fact that some organization _ sometimes a bank , sometimes a check-processing company _ is able to hang onto your money for the length of the float means that it can make money off your money , in very short-term investments .",nyt_eng_19990714_0112_9:5_discard,discard
nyt_eng_19990714_0103_9:5,neg-ext-subj,very_meaningful,very,meaningful,None of this is very meaningful when you 're making 2 percent interest on cash balances .  -RDQ-,nyt_eng_19990714_0103_9,5,nyt_eng_199907,"-LBQ-  The tighter someone 's funds are , the more he or she relies on it .","The fact that some organization _ sometimes a bank , sometimes a check-processing company _ is able to hang onto your money for the length of the float means that it can make money off your money , in very short-term investments .",nyt_eng_19990714_0103_9:5_discard,discard
nyt_eng_19990714_0100_9:5,neg-ext-subj,very_meaningful,very,meaningful,None of this is very meaningful when you 're making 2 percent interest on cash balances .  -RDQ-,nyt_eng_19990714_0100_9,5,nyt_eng_199907,"-LBQ-  The tighter someone 's funds are , the more he or she relies on it .","The fact that some organization _ sometimes a bank , sometimes a check-processing company _ is able to hang onto your money for the length of the float means that it can make money off your money , in very short-term investments .",nyt_eng_19990714_0100_9:5_discard,discard
nyt_eng_19990714_0082_9:5,neg-ext-subj,very_meaningful,very,meaningful,None of this is very meaningful when you 're making 2 percent interest on cash balances .  -RDQ-,nyt_eng_19990714_0082_9,5,nyt_eng_199907,"-LBQ-  The tighter someone 's funds are , the more he or she relies on it .","The fact that some organization _ sometimes a bank , sometimes a check-processing company _ is able to hang onto your money for the length of the float means that it can make money off your money , in very short-term investments .",nyt_eng_19990714_0082_9:5_discard,discard
nyt_eng_19990707_0197_9:5,neg-ext-subj,very_meaningful,very,meaningful,None of this is very meaningful when you 're making 2 percent interest on cash balances .  -RDQ-,nyt_eng_19990707_0197_9,5,nyt_eng_199907,"-LBQ-  The tighter someone 's funds are , the more he or she relies on it .","The fact that some organization _ sometimes a bank , sometimes a check-processing company _ is able to hang onto your money for the length of the float means that it can make money off your money , in very short-term investments .",nyt_eng_19990707_0197_9:5_discard,discard
nyt_eng_19970718_0155_18:7,neg-ext-subj,politically_feasible,politically,feasible,"-LBQ-  As none of this is politically feasible at present , Jospin is left with few options .  -RDQ-",nyt_eng_19970718_0155_18,7,nyt_eng_199707,"-LBQ-  The most desirable measures for France 's long-term economic health would be sharp cutbacks in government spending , tax cuts , and extensive deregulation , particularly of the labor market ,  -RDQ-  said Gibbs of Nomura International .","The government , which was elected on a platform of boosting growth and cutting the record high 12.5 percent jobless rate , has repeatedly ruled out cutting spending .",nyt_eng_19970718_0155_18:7_discard,discard
nyt_eng_19970718_0152_17:7,neg-ext-subj,politically_feasible,politically,feasible,"-LBQ-  As none of this is politically feasible at present , Jospin is left with few options .  -RDQ-",nyt_eng_19970718_0152_17,7,nyt_eng_199707,"-LBQ-  The most desirable measures for France 's long-term economic health would be sharp cutbacks in government spending , tax cuts , and extensive deregulation , particularly of the labor market ,  -RDQ-  said Gibbs of Nomura International .","The government , which was elected on a platform of boosting growth and cutting the record high 12.5 percent jobless rate , has repeatedly ruled out cutting spending .",nyt_eng_19970718_0152_17:7_discard,discard
nyt_eng_19970718_0151_16:7,neg-ext-subj,politically_feasible,politically,feasible,"-LBQ-  As none of this is politically feasible at present , Jospin is left with few options .  -RDQ-",nyt_eng_19970718_0151_16,7,nyt_eng_199707,"-LBQ-  The most desirable measures for France 's long-term economic health would be sharp cutbacks in government spending , tax cuts , and extensive deregulation , particularly of the labor market ,  -RDQ-  said Gibbs of Nomura International .","The government , which was elected on a platform of boosting growth and job creation in the world 's fourth-largest economy , has repeatedly ruled out cutting spending , even though French state spending , at 54.1 percent of GDP , is the highest of any industrialized nation .",nyt_eng_19970718_0151_16:7_discard,discard
nyt_eng_19970709_0376_13:3,neg-ext-subj,as_sure,as,sure,"None was as sure of herself that hot , humid weekend as the woman who 'd already packed for the trip West .",nyt_eng_19970709_0376_13,3,nyt_eng_199707,The third was toying with the paints and brushes she had set aside back home in Colorado when her daughters were young .,"The rest shared a suspicion of instant intimacy , but perhaps because they did not know one another well , they were able to confide their fears .",nyt_eng_19970709_0376_13:3_discard,discard
nyt_eng_19981015_0108_41:9,neg-ext-subj,as_precious,as,precious,"These are precious creatures , but none are as precious to the reader as Leah and Adah , the twin and the niwt , as Adah calls herself , referring to her backward condition .",nyt_eng_19981015_0108_41,9,nyt_eng_199810,"When Orleanna speaks of the Congo , many years later , she does so by addressing Ruth May , whose questioning eyes watch over Orleanna 's life with more compassion than ever fell from the burning gaze of her husband 's God .","Limping , nearly silent , Adah is a verbal gymnast , a dedicated diarist , a profound skeptic .",nyt_eng_19981015_0108_41:9_discard,discard
nyt_eng_19981005_0426_83:6,neg-ext-subj,really_planned,really,planned,"None of her work is really planned , though Ms. Coyne tries to peer into her own mind by changing materials every few years .",nyt_eng_19981005_0426_83,6,nyt_eng_199810,"Ms. Coyne 's layered tableaux are dreamy and mystical , evoking spirituality and afterlife .","-LBQ-  It 's like having the rug pulled out from under me ,  -RDQ-  she says .",nyt_eng_19981005_0426_83:6_discard,discard
nyt_eng_19981005_0421_83:6,neg-ext-subj,really_planned,really,planned,"None of her work is really planned , though Ms. Coyne tries to peer into her own mind by changing materials every few years .",nyt_eng_19981005_0421_83,6,nyt_eng_199810,"Ms. Coyne 's layered tableaux are dreamy and mystical , evoking spirituality and afterlife .","-LBQ-  It 's like having the rug pulled out from under me ,  -RDQ-  she says .",nyt_eng_19981005_0421_83:6_discard,discard
nyt_eng_19981005_0417_83:6,neg-ext-subj,really_planned,really,planned,"None of her work is really planned , though Ms. Coyne tries to peer into her own mind by changing materials every few years .",nyt_eng_19981005_0417_83,6,nyt_eng_199810,"Ms. Coyne 's layered tableaux are dreamy and mystical , evoking spirituality and afterlife .","-LBQ-  It 's like having the rug pulled out from under me ,  -RDQ-  she says .",nyt_eng_19981005_0417_83:6_discard,discard
nyt_eng_19981005_0310_11:6,neg-ext-subj,really_planned,really,planned,"None of her work is really planned , though Ms. Coyne tries to peer into her own mind by changing materials every few years .",nyt_eng_19981005_0310_11,6,nyt_eng_199810,"But as Ms. Coyne talks about the creative process , which is , after all , a much-studied but still elusive subject , it is clear that while she was going through it , it remained a mystery even to her .","-LBQ-  It 's like having the rug pulled out from under me ,  -RDQ-  she said .",nyt_eng_19981005_0310_11:6_discard,discard
nyt_eng_19970303_0154_15:3,neg-ext-subj,exactly_vigilant,exactly,vigilant,None was exactly vigilant .,nyt_eng_19970303_0154_15,3,nyt_eng_199703,A highly unscientific survey was conducted of three customers _ all Wall Street economists .,"Richard Rippe of Prudential Securities said his wife , a lawyer , signed on for a discount plan at AT&T covering international calls .",nyt_eng_19970303_0154_15:3_discard,discard
nyt_eng_19970302_0207_13:6,neg-ext-subj,very_surprising,very,surprising,None of this should be very surprising .,nyt_eng_19970302_0207_13,6,nyt_eng_199703,Yet London said and did nothing .,"It is useful to recall that the U.S. government , while waging all-out war , took few steps to deal directly with the extermination of European Jews .",nyt_eng_19970302_0207_13:6_discard,discard
nyt_eng_19970301_0070_15:3,neg-ext-subj,exactly_vigilant,exactly,vigilant,None was exactly vigilant .,nyt_eng_19970301_0070_15,3,nyt_eng_199703,A highly unscientific survey was conducted of three customers _ all Wall Street economists .,"Richard Rippe of Prudential Securities said his wife , a lawyer , signed on for a discount plan at AT&T covering international calls .",nyt_eng_19970301_0070_15:3_discard,discard
nyt_eng_19970502_0272_10:10,neg-ext-subj,totally_effective,totally,effective,Boiled down to the essence  -COL-   -LBQ-  None is totally effective .,nyt_eng_19970502_0272_10,10,nyt_eng_199705,Consumer Reports tested five such programs .,The Web changes too swiftly for even a full-time staff to maintain a complete list of adult sites .,nyt_eng_19970502_0272_10:10_discard,discard
nyt_eng_19990222_0367_32:19,neg-ext-subj,as_extensive,as,extensive,"There are only a few other cities across the nation that have similar programs , and none are as extensive as Dignity .",nyt_eng_19990222_0367_32,19,nyt_eng_199902,The Dignity Diversion Program is a pilot program sponsored by City Prosecutor 's Office contracted with Catholic Social Service aimed at providing support and services to help prostitutes get off the streets .,By CHRISTINA LEONARD .,nyt_eng_19990222_0367_32:19_discard,discard
nyt_eng_19951021_0173_13:6,neg-ext-subj,as_vulnerable,as,vulnerable,But he said none was as vulnerable .,nyt_eng_19951021_0173_13,6,nyt_eng_199510,"Now , he said ,  -LBQ-  I 'm not sure that ` unique ' is an accurate word ,  -RDQ-  and that other planes may also have some vulnerability .","-LBQ-  We do n't have an ATR kind of situation ,  -RDQ-  he said .",nyt_eng_19951021_0173_13:6_discard,discard
nyt_eng_19951009_0560_12:12,neg-ext-subj,as_wide,as,wide,"-- Of all the divides in fashion design , none is as wide as that between the pro-trend and the anti-trend .",nyt_eng_19951009_0560_12,12,nyt_eng_199510,"-LRB- NYT16 -RRB- MILAN , Italy . -- October 9 , 1995 -- ITALY-FASHION , 10-9","Great designers make their names the buzzwords  -COL-  when it is said that something is  -LBQ-  very Versace ,  -RDQ-  there is no need to say much else .",nyt_eng_19951009_0560_12:12_discard,discard
nyt_eng_19951009_0559_12:12,neg-ext-subj,as_wide,as,wide,"-- Of all the divides in fashion design , none is as wide as that between the pro-trend and the anti-trend .",nyt_eng_19951009_0559_12,12,nyt_eng_199510,"-LRB- NYT16 -RRB- MILAN , Italy . -- October 9 , 1995 -- ITALY-FASHION , 10-9","Great designers make their names the buzzwords  -COL-  when it is said that something is  -LBQ-  very Versace ,  -RDQ-  there is no need to say much else .",nyt_eng_19951009_0559_12:12_discard,discard
nyt_eng_19951009_0558_12:12,neg-ext-subj,as_wide,as,wide,"-- Of all the divides in fashion design , none is as wide as that between the pro-trend and the anti-trend .",nyt_eng_19951009_0558_12,12,nyt_eng_199510,"-LRB- NYT16 -RRB- MILAN , Italy . -- October 9 , 1995 -- ITALY-FASHION , 10-9","Great designers make their names the buzzwords  -COL-  when it is said that something is  -LBQ-  very Versace ,  -RDQ-  there is no need to say much else .",nyt_eng_19951009_0558_12:12_discard,discard
nyt_eng_19951009_0557_12:12,neg-ext-subj,as_wide,as,wide,"-- Of all the divides in fashion design , none is as wide as that between the pro-trend and the anti-trend .",nyt_eng_19951009_0557_12,12,nyt_eng_199510,"-LRB- NYT16 -RRB- MILAN , Italy . -- October 9 , 1995 -- ITALY-FASHION , 10-9","Great designers make their names the buzzwords  -COL-  when it is said that something is  -LBQ-  very Versace ,  -RDQ-  there is no need to say much else .",nyt_eng_19951009_0557_12:12_discard,discard
nyt_eng_19951005_0402_19:17,neg-ext-subj,so_poor,so,poor,They too have a role to play in building a society ... in which none are so poor they have nothing to give and none are so rich that they have nothing to give .  -RDQ-,nyt_eng_19951005_0402_19,17,nyt_eng_199510,He continued  -COL-   -LBQ-  The same spirit of creative generosity will help you meet the needs of your own poor and disadvantaged .,No one appeals so eloquently to the better angels of human nature .,nyt_eng_19951005_0402_19:17_discard,discard
nyt_eng_19951003_0406_6:6,neg-ext-subj,as_vexing,as,vexing,"But none of this is as vexing to Singh as the threat that Calcutta , the last city in India with man-powered rickshaws , will abolish the vehicle that is his livelihood .",nyt_eng_19951003_0406_6,6,nyt_eng_199510,"At night , like tens of thousands of others in Calcutta , he sleeps on the sidewalk .","For decades , officials here have been discussing ways to clear the streets of the rickshaw-pullers , who appeared in Calcutta in the 1880s , at the height of British imperial power in India , and are seen by many as an embarrassing colonial legacy .",nyt_eng_19951003_0406_6:6_discard,discard
nyt_eng_19951003_0165_81:6,neg-ext-subj,as_vexing,as,vexing,"But none of this is as vexing to the 55-year-old Mr. Singh as the threat that Calcutta , the last city in India with man-powered rickshaws , will abolish the vehicle that is his livelihood and an embarrassment to the authorities .",nyt_eng_19951003_0165_81,6,nyt_eng_199510,"At night , like tens of thousands of others in Calcutta , he sleeps on the sidewalk .",A Foreign Journal by John F. Burns .,nyt_eng_19951003_0165_81:6_discard,discard
nyt_eng_19990315_0397_18:7,neg-ext-subj,politically_motivated,politically,motivated,"-LBQ-  None of these investigations are politically motivated ,  -RDQ-  he said .",nyt_eng_19990315_0397_18,7,nyt_eng_199903,Pound denied that Ganga was being singled out .,-LBQ-  The facts were all divulged to us by Salt Lake City and by their ethics report .,nyt_eng_19990315_0397_18:7_discard,discard
nyt_eng_19990307_0111_1:38,neg-ext-subj,very_successful,very,successful,"Like most people in Zhanlong , the four men who were killed that night in August 1997 were legally registered as farmers but in reality made most of their money in small business _ though none was very successful at it .",nyt_eng_19990307_0111_1,38,nyt_eng_199903,,"All were between 20 and 35 , had grade-school education and were married with children .",nyt_eng_19990307_0111_1:38_discard,discard
nyt_eng_19990301_0075_14:15,neg-ext-subj,totally_incomprehensible,totally,incomprehensible,"Some of the material is fairly advanced , but none of it should be totally incomprehensible once you 've learned the lingo .",nyt_eng_19990301_0075_14,15,nyt_eng_199903,Then you can follow one of the dozens of links on this page to sections that explain some of the programs used to invade other computers and networks .,Pay special attention to the links that take you to areas devoted to protecting your computer against invasion .,nyt_eng_19990301_0075_14:15_discard,discard
nyt_eng_19990301_0074_14:15,neg-ext-subj,totally_incomprehensible,totally,incomprehensible,"Some of the material is fairly advanced , but none of it should be totally incomprehensible once you 've learned the lingo .",nyt_eng_19990301_0074_14,15,nyt_eng_199903,Then you can follow one of the dozens of links on this page to sections that explain some of the programs used to invade other computers and networks .,Pay special attention to the links that take you to areas devoted to protecting your computer against invasion .,nyt_eng_19990301_0074_14:15_discard,discard
nyt_eng_19990617_0054_13:6,neg-ext-subj,particularly_masculine,particularly,masculine,But none of them is particularly masculine -- or feminine for that matter .,nyt_eng_19990617_0054_13,6,nyt_eng_199906,"Of course , all of these tasks reflect God 's tender care and provision .",Emma 's daily needs are provided by both parents regardless of gender .,nyt_eng_19990617_0054_13:6_discard,discard
nyt_eng_19990614_0194_53:29,neg-ext-subj,so_modest,so,modest,"No matter how skimpy , that loincloth has always seemed out of place since Tarzan believes he 's an ape , and none of the other apes are so modest about their nudity .",nyt_eng_19990614_0194_53,29,nyt_eng_199906,"Yet , there was one particular aspect of Tarzan that Lima and Buck refused to mess with _ that loincloth .","-LRB- Of course , this being a family film , no one wanted to give the notion of Tarzan swinging through the jungle a whole new interpretation . -RRB-",nyt_eng_19990614_0194_53:29_discard,discard
nyt_eng_19980114_0217_26:20,neg-ext-subj,clearly_superior,clearly,superior,"Like many men with the disease , Alosi had to make his own choice among treatments because none is clearly superior in every case .",nyt_eng_19980114_0217_26,20,nyt_eng_199801,-LBQ-  But what happens if you get diagnosed today ?  -RDQ-,"Because he is young for a prostate cancer patient , he leaned toward the treatment with the best long-term results _ radical prostatectomy , or removal of the entire gland .",nyt_eng_19980114_0217_26:20_discard,discard
nyt_eng_19980114_0217_6:11,neg-ext-subj,totally_effective,totally,effective,"There are a variety of treatments , but none is totally effective _ and all can have serious side effects like incontinence and impotence .",nyt_eng_19980114_0217_6,11,nyt_eng_199801,"Prostate cancer is usually a slow-growing disease , he read , but it can sometimes be aggressive and inexorably lethal _ and there 's no way to tell for sure at first .","As he read ,  -LBQ-  I would go from the height of confidence to the depths of despair ,  -RDQ-  he says .",nyt_eng_19980114_0217_6:11_discard,discard
nyt_eng_19980429_0089_73:63,neg-ext-subj,very_enjoyable,very,enjoyable,"Songs such as  -LBQ-  The Last Stop ,  -RDQ-  featuring an elementary-level foray into Middle Eastern sounds -LRB- think  -LBQ-  Music From ` The Muppets Do Cairo '  -RDQ-  -RRB- , and  -LBQ-  The Stone ,  -RDQ-  an eight-minute collaboration with the Kronos Quartet , are overburdened with arrangements , like six songs crammed into one , and none of them is very enjoyable .",nyt_eng_19980429_0089_73,63,nyt_eng_199804,"MATTHEWS-REVIEW - The Dave Matthews Band album  -LBQ-  Before These Crowded Streets ,  -RDQ-  which hits stores today with high expectations and a trumpeted performance tonight on  -LBQ-  Late Show With David Letterman ,  -RDQ-  at least proves more can be too much .",-LRB- Austin American-Statesman -RRB- MOVED .,nyt_eng_19980429_0089_73:63_discard,discard
nyt_eng_19980429_0087_6:63,neg-ext-subj,very_enjoyable,very,enjoyable,"Songs such as  -LBQ-  The Last Stop ,  -RDQ-  featuring an elementary-level foray into Middle Eastern sounds -LRB- think  -LBQ-  Music From ` The Muppets Do Cairo '  -RDQ-  -RRB- , and  -LBQ-  The Stone ,  -RDQ-  an eight-minute collaboration with the Kronos Quartet , are overburdened with arrangements , like six songs crammed into one , and none of them is very enjoyable .",nyt_eng_19980429_0087_6,63,nyt_eng_199804,"-LBQ-  Before These Crowded Streets ,  -RDQ-  which hits stores today with high expectations and a trumpeted performance tonight on  -LBQ-  Late Show With David Letterman ,  -RDQ-  at least proves more can be too much .","There 's a reason people laugh these days when someone mentions Steely Dan , but apparently the Dave Matthews Band does n't get the joke .",nyt_eng_19980429_0087_6:63_discard,discard
nyt_eng_19980429_0086_6:63,neg-ext-subj,very_enjoyable,very,enjoyable,"Songs such as  -LBQ-  The Last Stop ,  -RDQ-  featuring an elementary-level foray into Middle Eastern sounds -LRB- think  -LBQ-  Music From ` The Muppets Do Cairo '  -RDQ-  -RRB- , and  -LBQ-  The Stone ,  -RDQ-  an eight-minute collaboration with the Kronos Quartet , are overburdened with arrangements , like six songs crammed into one , and none of them is very enjoyable .",nyt_eng_19980429_0086_6,63,nyt_eng_199804,"-LBQ-  Before These Crowded Streets ,  -RDQ-  which hits stores today with high expectations and a trumpeted performance tonight on  -LBQ-  Late Show With David Letterman ,  -RDQ-  at least proves more can be too much .","There 's a reason people laugh these days when someone mentions Steely Dan , but apparently the Dave Matthews Band does n't get the joke .",nyt_eng_19980429_0086_6:63_discard,discard
