hit_id,bigram_lower,adv_form_lower,adj_form_lower,all_forms_lower,text_window,token_str
pcc_eng_01_107.03519_x1718856_13:8-9,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,the poll 's race breakdown data is particularly noteworthy to me .,The poll 's race breakdown data is particularly noteworthy to me .
pcc_eng_28_101.2121_x1621011_73:17-18,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,transitions over the past two decades being particularly noteworthy .,Research has significantly altered the landscape of welding with transitions over the past two decades being particularly noteworthy .
pcc_eng_18_068.9734_x1100778_08:5-6,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,"the salmon sashimi was particularly noteworthy , with a delicate saltiness and","The salmon sashimi was particularly noteworthy , with a delicate saltiness and a melt- in- the - mouth tenderness ."
pcc_eng_00_030.1289_x0470752_40:21-22,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,"the female intermediary and family networks is particularly noteworthy , as it provides fascinating evidence","The sub-section - all chapters are helpfully sub-sectioned in this way - on the female intermediary and family networks is particularly noteworthy , as it provides fascinating evidence that these women were able to choose whether or not to support suits of patronage from family members ; the idea of ' obligation ' was apparently conceived more loosely than many studies suggest ."
pcc_eng_15_079.2186_x1263864_10:11-12,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,"four "" wiki essences "" that are particularly noteworthy [ 2 ] .","Lamb comments on four "" Wiki Essences "" that are particularly noteworthy [ 2 ] ."
nyt_eng_19970202_0254_19:5-6,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,pataki 's deal is particularly noteworthy because his campaign advisers had been,"Pataki 's deal is particularly noteworthy because his campaign advisers had been critical of Cuomo for his busy speaking schedule , trying to portray him as a man who neglected the work of government while running around the country earning tidy speaking fees ."
pcc_eng_03_029.2486_x0457371_18:1-2,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,particularly noteworthy is the draft directive on alternative,"Particularly noteworthy is the draft Directive on Alternative Investment Fund Managers ( AIFM ) , which , in my opinion , is in need of some serious amending and rewriting ."
pcc_eng_03_074.6273_x1192656_11:15-16,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,this area as well as chardonnays were particularly noteworthy .,Several Pinot Noir 's I had from this area as well as Chardonnays were particularly noteworthy .
pcc_eng_27_095.8029_x1533452_1:40-41,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,"installed on it , which was a particularly noteworthy feat given that all public jailbreak","Just yesterday , talented security researcher and i Phone hacker i BSparkes teased what appeared to be Saurik 's Cydia package manager running on an i Phone SE with i OS 12.4 installed on it , which was a particularly noteworthy feat given that all public jailbreak tools at the time of this writing only support up to i OS"
pcc_eng_16_082.5833_x1320469_113:19-20,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,and 18th in scoring defense -- is particularly noteworthy .,NIU 's balance -- 10th in the country in scoring offense and 18th in scoring defense -- is particularly noteworthy .
pcc_eng_22_083.9984_x1341607_09:3-4,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,what is particularly noteworthy about the honor is that gray,What is particularly noteworthy about the honor is that Gray himself did not have a father in his life .
pcc_eng_27_018.3358_x0280365_07:3-4,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,"what 's particularly noteworthy about this study is that ""","What 's particularly noteworthy about this study is that "" this mind - and - body intervention seemed to work by inducing genetic changes in the body . """
pcc_eng_04_026.4863_x0411993_21:24-25,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,"many a pair , but these are particularly noteworthy , we swear !","Okay : so we know that we 've discussed buckled booties for ages and swoon over many a pair , but these are particularly noteworthy , we swear !"
pcc_eng_19_006.7345_x0092960_03:3-4,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,it 's particularly noteworthy since this is an unreal engine,It 's particularly noteworthy since this is an Unreal Engine 4 release .
pcc_eng_26_024.5046_x0379880_178:10-11,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,discourse emerging from various islamist forces is particularly noteworthy .,The progressive discourse emerging from various Islamist forces is particularly noteworthy .
pcc_eng_11_073.6909_x1176555_12:8-9,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,the rising temperatures observed since 1978 are particularly noteworthy because the rate of increase is,"The rising temperatures observed since 1978 are particularly noteworthy because the rate of increase is so high and because , during the same period , the energy reaching the Earth from the Sun had been measured precisely enough to conclude that Earth 's warming was not due to changes in the Sun ."
nyt_eng_19990412_0080_7:3-4,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,this is particularly noteworthy now as some end-of-the-century retrospectives refer,this is particularly noteworthy now as some end-of-the-century retrospectives refer to Churchill as the greatest person of these past 100 years .
pcc_eng_21_107.05269_x1721577_16:23-24,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,the statue of the dying achilles is particularly noteworthy .,The architecture is unique and much of the decorative features are inspired by Achilles - the statue of the dying Achilles is particularly noteworthy .
pcc_eng_01_049.8872_x0790047_12:7-8,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,another reason that this album is particularly noteworthy is the fact that it was,"Another reason that this album is particularly noteworthy is the fact that it was one of the earlier psychobilly records to incorporate a sense of ironic horror morbidity , and characteristic that has now become a mainstay of the genre ."
pcc_eng_29_093.1343_x1488295_36:12-13,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,'s support for the christian girl is particularly noteworthy because of his connection to the,"News noted that Ashrafi 's support for the Christian girl is particularly noteworthy because of his connection to the Defense of Pakistan Council , a coalition of Islamic groups , some of them with militant and outlaw ties within the country ."
pcc_eng_12_050.8011_x0804933_7:09-10,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,'s thoughts on castillo 's dismissal were particularly noteworthy because he publicly questioned his playcalling,Asomugha 's thoughts on Castillo 's dismissal were particularly noteworthy because he publicly questioned his playcalling following Philadelphia 's loss to Detroit last Sunday .
pcc_eng_18_098.6437_x1581618_41:10-11,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,"fort lauderdale 's top five ranking is particularly noteworthy , considering this market 's significant","Fort Lauderdale Fort Lauderdale 's top five ranking is particularly noteworthy , considering this market 's significant decline brought on by the recession ."
pcc_eng_19_049.0668_x0775875_186:09-10,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,occurs in all created systems and is particularly noteworthy in the nervous system where it,Culmination occurs in all created systems and is particularly noteworthy in the nervous system where it distributes new information to all cells and governs all the transitions between value ranges .
pcc_eng_12_097.1073_x1553187_02:23-24,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,"than many other unions , which is particularly noteworthy because the bulk of its members","According to its LM - 2 reports , the UAW is more focused on representation than many other unions , which is particularly noteworthy because the bulk of its members are employed by three companies - General Motors , Ford and ( at the time ) Daimler Chrysler - and the UAW did not negotiate master contracts with any of those companies during 2006 ."
pcc_eng_17_079.4929_x1268549_16:3-4,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,that was particularly noteworthy because he and johnston have until,That was particularly noteworthy because he and Johnston have until now made almost every move in lockstep .
pcc_eng_11_087.0522_x1392889_267:4-5,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,the editing is particularly noteworthy since it has to find the,The editing is particularly noteworthy since it has to find the right beats without the characters providing any dialogue .
pcc_eng_07_094.0601_x1504033_5:1-2,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,particularly noteworthy is the large mirror and outer,Particularly noteworthy is the large mirror and outer clothes rail .
pcc_eng_29_025.0480_x0388079_07:3-4,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,what is particularly noteworthy is that within months of assuming,"What is particularly noteworthy is that within months of assuming office last year , Prabhu had grasped the most critical issues facing Indian Railways and began tackling them in right earnest ."
pcc_eng_25_041.5719_x0656698_07:11-12,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,"a leader in hardwood veneer splicing , particularly noteworthy for its high quality products and","Industrie Ergie is a leader in hardwood veneer splicing , particularly noteworthy for its high quality products and knowledgeable staff , with over 10 years ' experience in the field ."
pcc_eng_25_069.2031_x1104932_05:4-5,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,this nebula is particularly noteworthy because it has formed far from,"This nebula is particularly noteworthy because it has formed far from the galactic plane , away from interstellar clouds that may block our view ."
pcc_eng_04_019.3786_x0296658_22:17-18,particularly_noteworthy,particularly,noteworthy,(+)_particularly_noteworthy,"last week 's spill that make it particularly noteworthy , she says .","It is the "" scale and magnitude "" of last week 's spill that make it particularly noteworthy , she says ."
pcc_eng_08_107.5881_x1725828_09:09-10-11,particularly_noteworthy,particularly,noteworthy,n't_particularly_noteworthy,"the current beetle bailey strip is n't particularly noteworthy , i still have fond memories","( While the current Beetle Bailey strip is n't particularly noteworthy , I still have fond memories of older strips I 've read in paperback collections . )"
nyt_eng_19960508_0062_9:13-14-15,particularly_noteworthy,particularly,noteworthy,n't_particularly_noteworthy,"deficit , they said it was n't particularly noteworthy because it merely confirms japan 's","while economists voiced surprise at the deficit , they said it was n't particularly noteworthy because it merely confirms Japan 's trade surplus is continuing to shrink ."
pcc_eng_10_080.2287_x1280517_24:14-16-17,particularly_noteworthy,particularly,noteworthy,n't_particularly_noteworthy,has been in toronto have n't been particularly noteworthy .,Ivanovic 's results when the women 's event has been in Toronto have n't been particularly noteworthy .
pcc_eng_18_008.3753_x0119415_14:10-12-13,particularly_noteworthy,particularly,noteworthy,n't_particularly_noteworthy,resorts ' financial results have n't been particularly noteworthy lately .,"Not surprisingly , Empire Resorts ' financial results have n't been particularly noteworthy lately ."
pcc_eng_17_050.1513_x0793979_36:07-09-10,particularly_noteworthy,particularly,noteworthy,neither_particularly_noteworthy,"in and of themselves , neither is particularly noteworthy , "" he said .",""" In and of themselves , neither is particularly noteworthy , "" he said ."
pcc_eng_10_041.9905_x0663237_013:1-6-7,particularly_noteworthy,particularly,noteworthy,none_particularly_noteworthy,"none of them have been particularly noteworthy , either , but the one","None of them have been particularly noteworthy , either , but the one thing each had in common is that they brought something interesting to the table and managed to foul it up spectacularly ."
pcc_eng_09_085.9482_x1374331_145:18-21-22,particularly_noteworthy,particularly,noteworthy,none_particularly_noteworthy,"minutes of previews , none of them particularly noteworthy .","The movie , as is the norm it seems , started after 25 minutes of previews , none of them particularly noteworthy ."
pcc_eng_17_106.4305_x1704474_47:01-09-10,particularly_noteworthy,particularly,noteworthy,none_particularly_noteworthy,"None of the animation in this short is particularly noteworthy , although the animation","None of the animation in this short is particularly noteworthy , although the animation of the cat thinking up an invention looks quite good ."
pcc_eng_14_044.1407_x0697090_250:08-12-13,particularly_noteworthy,particularly,noteworthy,none_particularly_noteworthy,sweet -- and none of them is particularly noteworthy .,All of these are sweet -- and none of them is particularly noteworthy .
pcc_eng_19_074.5068_x1187466_20:23-27-28,particularly_noteworthy,particularly,noteworthy,none_particularly_noteworthy,"and hiccups , none of which are particularly noteworthy .","Living in Los Angeles and raising their young daughter , the pair copes with a healthy combination of successes and hiccups , none of which are particularly noteworthy ."
pcc_eng_29_014.1092_x0211773_027:1-2-3,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"Not particularly noteworthy , right ?","Not particularly noteworthy , right ?"
nyt_eng_20000908_0338_31:22-23-24,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"'s from yorkshire , england , not particularly noteworthy for culinary delights .","`` I 'm not a big eater , '' she confides , maybe because she 's from Yorkshire , England , not particularly noteworthy for culinary delights ."
pcc_eng_11_068.8559_x1098403_13:13-14-15,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"maps here seem solid , but not particularly noteworthy .","Likewise , the small selection of maps here seem solid , but not particularly noteworthy ."
pcc_eng_17_052.2612_x0828227_239:13-14-15,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,seem to be an unusual but not particularly noteworthy phenomenon .,"On the surface , this would seem to be an unusual but not particularly noteworthy phenomenon ."
pcc_eng_16_058.5006_x0930987_158:2-3-4,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"although not particularly noteworthy at the national level , emerald","Although not particularly noteworthy at the national level , Emerald Bay is home to an extensive supernatural community ."
pcc_eng_12_003.5070_x0040519_48:7-8-9,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"the girls were twenty -somethings , not particularly noteworthy in the looks department , and","The girls were twenty -somethings , not particularly noteworthy in the looks department , and I brushed them off as being around to kill time until the next buffet dive ."
pcc_eng_04_074.2149_x1182566_39:20-21-22,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,and found his performance satisfactory if not particularly noteworthy .,"This is my first time listening to an audiobook narrated by Hantman , and found his performance satisfactory if not particularly noteworthy ."
pcc_eng_18_049.8166_x0790233_21:4-5-6,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"the acting is not particularly noteworthy , either - a rare oddity","The acting is not particularly noteworthy , either - a rare oddity for an Eastwood movie ."
pcc_eng_25_092.1845_x1475532_009:4-5-6,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"that alone is not particularly noteworthy , but what he has chosen","That alone is not particularly noteworthy , but what he has chosen to do with his voice is ."
pcc_eng_01_097.3068_x1557039_11:1-2-3,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"not particularly noteworthy , other than that the most","Not particularly noteworthy , other than that the most significant contribution to this was among the Asian community , where votes for Labour rose by a whopping 15 % ."
pcc_eng_16_026.5231_x0413180_13:32-33-34,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"and the direction competent , if not particularly noteworthy .","The film is not unsubtle , and has its fair share of nuances ; the script is decent , the eroticism well - handled , and the direction competent , if not particularly noteworthy ."
pcc_eng_23_033.8604_x0530468_31:20-21-22,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"model , of course , and not particularly noteworthy .","Fuel economy in the non-hybrid Highlanders is lower than that of the hybrid model , of course , and not particularly noteworthy ."
nyt_eng_20000926_0134_25:46-47-48,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"a pine-rimmed valley , rebuilt , not particularly noteworthy in structure _ except that the","but does a Guernica exist ? Or is it just a name symbolic of a tragedy , remaining only on canvas in a museum ? Inland , away from the main coastal highway , it does indeed appear in a pine-rimmed valley , rebuilt , not particularly noteworthy in structure _ except that the revered oaks , so dear to Basque hearts , are in place , and the elder , a sapling in 1860 , survived the bombing ."
pcc_eng_07_024.2114_x0375296_20:15-16-17,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,appear to be something common and not particularly noteworthy .,"On the face of it , it may appear to be something common and not particularly noteworthy ."
pcc_eng_14_006.9521_x0096242_065:5-6-7,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,while this period is not particularly noteworthy for the quality or variety of,"While this period is not particularly noteworthy for the quality or variety of its cuisine , Lisa Golden manages to incorporate a few simple recipes characteristic of the time ."
pcc_eng_26_096.3186_x1541301_21:13-14-15,particularly_noteworthy,particularly,noteworthy,not_particularly_noteworthy,"general , longley 's record was not particularly noteworthy .","Given his long tenure as attorney general , Longley 's record was not particularly noteworthy ."
pcc_eng_01_105.1525_x1683145_04:1-2-3,particularly_noteworthy,particularly,noteworthy,nothing_particularly_noteworthy,Nothing particularly noteworthy from today .,Nothing particularly noteworthy from today .
pcc_eng_07_025.6401_x0398631_04:15-16-17,particularly_noteworthy,particularly,noteworthy,nothing_particularly_noteworthy,"by tehran , and there was nothing particularly noteworthy about the exercises conducted by iranian","The world has grown used to chest- thumping by Tehran , and there was nothing particularly noteworthy about the exercises conducted by Iranian armed forces earlier this month to demonstrate their ability to close the Strait of Hormuz ."
pcc_eng_25_002.9748_x0032158_29:3-4-5,particularly_noteworthy,particularly,noteworthy,nothing_particularly_noteworthy,there was nothing particularly noteworthy from the tight end group in,There was nothing particularly noteworthy from the tight end group in this game .
pcc_eng_02_002.5526_x0025145_011:1-7-8,particularly_noteworthy,particularly,noteworthy,nothing_particularly_noteworthy,"nothing that the verses describe is particularly noteworthy , funny , or in any","Nothing that the verses describe is particularly noteworthy , funny , or in any way out of the ordinary ."
pcc_eng_01_065.4811_x1042983_37:4-5-6,particularly_noteworthy,particularly,noteworthy,nothing_particularly_noteworthy,"while there is nothing particularly noteworthy about this tool , the thing","While there is nothing particularly noteworthy about this tool , the thing that caught my attention was the variety of recovery products the company offers ."
pcc_eng_05_086.6604_x1386031_08:25-26-27,particularly_noteworthy,particularly,noteworthy,nothing_particularly_noteworthy,"old then , and there was nothing particularly noteworthy about him .","Elephant was one of several toys Amie had picked out for Harper , who was just six months old then , and there was nothing particularly noteworthy about him ."
pcc_eng_11_093.1821_x1492342_03:11-12-13,particularly_noteworthy,particularly,noteworthy,nothing_particularly_noteworthy,"few places down there , though nothing particularly noteworthy .","I 've explored a few places down there , though nothing particularly noteworthy ."
pcc_eng_09_044.4943_x0703760_081:4-5-6,particularly_noteworthy,particularly,noteworthy,nothing_particularly_noteworthy,There 's just nothing particularly noteworthy about it .,There 's just nothing particularly noteworthy about it .
