hit_id,context_group,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,corpus_segment,corpus,date,polarity,context,context_word,context_type,in_basic,line_in_source,year,context_overlap
nyt_eng_19960508_1323_22:13,outdated_input_file,also_meandering,also,meandering,"If  -LBQ-  Under the Domim Tree  -RDQ-  is touching , it is also meandering and narratively diffuse .",nyt_eng_19960508_1323_22,13,,,,nyt_eng_19960508,Nyt1-old,1996-05-08,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,196861,1996,False
nyt_eng_19980202_0362_20:10,outdated_input_file,also_mine,also,mine,"Some even call out her name , which is also mine , from across the street  -COL-   -LBQ-  Mirta , what are you doing here ? You 've come back ?  -RDQ-",nyt_eng_19980202_0362_20,10,,,,nyt_eng_19980202,Nyt1-old,1998-02-02,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,409064,1998,False
nyt_eng_19951119_0047_10:3,outdated_input_file,also_revered,also,revered,"He is also revered as the person who understands computer technology best , at a time when just about everybody else is still trying to figure out how to get their CD-ROM to play .",nyt_eng_19951119_0047_10,3,,,,nyt_eng_19951119,Nyt1-old,1995-11-19,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,137494,1995,False
nyt_eng_19950723_0151_2:5,outdated_input_file,also_uncertain,also,uncertain,The 1999 festival is also uncertain .,nyt_eng_19950723_0151_2,5,,,,nyt_eng_19950723,Nyt1-old,1995-07-23,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,98133,1995,False
nyt_eng_19951009_0249_42:15,outdated_input_file,also_weak,also,weak,"The evidence against him was proven weak , but the defense conspiracy theory was also weak .",nyt_eng_19951009_0249_42,15,,,,nyt_eng_19951009,Nyt1-old,1995-10-09,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,123091,1995,False
nyt_eng_19960127_0155_30:6,outdated_input_file,also_willing,also,willing,"Unlike Graf , she is also willing to attack the net with regularity .",nyt_eng_19960127_0155_30,6,,,,nyt_eng_19960127,Nyt1-old,1996-01-27,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,160295,1996,False
nyt_eng_19960911_0380_14:13,outdated_input_file,always_crowded,always,crowded,THE  -LBQ-  CRISIS  -RDQ-  MEETINGS of Malden Mill 's top managers are always crowded and always in the same place  -COL-  the fourth floor conference room in Building 30 .,nyt_eng_19960911_0380_14,13,,,,nyt_eng_19960911,Nyt1-old,1996-09-11,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,234344,1996,False
nyt_eng_19950227_0524_33:16,outdated_input_file,always_difficult,always,difficult,"I lived through a segregated society , and each time change came about it was always difficult .  -RDQ-",nyt_eng_19950227_0524_33,16,,,,nyt_eng_19950227,Nyt1-old,1995-02-27,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,54081,1995,False
apw_eng_19970319_0860_2:7,neg-ext-nonsubj,always_french,always,french,"The new Paris woman is not always French , as Suzie Wong of China and Mongolian-inspired luxury fashions took the spotlight at Ungaro , Kenzo , and Dior .",apw_eng_19970319_0860_2,7,apw_eng_199703,"Showbiz , funny biz and just plain business fought it out in a killer marathon series of nearly 100 shows for fall ready-to-wear this year .","Dior 's John Galliano , a Gibraltar-born Englishman , got lavish praise for his own line _ less for the clothes than the style of show .",apw_eng_19970319,Apw,1997-03-19,negative,not_VP-adv,not,VP-adv,False,11317,1997,False
nyt_eng_20050821_0076_34:4,neg-ext-nonsubj,always_interested,always,interested,Elkarra was n't always interested in Muslims ' rights .,nyt_eng_20050821_0076_34,4,nyt_eng_200508,-LBQ-  I just wish more people knew about Islam -- especially before they start criticizing it .  -RDQ-,"Growing up in San Francisco , he attended mosque every week and prayed with his family , but he was more concerned about improving his jump shot than reading the Quran .",nyt_eng_20050821,Nyt2,2005-08-21,negative,not_VP-adv,not,VP-adv,False,86723,2005,False
nyt_eng_19970809_0167_47:3,outdated_input_file,always_proud,always,proud,"I was always proud of her , out there fighting the good fight .  -RDQ-",nyt_eng_19970809_0167_47,3,,,,nyt_eng_19970809,Nyt1-old,1997-08-09,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,347030,1997,False
nyt_eng_20100715_0012_9:17,neg-ext-nonsubj,always_right,always,right,"-LBQ-  One thing I 've noticed in the last few days is that forecasts are not always right , so we 'll have to wait and see .  -RDQ-",nyt_eng_20100715_0012_9,17,nyt_eng_201007,I think we 're pleased with getting the winds from a number of different directions .,"As it happened , the Scottish weather on Wednesday was nastier and more persistent than anyone expected , raining out the planned four-hole exhibition match that was to feature seven long-retired Open champions , with 20 other past Open winners , some active and some retired .",nyt_eng_20100715,Nyt2,2010-07-15,negative,not_VP-adv,not,VP-adv,False,10993,2010,False
nyt_eng_19940929_0205_15:17,outdated_input_file,annoyingly_imprecise,annoyingly,imprecise,"Although the manual drew less attention to the Legacy 's power shortage , the shifter was annoyingly imprecise , making it hard to tell what gear the car was in .",nyt_eng_19940929_0205_15,17,,,,nyt_eng_19940929,Nyt1-old,1994-09-29,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,20081,1994,False
nyt_eng_19950323_0392_13:14,outdated_input_file,apparently_mutual,apparently,mutual,"The late superstar was an idol of the singer ; the feeling was apparently mutual , judging from a passage in Torme 's 1988 autobiography ,  -LBQ-  It Was n't All Velvet .  -RDQ-",nyt_eng_19950323_0392_13,14,,,,nyt_eng_19950323,Nyt1-old,1995-03-23,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,60641,1995,False
nyt_eng_19990107_0378_13:5,neg-ext-nonsubj,as_advanced,as,advanced,"The NBA is not as advanced in its scheduling as many had hoped , but the league said it would be able to play its 50 - to 52-game schedule by going to four games a week , up one-half game from the norm .",nyt_eng_19990107_0378_13,5,nyt_eng_199901,He said the two sides are united in efforts to win back fans and it would be done  -LBQ-  if we work hard .  -RDQ-,"There will be some strings of three games in as many days , but they will be kept to a minimum .",nyt_eng_19990107,Nyt1,1999-01-07,negative,not_VP-adv,not,VP-adv,False,43456,1999,False
nyt_eng_19970618_0789_41:17,outdated_input_file,as_all-american,as,all-american,Most self-serving quote from their press kit  -COL-   -LBQ-  Burnin ' Daylight 's musical influences are as all-American as their name _ it came from a line in a John Wayne movie .  -RDQ-,nyt_eng_19970618_0789_41,17,,,,nyt_eng_19970618,Nyt1-old,1997-06-18,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,328989,1997,False
nyt_eng_19950920_0128_11:3,outdated_input_file,as_alphabetical,as,alphabetical,"They are as alphabetical as a desk drawer , an orderly world , easier this way for one to get what one seeks .",nyt_eng_19950920_0128_11,3,,,,nyt_eng_19950920,Nyt1-old,1995-09-20,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,117067,1995,False
nyt_eng_19971215_0732_8:3,outdated_input_file,as_amusing,as,amusing,"Barney is as amusing _ and often as incorrigible _ a character as earlier Richler heroes , but he 's also a little older and wiser .",nyt_eng_19971215_0732_8,3,,,,nyt_eng_19971215,Nyt1-old,1997-12-15,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,392603,1997,False
nyt_eng_20010809_0090_26:14,neg-ext-nonsubj,as_bad,as,bad,"-LBQ-  And if that 's so bad , well , it 's not as bad as the false intellectualism that makes the careers of the truly fashionable .",nyt_eng_20010809_0090_26,14,nyt_eng_200108,This is what I 've done .  -RDQ-,"People like Boulez , whose works , for me , are unreadable .",nyt_eng_20010809,Nyt2,2001-08-09,negative,not_VP-adv,not,VP-adv,False,19273,2001,False
nyt_eng_19950821_0056_28:10,outdated_input_file,as_bad,as,bad,"Luckily for the Cards , the Bears were just as bad .",nyt_eng_19950821_0056_28,10,,,,nyt_eng_19950821,Nyt1-old,1995-08-21,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,107753,1995,False
apw_eng_20050120_1240_11:22,neg-ext-nonsubj,as_bearish,as,bearish,"-LBQ-  This says to me that while we had a very volatile day and inventories rose , the prices were n't as bearish as one would expect , says Jason Schenker , an analyst for Wachovia Corp. in Charlotte , North Carolina .",apw_eng_20050120_1240_11,22,apw_eng_200501,"The market spent most of the day continuing to digest largely bearish inventory data , released late Wednesday , that showed bigger-than-expected increases in crude and refined-product stocks .","-LBQ-  I think that people expected prices would drop further , and they did n't .  -RDQ-",apw_eng_20050120,Apw,2005-01-20,negative,not_VP-adv,not,VP-adv,False,15742,2005,False
nyt_eng_20021016_0068_10:22,neg-ext-nonsubj,as_bleak,as,bleak,"Georgia State Law School professor Marjorie Fine Knowles says the picture of women 's performance at the top may not be as bleak as it seems , since we have yet to reach a critical mass of women in such positions .",nyt_eng_20021016_0068_10,22,nyt_eng_200210,"In Georgia , no scandals swirl around women CEOs , but since only four of the 190 corporate chiefs are female , it 's hardly a fair sample .","What about corporate boards , though _ would n't women be better watchdogs ? They 're not insiders , that 's for sure .",nyt_eng_20021016,Nyt2,2002-10-16,negative,not_VP-adv,not,VP-adv,False,33600,2002,False
nyt_eng_20001023_0199_33:23,neg-ext-nonsubj,as_captivating,as,captivating,"While these chapters may be instructive for those who seek to understand the mechanics of international economics , they are not nearly as captivating as the tales of ancient pillage and plunder .",nyt_eng_20001023_0199_33,23,nyt_eng_200010,"Indeed , the last hundred pages of Bernstein 's book are dominated by his discussion of the decline of the gold standard .",,nyt_eng_20001023,Nyt2,2000-10-23,negative,not_VP-adv,not,VP-adv,False,12114,2000,False
nyt_eng_19950102_0042_11:3,outdated_input_file,as_close,as,close,They are as close as you can get to asking writers of the Constitution why they wrote it they way they did .,nyt_eng_19950102_0042_11,3,,,,nyt_eng_19950102,Nyt1-old,1995-01-02,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,39907,1995,False
nyt_eng_19960513_0129_38:10,neg-ext-nonsubj,as_close,as,close,The AFA 's Rushing says the vote was n't as close as it looked .,nyt_eng_19960513_0129_38,10,nyt_eng_199605,"-LBQ-  When the vote is that close , I do n't think we really know what was wrong with it .  -RDQ-","Many newer attendants voted in favor of the contract , fearing negotiations under the Railway Labor Act would drag on for years and the wage issue would never get resolved , she said .",nyt_eng_19960513,Nyt1,1996-05-13,negative,not_VP-adv,not,VP-adv,True,703,1996,False
nyt_eng_19970906_0012_10:16,neg-ext-nonsubj,as_comfortable,as,comfortable,"Posada has essentially been Dwight Gooden 's personal catcher , and the Yankees are not as comfortable with him as with Girardi .",nyt_eng_19970906_0012_10,16,nyt_eng_199709,"Although Girardi and Manager Joe Torre sounded positive , Girardi 's absence is a serious problem for the Yankees because he is durable , experienced and adept at handling a fragile staff .","-LBQ-  You lose something when you lose Joe , no question about it ,  -RDQ-  Torre said .",nyt_eng_19970906,Nyt1,1997-09-06,negative,not_VP-adv,not,VP-adv,True,7511,1997,False
nyt_eng_19970903_0467_31:13,outdated_input_file,as_common,as,common,"In the Hispanic culture , tesitos , or herbal teas , are as common as Mexican rice and beans .",nyt_eng_19970903_0467_31,13,,,,nyt_eng_19970903,Nyt1-old,1997-09-03,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,355139,1997,False
nyt_eng_19970802_0164_20:7,outdated_input_file,as_common,as,common,Thyroid cancer is about three times as common in women as in men and has been increasing in this country by 0.9 percent a year since 1973 .,nyt_eng_19970802_0164_20,7,,,,nyt_eng_19970802,Nyt1-old,1997-08-02,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,344739,1997,False
nyt_eng_19950227_0368_16:65,outdated_input_file,as_confining,as,confining,"But Glenn Loury , a Boston University economics professor who perhaps best fit the mold of a  -LBQ-  public intellectual  -RDQ-  -- he was one of a group of black scholars who recently met with Vice President Al Gore and helped influence the administration 's strategy on affirmative action -- said that academics must resist falling into a neoconservative lockstep that would be just as confining as any liberal orthodoxy .",nyt_eng_19950227_0368_16,65,,,,nyt_eng_19950227,Nyt1-old,1995-02-27,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,53966,1995,False
nyt_eng_19990903_0321_1:7,neg-ext-nonsubj,as_crowded,as,crowded,Nancy Fowler 's life is n't as crowded as it used to be .,nyt_eng_19990903_0321_1,7,nyt_eng_199909,,No longer do hundreds of thousands of visitors gather near her Conyers home to look heavenward in search of visions of the Virgin Mary .,nyt_eng_19990903,Nyt1,1999-09-03,negative,not_VP-adv,not,VP-adv,False,46790,1999,False
nyt_eng_19980413_0143_4:29,outdated_input_file,as_difficult,as,difficult,"While blacks and other minorities had , and in some instances still have , a difficult time breaking down white male barriers to these jobs , it was as difficult , if not moreso , for women .",nyt_eng_19980413_0143_4,29,,,,nyt_eng_19980413,Nyt1-old,1998-04-13,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,430393,1998,False
nyt_eng_19960310_0153_28:6,neg-ext-subj,as_divisive,as,divisive,Perhaps no issue has been as divisive as outsourcing _ or shifting work to outside companies .,nyt_eng_19960310_0153_28,6,nyt_eng_199603,\* Outsourcing .,GM wants to make its core operations less dependent on its parts plants .,nyt_eng_19960310,Nyt1,1996-03-10,negative,no_subj-det,no,subj-det,False,623,1996,False
nyt_eng_19970910_0425_24:7,neg-ext-nonsubj,as_edible,as,edible,But the labels may not be as edible as Means makes them out to be .,nyt_eng_19970910_0425_24,7,nyt_eng_199709,-LBQ-  They 're edible .  -RDQ-,"Tom Gillespie , produce product manager at Cal Emblem Labels Inc. , a California company that designs and makes the labels for numerous produce growers , says the labels are made from different paper stocks , including a semigloss .",nyt_eng_19970910,Nyt1,1997-09-10,negative,not_VP-adv,not,VP-adv,True,7346,1997,False
nyt_eng_20041022_0165_15:32,neg-ext-nonsubj,as_funny,as,funny,"The exposition strains credibility with arbitrary jumps of logic and coincidental meetings , and the first two scenes -LRB- especially Leo and Jack 's  -LBQ-  show  -RDQ-  -RRB- simply are n't as funny as they should be .",nyt_eng_20041022_0165_15,32,nyt_eng_200410,"While sometimes amusing , his dialogue is seldom brilliant , and he settles for a few obvious lines the play could do without .","Yet once the main action and the masquerade are under way ,  -LBQ-  Leading Ladies  -RDQ-  is consistently funny -- indeed , increasingly hilarious as it progresses .",nyt_eng_20041022,Nyt2,2004-10-22,negative,not_VP-adv,not,VP-adv,False,39443,2004,False
nyt_eng_20040818_0156_70:5,neg-ext-nonsubj,as_good,as,good,"It 's not nearly as good as Apple 's iChat , which offers a still bigger , smoother , clearer picture and never costs anything .",nyt_eng_20040818_0156_70,5,nyt_eng_200408,"The video is far superior to the tiny , jerky , time-delayed effect of the IM chat programs and programs like Windows Messenger .","But SightSpeed is available for Mac and Windows , and permits video calls between them .",nyt_eng_20040818,Nyt2,2004-08-18,negative,not_VP-adv,not,VP-adv,False,13869,2004,False
nyt_eng_19980311_0118_21:9,outdated_input_file,as_good,as,good,"And while only half thought adoption was  -LBQ-  as good as having one 's own child ,  -RDQ-  90 percent had a positive view of the process .",nyt_eng_19980311_0118_21,9,,,,nyt_eng_19980311,Nyt1-old,1998-03-11,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,419602,1998,False
apw_eng_19950318_0242_11:7,neg-ext-nonsubj,as_hardline,as,hardline,"While the Baku government is not as hardline as the Central Asian states of Turkmenistan and Uzbekistan across the Caspian Sea ,  -LBQ-  the symptoms are there ,  -RDQ-  said Shavadoglu .",apw_eng_19950318_0242_11,7,apw_eng_199503,"He added that a party district leader , Faramaz Abdulayev-Alakhverdi , was recently jailed for an article he wrote to the satirical newspaper Zheshmeh .","At the height of the fight Friday to suppress the rebellion , some 2,000 government troops stormed the barracks where some 600 mutinous police had refused Aliev 's demand to disarm and surrender .",apw_eng_19950318,Apw,1995-03-18,negative,not_VP-adv,not,VP-adv,False,28822,1995,False
nyt_eng_19970530_0353_24:14,outdated_input_file,as_high,as,high,"Some REIT officials expect by 2001 the market value of REITs could be as high as $ 250 billion , with the industry eventually dominated by 15 to 25 large , national companies .",nyt_eng_19970530_0353_24,14,,,,nyt_eng_19970530,Nyt1-old,1997-05-30,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,322958,1997,False
nyt_eng_19971201_0079_26:19,outdated_input_file,as_high,as,high,"A London consultancy , the Centre for Global Energy Studies , said demand for OPEC crude could be as high as 27.8 million barrels daily in the first quarter of next year , a rise of 1.1 million barrels on the same time last year .",nyt_eng_19971201_0079_26,19,,,,nyt_eng_19971201,Nyt1-old,1997-12-01,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,387367,1997,False
nyt_eng_19940719_0168_8:12,outdated_input_file,as_indecisive,as,indecisive,"For the second year in a row , he has been as indecisive about his time-off plans as he is about Haiti and Bosnia .",nyt_eng_19940719_0168_8,12,,,,nyt_eng_19940719,Nyt1-old,1994-07-19,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,3986,1994,False
nyt_eng_19970403_0147_16:16,neg-ext-subj,as_interactive,as,interactive,"There 's Freedomfest '97 and the city of Atlanta 's site , although neither are as interactive as the first site .",nyt_eng_19970403_0147_16,16,nyt_eng_199704,Freaknik.com is n't the only Web site .,"The consortium of Butler , Porter , Greene and Shaw _ all consultants to larger companies hoping to venture into cyberspace _ built the Freaknik Web site to prove that African-Americans ' interest in the Internet is huge .",nyt_eng_19970403,Nyt1,1997-04-03,negative,neither_subj-NP,neither,subj-NP,True,104,1997,False
nyt_eng_20080804_0131_28:18,neg-ext-nonsubj,as_likely,as,likely,"But family members , who are also subject to the same glove-and-gown requirements , are not nearly as likely to spread the organisms to other patients .",nyt_eng_20080804_0131_28,18,nyt_eng_200808,"Our goal is to contain the spread of the resistant organism from one patient to another , through health care workers .","In fact , there are no formal , enforceable recommendations for family members .",nyt_eng_20080804,Nyt2,2008-08-04,negative,not_VP-adv,not,VP-adv,False,42558,2008,False
nyt_eng_19990310_0106_5:7,neg-ext-nonsubj,as_mean-spirited,as,mean-spirited,But this one is n't quite as mean-spirited .,nyt_eng_19990310_0106_5,7,nyt_eng_199903,Computer Stupidities at rinkworks.com/stupid/ is similar to Spam ! in that it includes written anecdotes submitted by technicians .,"An example  -COL-   -LBQ-  Tech Support  -COL-  ` Do you have 3 -LCB- - inch diskettes ? ' Customer  -COL-  ` No , I only have 3 of them .  -RDQ-  '",nyt_eng_19990310,Nyt1,1999-03-10,negative,not_VP-adv,not,VP-adv,False,28554,1999,False
nyt_eng_19990412_0167_16:6,neg-ext-nonsubj,as_morbid,as,morbid,"-LBQ-  It 's not nearly as morbid or weird as you think ,  -RDQ-  he said .",nyt_eng_19990412_0167_16,6,nyt_eng_199904,He and other family members often take naps on her bed .,"This weekend , the family gathers to pay respects to Carole and Juli Sund .",nyt_eng_19990412,Nyt1,1999-04-12,negative,not_VP-adv,not,VP-adv,False,37176,1999,False
nyt_eng_19971110_0086_3:5,outdated_input_file,as_much,as,much,And it 's not as much of a financial sacrifice as you might think .,nyt_eng_19971110_0086_3,5,,,,nyt_eng_19971110,Nyt1-old,1997-11-10,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,379975,1997,False
