hit_id,context_group,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,corpus_segment,corpus,date,polarity,context,context_word,context_type,in_basic,line_in_source,year,context_overlap
nyt_eng_19980410_0276_7:12,outdated_input_file,so_slow,so,slow,You thought  -LBQ-  Titanic  -RDQ-  was long ? This movie is so slow it makes Sergei Bondarchuk 's 507-minute  -LBQ-  War and Peace  -RDQ-  look like a cartoon short before the feature presentation .,nyt_eng_19980410_0276_7,12,,,,nyt_eng_19980410,Nyt1,1998-04-10,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,429740,1998,False
nyt_eng_19960124_0412_8:6,outdated_input_file,so_slow,so,slow,Growth in Germany has been so slow that some analysts say the country is teetering on the brink of a recession .,nyt_eng_19960124_0412_8,6,,,,nyt_eng_19960124,Nyt1,1996-01-24,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,159061,1996,False
nyt_eng_19951129_0457_20:5,outdated_input_file,so_small,so,small,"Because most point-and-shoots are so small , the automatic flash is located near the lens , increasing the danger of red-eye , which is caused by the bright light illuminating the subject 's retinas .",nyt_eng_19951129_0457_20,5,,,,nyt_eng_19951129,Nyt1,1995-11-29,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,140735,1995,False
nyt_eng_19970523_0628_59:8,outdated_input_file,so_sophisticated,so,sophisticated,"-LBQ-  We have a public that 's so sophisticated to popular culture ,  -RDQ-  he said .",nyt_eng_19970523_0628_59,8,,,,nyt_eng_19970523,Nyt1,1997-05-23,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,320843,1997,False
nyt_eng_19951029_0156_2:16,outdated_input_file,so_startling,so,startling,"It is a common sight in the United States , which is why it is so startling to learn that before Oct. 1 , bookstores in Great Britain were forbidden to sell books at reduced prices .",nyt_eng_19951029_0156_2,16,,,,nyt_eng_19951029,Nyt1,1995-10-29,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,130325,1995,False
nyt_eng_19960122_0430_54:18,outdated_input_file,so_striking,so,striking,"Though she reads and writes music , she considers herself an intuitive artist _  -LBQ-  It 's so striking emotionally , that wonderful moment you 've been looking for .  -RDQ-",nyt_eng_19960122_0430_54,18,,,,nyt_eng_19960122,Nyt1,1996-01-22,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,158207,1996,False
nyt_eng_19950924_0200_11:32,outdated_input_file,so_strong,so,strong,"Students at Blair High School , where the boyfriend is still on the football team , say that everyone at school knew about the pregnancy and that anti-abortion sentiments here are so strong that most students sympathized with him .",nyt_eng_19950924_0200_11,32,,,,nyt_eng_19950924,Nyt1,1995-09-24,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,118711,1995,False
nyt_eng_19970419_0011_8:4,outdated_input_file,so_stubborn,so,stubborn,And he was so stubborn that he would n't accept that he was wrong until she showed him .,nyt_eng_19970419_0011_8,4,,,,nyt_eng_19970419,Nyt1,1997-04-19,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,308725,1997,False
nyt_eng_19961130_0239_27:13,outdated_input_file,so_supportive,so,supportive,"And it is odd , because only a month ago Calipari was so supportive of O'Bannon .",nyt_eng_19961130_0239_27,13,,,,nyt_eng_19961130,Nyt1,1996-11-30,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,261836,1996,False
nyt_eng_20000513_0145_46:6,neg-ext-nonsubj,so_sure,so,sure,"They might not have been so sure if Castillo 's lawyers had found Pedro Garcia 's uncle , Oscar Garcia .",nyt_eng_20000513_0145_46,6,nyt_eng_200005,The jurors took only 45 minutes to find Castillo guilty .,"In a recent interview in his modest home in Mercedes , Oscar Garcia said things that might have led jurors to question Pedro Garcia 's credibility .",nyt_eng_20000513,Nyt2,2000-05-13,negative,not_VP-adv,not,VP-adv,False,40719,2000,False
nyt_eng_20000822_0346_8:35,neg-ext-nonsubj,so_sure,so,sure,"But some of his colleagues _ including Laurence H. Meyer , the Fed governor most closely identified with the school of economists who see a tight link between unemployment and inflation _ are not so sure .",nyt_eng_20000822_0346_8,35,nyt_eng_200008,Greenspan told Congress last month that he did not think the Federal Reserve would have to drive unemployment higher to prevent inflation .,,nyt_eng_20000822,Nyt2,2000-08-22,negative,not_VP-adv,not,VP-adv,False,62798,2000,False
nyt_eng_20000313_0470_25:4,neg-ext-nonsubj,so_sure,so,sure,I 'm not so sure it 'll work anyway .,nyt_eng_20000313_0470_25,4,nyt_eng_200003,I 'm sure Colorado made the deal because we 're making them nervous .,All those stars they have there now will be bumping into one another .  -RDQ-,nyt_eng_20000313,Nyt2,2000-03-13,negative,not_VP-adv,not,VP-adv,False,92310,2000,False
nyt_eng_20020830_0211_29:6,neg-ext-nonsubj,so_sure,so,sure,"Now , I 'm not so sure .",nyt_eng_20020830_0211_29,6,nyt_eng_200208,Well-meaning .,"If I had to guess where God was on 9-11 , I 'd say he was probably somewhere watching and weeping .",nyt_eng_20020830,Nyt2,2002-08-30,negative,not_VP-adv,not,VP-adv,False,14469,2002,False
nyt_eng_19961104_0570_28:16,neg-ext-nonsubj,so_sure,so,sure,"-LBQ-  Now , with all this talk about fundraising and investigations , we 're not so sure .",nyt_eng_19961104_0570_28,16,nyt_eng_199611,"-LBQ-  If the election had been two weeks ago we would have a Democratic House today ,  -RDQ-  she said .",It is having some effect .  -RDQ-,nyt_eng_19961104,Nyt1,1996-11-04,negative,not_VP-adv,not,VP-adv,False,61678,1996,False
nyt_eng_20070507_0029_9:4,neg-ext-nonsubj,so_sure,so,sure,Klein was n't so sure now was Pereira 's turn .,nyt_eng_20070507_0029_9,4,nyt_eng_200705,"She 'd watched Pereira take care of her own mother for 10 years , then make daily bus trips to visit her at a nursing home before she died , five years later , at 100 .","Pereira had no advanced directive , but Klein and her brother agreed she would have wanted them to take any necessary steps to save her .",nyt_eng_20070507,Nyt2,2007-05-07,negative,not_VP-adv,not,VP-adv,False,77040,2007,False
nyt_eng_20101115_0173_1:42,neg-ext-nonsubj,so_sure,so,sure,"GAINESVILLE If you 're one of those people who had been certain that after Florida 's loss to South Carolina and the team falling to 6-4 that the Gators would get a new offensive coordinator next season , do n't be so sure .",nyt_eng_20101115_0173_1,42,nyt_eng_201011,,"Coach Urban Meyer said Monday that he evaluates every staff member after each season , and though he is n't ready to address personnel issues now , he said he does n't anticipate changing offensive coordinators .",nyt_eng_20101115,Nyt2,2010-11-15,negative,not_VP-adv,not,VP-adv,False,23245,2010,False
apw_eng_19970504_0672_20:10,neg-ext-nonsubj,so_sure,so,sure,But APTV talks to frontline fighters who are n't so sure about the pledge to preserve the statues .,apw_eng_19970504_0672_20,10,apw_eng_199705,"AFGHAN  -COL-  BUDDHA - Leaders of the Taliban Muslim extremists say they wo n't destroy ancient Buddhist statues in the country after an international outcry met their plans to remove the world 's oldest surviving Buddhas , which they consider unIslamic .","MIDEAST  -COL-  TALKS - With Palestinian leader Yasser Arafat calling for the U-S to step in and save the Middle East peace process , diplomatic efforts continue in a bid to break the deadlock .",apw_eng_19970504,Apw,1997-05-04,negative,not_VP-adv,not,VP-adv,False,74014,1997,False
apw_eng_19980114_1354_25:29,neg-ext-nonsubj,so_sure,so,sure,"-LBQ-  If you turn sellers now , you have to be convinced that the Nikkei 225 index will fall below 14,000 points , but most investors are not so sure about that ,  -RDQ-  the brokers said .",apw_eng_19980114_1354_25,29,apw_eng_199801,"Selling seen in early trade ran its course by mid-afternoon , brokers said , and investors bought as Hong Kong and other Asian share prices rose .","Even so , gains were limited , as there were no incentives to prompt buying , dealers said .",apw_eng_19980114,Apw,1998-01-14,negative,not_VP-adv,not,VP-adv,False,47538,1998,False
nyt_eng_20100915_0217_39:5,neg-ext-nonsubj,so_sure,so,sure,Robert Castro is n't so sure .,nyt_eng_20100915_0217_39,5,nyt_eng_201009,"They have found no cases  -LBQ-  where counterfeit parts have caused failure of -LRB- Defense Department -RRB- missions , equipment , or placed our troops at risk ,  -RDQ-  she wrote .","Castro , who owned American Data in Tampa , is a former Marine Corps intelligence officer .",nyt_eng_20100915,Nyt2,2010-09-15,negative,not_VP-adv,not,VP-adv,False,305,2010,False
nyt_eng_20090924_0148_17:6,neg-ext-nonsubj,so_sure,so,sure,The other group is n't so sure  -COL-  What if bankers have merely run out of ammo and are reloading for their next round of executions ?,nyt_eng_20090924_0148_17,6,nyt_eng_200909,We 've seen the worst of the bloodbath .,"Foreclosure prevention programs have largely been busts , according to a report this week by a liberal advocacy group called the National Consumer Law Center .",nyt_eng_20090924,Nyt2,2009-09-24,negative,not_VP-adv,not,VP-adv,False,68427,2009,False
nyt_eng_20080915_0158_43:5,neg-ext-nonsubj,so_sure,so,sure,"-LBQ-  I 'm not so sure that people really understood how serious this situation was ,  -RDQ-  Miller said .",nyt_eng_20080915_0158_43,5,nyt_eng_200809,"The demand for apartments in the city had declined even before this week , and the collapse of Lehman and sale of Merrill Lynch will only make matters worse , said Jonathan J. Miller , president and chief executive of Miller Samuel Inc. , a real estate appraisal and consulting firm .",-LBQ-  This weekend put an exclamation point on it .  -RDQ-,nyt_eng_20080915,Nyt2,2008-09-15,negative,not_VP-adv,not,VP-adv,False,56034,2008,False
nyt_eng_19940712_0312_19:11,outdated_input_file,so_sure,so,sure,"About Kravchuk , the official said  -COL-   -LBQ-  He was so sure he would win .",nyt_eng_19940712_0312_19,11,,,,nyt_eng_19940712,Nyt1,1994-07-12,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,2409,1994,False
nyt_eng_20090323_0116_23:7,neg-ext-nonsubj,so_sure,so,sure,"But other U.S. officials are not so sure , given the far weaker financial condition of the Iraqi government because of falling oil prices .",nyt_eng_20090323_0116_23,7,nyt_eng_200903,"He said that so far , 3,000 jobs had been promised by the Health Ministry , 10,000 by the Education Ministry and 500 by the Oil Ministry .","-LBQ-  Do we really think the Iraqi government is going to bring 100,000 new employees in at a time when their revenue stream is taking a nosedive ?  -RDQ-  asked a U.S. military official knowledgeable about the program , who spoke on the condition of anonymity because he was not authorized to speak to the press .",nyt_eng_20090323,Nyt2,2009-03-23,negative,not_VP-adv,not,VP-adv,False,63756,2009,False
apw_eng_20061106_1214_3:12,neg-ext-nonsubj,so_sure,so,sure,"Referring to Hamas , Rice said ,  -LBQ-  I am not so sure that it is better to have these groups running the streets , masked , with guns rather than having them have to face voters and having to deliver .  -RDQ-",apw_eng_20061106_1214_3,12,apw_eng_200611,"Rice , speaking to a pro-democracy forum , made the point in arguing that that the United States should not retreat from its advocacy of democracy abroad when elections do not turn out well from the U.S. point of view .","While the election that produced the Hamas victory was free and fair , she said Hamas has failed in its responsibility to obtain international acceptability .",apw_eng_20061106,Apw,2006-11-06,negative,not_VP-adv,not,VP-adv,False,17183,2006,False
apw_eng_20061014_0241_7:6,neg-ext-nonsubj,so_sure,so,sure,-LBQ-  But I 'm not so sure I would take the time to go through all that .  -RDQ-,apw_eng_20061014_0241_7,6,apw_eng_200610,"-LBQ-  I guess I have to be more careful ,  -RDQ-  Hart said .","That 's welcome news to Democrats who see a real chance for capturing the former House majority leader 's seat , a gain that could help them wrest control of the House from the Republicans .",apw_eng_20061014,Apw,2006-10-14,negative,not_VP-adv,not,VP-adv,False,29721,2006,False
nyt_eng_19960705_0519_14:23,neg-ext-nonsubj,so_sure,so,sure,A farfetched prospect in the home of the free and the land of the 401 -LRB- k -RRB- ? Do n't be so sure .,nyt_eng_19960705_0519_14,23,nyt_eng_199607,But all the aging spendthrifts _ the folks who bought fishing boats instead of mutual funds _ persuade Congress to tax your savings and slash your Social Security checks in order to spread the wealth .,By Peter Passell .,nyt_eng_19960705,Nyt1,1996-07-05,negative,not_VP-adv,not,VP-adv,False,20769,1996,False
nyt_eng_19970218_1577_4:6,outdated_input_file,so_surprising,so,surprising,That 's why it 's so surprising this season to see UMass struggling at home .,nyt_eng_19970218_1577_4,6,,,,nyt_eng_19970218,Nyt1,1997-02-18,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,288636,1997,False
nyt_eng_19980813_0263_3:5,neg-ext-nonsubj,so_surprising,so,surprising,And it 's not so surprising that they play off each other in revealing ways .,nyt_eng_19980813_0263_3,5,nyt_eng_199808,So it barely bends the law of averages to find two such installations at the Whitney Museum of American Art  -COL-   -LBQ-  Swoon  -RDQ-  by Janine Antoni and  -LBQ-  Blind Side  -RDQ-  by Liisa Roberts .,"Ms. Antoni 's work has been performance-oriented , usually hammering home points about  -LBQ-  women 's work  -RDQ-  and various female compulsions , especially those to be clean , thin and well turned out .",nyt_eng_19980813,Nyt1,1998-08-13,negative,not_VP-adv,not,VP-adv,False,57284,1998,False
nyt_eng_19970218_0504_15:10,outdated_input_file,so_talented,so,talented,"In addition , he said , Polynesian navigators were so talented that they could determine their latitude within one degree .",nyt_eng_19970218_0504_15,10,,,,nyt_eng_19970218,Nyt1,1997-02-18,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,288155,1997,False
apw_eng_19960720_0923_23:17,neg-ext-nonsubj,so_terrible,so,terrible,"It 's yet one more movie with the subtle , destructive message that it 's not so terrible to do bad things , as long as they 're carried off in a stylish , amusing way .",apw_eng_19960720_0923_23,17,apw_eng_199607,"Despite such scenes ,  -LBQ-  Trainspotting  -RDQ-  is too morally bland for the ugliness it depicts .",The Miramax release runs 94 minutes .,apw_eng_19960720,Apw,1996-07-20,negative,not_VP-adv,not,VP-adv,False,23119,1996,False
nyt_eng_19960305_0554_3:19,neg-ext-nonsubj,so_terrifying,so,terrifying,The peace process has never gone so far and yet the daily lives of Israelis have never been so terrifying .,nyt_eng_19960305_0554_3,19,nyt_eng_199603,Israelis see no positive connection anymore between the peace process and their daily lives .,"That 's not how it was supposed to be , but creating that sort of absurd situation is exactly the goal of the terrorists .",nyt_eng_19960305,Nyt1,1996-03-05,negative,never_VP-adv,never,VP-adv,True,424,1996,False
nyt_eng_19971021_0370_20:5,outdated_input_file,so_thin,so,thin,"-LBQ-  The evidence is so thin , the case borders on the absurd .",nyt_eng_19971021_0370_20,5,,,,nyt_eng_19971021,Nyt1,1997-10-21,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,372617,1997,False
nyt_eng_19960425_0236_3:66,outdated_input_file,so_thin,so,thin,"Even with the confident , big-shouldered presence of Nick Nolte and a stunning one-two punch from production designer Richard Sylbert and cinematographer Haskell Wexler ,  -LBQ-  Mulholland Falls  -RDQ-  lands with a thud , in large part due to some curious choices on the part of director Lee Tamahori , as well as a story that is pretty slender until the pay-off , which is so thin as to be unrecognizable .",nyt_eng_19960425_0236_3,66,,,,nyt_eng_19960425,Nyt1,1996-04-25,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,191683,1996,False
nyt_eng_19970308_0174_24:8,outdated_input_file,so_tough,so,tough,"-LBQ-  On the court , he was so tough that I hated to play against him .",nyt_eng_19970308_0174_24,8,,,,nyt_eng_19970308,Nyt1,1997-03-08,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,294147,1997,False
nyt_eng_19960814_0382_29:5,outdated_input_file,so_ubiquitous,so,ubiquitous,"-LRB- Her work was so ubiquitous that when we came to dinner that night and noticed the flower-painted china , my less florally inclined companion turned his plate toward me and said ,  -LBQ-  Guess who ?  -RDQ-  -RRB-",nyt_eng_19960814_0382_29,5,,,,nyt_eng_19960814,Nyt1,1996-08-14,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,225307,1996,False
nyt_eng_19960310_0114_3:13,outdated_input_file,so_ubiquitous,so,ubiquitous,"At the recent Sundance Film Festival in Utah , lesbian characters were so ubiquitous on screen that gay film critic Ruby Rich quipped ,  -LBQ-  We 're this year 's Jack Russell terriers .  -RDQ-",nyt_eng_19960310_0114_3,13,,,,nyt_eng_19960310,Nyt1,1996-03-10,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,175302,1996,False
nyt_eng_19951211_0617_12:28,outdated_input_file,so_unaware,so,unaware,"A recurring question from reporters on Monday was how Mrs. Waldholtz , a former corporate lawyer who seemed smart , tough and savvy , could have been so unaware about her husband 's purported scams .",nyt_eng_19951211_0617_12,28,,,,nyt_eng_19951211,Nyt1,1995-12-11,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,144866,1995,False
nyt_eng_19970701_0873_19:4,outdated_input_file,so_unfair,so,unfair,-LBQ-  It 's so unfair .  -RDQ-,nyt_eng_19970701_0873_19,4,,,,nyt_eng_19970701,Nyt1,1997-07-01,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,334056,1997,False
nyt_eng_19970801_0789_112:4,outdated_input_file,so_unique,so,unique,"-LBQ-  Women are so unique ,  -RDQ-  Cleveland guard Lynette Woodard said .",nyt_eng_19970801_0789_112,4,,,,nyt_eng_19970801,Nyt1,1997-08-01,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,344584,1997,False
apw_eng_20050710_0004_28:11,neg-ext-nonsubj,so_unusual,so,unusual,"That kind of individualistic approach to life may not be so unusual in the United States or Europe , where switching jobs is more common and there is generally more freedom to pursue creative goals .",apw_eng_20050710_0004_28,11,apw_eng_200507,"I beat , express and create myself .  -RDQ-","But in Japan , freeters are still generally considered wayward youngsters who need to grow up .",apw_eng_20050710,Apw,2005-07-10,negative,not_VP-adv,not,VP-adv,False,60307,2005,False
nyt_eng_19970724_0425_1:13,outdated_input_file,so_unusual,so,unusual,"Screen acting that transports you into the skin of a character is so unusual that when encountered , it can actually be unsettling .",nyt_eng_19970724_0425_1,13,,,,nyt_eng_19970724,Nyt1,1997-07-24,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,341579,1997,False
nyt_eng_19970225_0495_9:3,outdated_input_file,so_unusual,so,unusual,What 's so unusual about changing your mind ? Donald Trump promised there would be a park along the river if he was allowed to build Brasilia-on-the-Hudson .,nyt_eng_19970225_0495_9,3,,,,nyt_eng_19970225,Nyt1,1997-02-25,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,290552,1997,False
nyt_eng_19941226_0184_24:21,outdated_input_file,so_valuable,so,valuable,"In Kansas City 's 19-9 road victory over the Los Angeles Raiders on Saturday , Montana showed why he is so valuable .",nyt_eng_19941226_0184_24,21,,,,nyt_eng_19941226,Nyt1,1994-12-26,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,38647,1994,False
nyt_eng_19951120_0737_8:13,outdated_input_file,so_vast,so,vast,"That is why the range of what is sampled from here is so vast  -COL-  Details goes to the underground ; Richard Tyler , Los Angeles ' foremost designer , looks to the colors of nearby Palm Springs ; Jill Stuart draws from the beach culture , and Geoffrey Beene draws from Santa Monica .",nyt_eng_19951120_0737_8,13,,,,nyt_eng_19951120,Nyt1,1995-11-20,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,138019,1995,False
nyt_eng_20060613_0118_37:12,neg-ext-nonsubj,so_vieilles,so,vieilles,One more unexpected fact is that the vieilles vignes are not so vieilles .,nyt_eng_20060613_0118_37,12,nyt_eng_200606,"-LBQ-  For every 500 hours of labor in modern vineyards , it takes 1,800 hours in these vineyards ,  -RDQ-  said Gilles Descotes , the vineyard manager at Bollinger .",They are replanted regularly .,nyt_eng_20060613,Nyt2,2006-06-13,negative,not_VP-adv,not,VP-adv,False,56825,2006,False
nyt_eng_19961205_0236_24:6,outdated_input_file,so_weak,so,weak,"Because Adams ' mandate is so weak , democracy 's benefits to his cause are speculative at best .",nyt_eng_19961205_0236_24,6,,,,nyt_eng_19961205,Nyt1,1996-12-05,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,263314,1996,False
nyt_eng_19951017_0189_19:11,outdated_input_file,so_weak,so,weak,It also does n't help that the sci-fi premise is so weak .,nyt_eng_19951017_0189_19,11,,,,nyt_eng_19951017,Nyt1,1995-10-17,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,125931,1995,False
nyt_eng_20090711_0019_16:8,neg-ext-nonsubj,so_worried,so,worried,-LRB- Today -RRB- we wo n't be so worried on the track but build on -LRB- the first run -RRB- .  -RDQ-,nyt_eng_20090711_0019_16,8,nyt_eng_200907,We have a base .,Allen Johnson -LRB- pro stock -RRB- and Hector Arana -LRB- pro stock motorcycle -RRB- also led their divisions in the first session .,nyt_eng_20090711,Nyt2,2009-07-11,negative,not_VP-adv,not,VP-adv,False,7874,2009,False
nyt_eng_20010726_0209_36:4,neg-ext-nonsubj,so_worried,so,worried,Others are n't so worried about this .,nyt_eng_20010726_0209_36,4,nyt_eng_200107,"-LBQ-  That 's the one place where I think perhaps Allen has a flaw ,  -RDQ-  says invitation team member Don Scott , who gives NASA workshops for schoolchildren across the United States .","Norris is head of the IAA 's post-detection committee , so if SETI scientists ever detect a signal , it 's his job to lead the verification efforts and preside over the verdict .",nyt_eng_20010726,Nyt2,2001-07-26,negative,not_VP-adv,not,VP-adv,False,70674,2001,False
nyt_eng_19971230_0728_3:8,outdated_input_file,so_wrong,so,wrong,"When I 'm wrong , I 'm so wrong .",nyt_eng_19971230_0728_3,8,,,,nyt_eng_19971230,Nyt1,1997-12-30,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,397753,1997,False
nyt_eng_19980408_0102_34:16,outdated_input_file,solidly_committed,solidly,committed,Moore said military and civilian personnel at the top of the chain of command were solidly committed to hiring and promoting blacks and treating them fairly on the job .,nyt_eng_19980408_0102_34,16,,,,nyt_eng_19980408,Nyt1,1998-04-08,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,428857,1998,False
nyt_eng_19980120_0701_8:14,outdated_input_file,sometimes_daring,sometimes,daring,"In its swashes of color and almost expressionistic episodes , the music is sometimes daring .",nyt_eng_19980120_0701_8,14,,,,nyt_eng_19980120,Nyt1,1998-01-20,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,404617,1998,False
nyt_eng_19951129_0286_3:3,outdated_input_file,sometimes_hard,sometimes,hard,Instructions were sometimes hard to follow .,nyt_eng_19951129_0286_3,3,,,,nyt_eng_19951129,Nyt1,1995-11-29,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,140648,1995,False
nyt_eng_19950822_0529_11:6,outdated_input_file,somewhat_unsubstantiated,somewhat,unsubstantiated,"-LBQ-  The revenue estimates are somewhat unsubstantiated ,  -RDQ-  McCall said .",nyt_eng_19950822_0529_11,6,,,,nyt_eng_19950822,Nyt1,1995-08-22,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,108431,1995,False
nyt_eng_19970612_0742_33:21,outdated_input_file,spectacularly_bad,spectacularly,bad,"Still , in terms of raising community angst , the timing of the decision to sell the housewares unit was spectacularly bad .",nyt_eng_19970612_0742_33,21,,,,nyt_eng_19970612,Nyt1,1997-06-12,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,327612,1997,False
