hit_id,bigram_lower,adv_form_lower,adj_form_lower,all_forms_lower,text_window,token_str
pcc_eng_28_019.3796_x0297199_070:24-25-26,exactly_ideal,exactly,ideal,n't_exactly_ideal,dorm in a cold rain was n't exactly ideal either .,I 'd been sore for no good reason for a few days so trudging back to the dorm in a cold rain was n't exactly ideal either .
pcc_eng_08_049.2653_x0781212_18:13-14-15,exactly_ideal,exactly,ideal,n't_exactly_ideal,"christmas ( vs. richmond ) is n't exactly ideal either , but you have to","A noon tip the day after Christmas ( vs. Richmond ) is n't exactly ideal either , but you have to take what the defense ( I mean landlord ) gives you ."
pcc_eng_00_003.7305_x0044119_43:17-18-19,exactly_ideal,exactly,ideal,n't_exactly_ideal,profit to the federal government is n't exactly ideal from a business perspective .,Having to hand back a lot of would - be profit to the federal government is n't exactly ideal from a business perspective .
pcc_eng_20_008.9414_x0128179_25:34-35-36,exactly_ideal,exactly,ideal,n't_exactly_ideal,tank and controls like one is n't exactly ideal .,"I suppose he does n't have to when a mere punch can make a man's head explode , but playing as a character who is essentially a tank and controls like one is n't exactly ideal ."
pcc_eng_19_086.5304_x1382202_015:7-8-9,exactly_ideal,exactly,ideal,n't_exactly_ideal,which are all delicious but are n't exactly ideal when you 're trying to drop,Which are all delicious but are n't exactly ideal when you 're trying to drop over 100lbs .
pcc_eng_01_092.3112_x1476363_09:11-12-13,exactly_ideal,exactly,ideal,n't_exactly_ideal,already very oily so this is n't exactly ideal for it ),( My skin is already very oily so this is n't exactly ideal for it )
pcc_eng_16_083.5146_x1335681_04:18-19-20,exactly_ideal,exactly,ideal,n't_exactly_ideal,by ferry boat away which is n't exactly ideal for keeping flowers and greenery alive,Our nearest airport to receive flowers was Athens - 9 hours by ferry boat away which is n't exactly ideal for keeping flowers and greenery alive .
pcc_eng_09_008.2827_x0117972_28:19-20-21,exactly_ideal,exactly,ideal,n't_exactly_ideal,lanes in the first year is n't exactly ideal .,We understand that even more indefinite waiting for most of the bike lanes in the first year is n't exactly ideal .
pcc_eng_22_006.0997_x0082340_02:5-6-7,exactly_ideal,exactly,ideal,n't_exactly_ideal,apparently weather conditions were n't exactly ideal for an end-of-summer float - with,Apparently weather conditions were n't exactly ideal for an end-of-summer float - with high winds blowing and a thunderstorm warning issued - [...]
pcc_eng_13_091.4150_x1461308_61:09-10-11,exactly_ideal,exactly,ideal,n't_exactly_ideal,toland is providing his employees is n't exactly ideal for concealment .,The revolver Toland is providing his employees is n't exactly ideal for concealment .
pcc_eng_26_088.5376_x1415576_003:3-4-5,exactly_ideal,exactly,ideal,n't_exactly_ideal,"this is n't exactly ideal for american companies , but russia","This is n't exactly ideal for American companies , but Russia is as concerned as anyone else products might be shipping with adversaries ' backdoors pre-installed ."
pcc_eng_03_009.6559_x0139982_12:30-31-32,exactly_ideal,exactly,ideal,n't_exactly_ideal,in anchovies and parmesan which is n't exactly ideal for anyone following a vegetarian on,"We love a good Caesar Salad but most are n't entirely healthy as they use a bunch of unhealthy ingredients , often sneaking in anchovies and parmesan which is n't exactly ideal for anyone following a vegetarian on vegan diet ."
pcc_eng_03_033.0012_x0518301_18:5-6-7,exactly_ideal,exactly,ideal,n't_exactly_ideal,What happens next is n't exactly ideal either .,What happens next is n't exactly ideal either .
pcc_eng_14_088.8100_x1419381_12:40-41-42,exactly_ideal,exactly,ideal,n't_exactly_ideal,go at maximum speed which is n't exactly ideal .,"The repairs lasted a good six months , but again recently , I found myself having to pump the pedal to get it to respond , and even then , it 'd only go at maximum speed which is n't exactly ideal ."
pcc_eng_29_099.4279_x1590313_23:14-15-16,exactly_ideal,exactly,ideal,n't_exactly_ideal,"mid to high character level is n't exactly ideal after all , so a few","Walking around in base level gear at mid to high character level is n't exactly ideal after all , so a few upgrades here and there will be very welcome ."
pcc_eng_24_076.3037_x1218187_271:19-20-21,exactly_ideal,exactly,ideal,n't_exactly_ideal,"and dinner , but this is n't exactly ideal .","Every teen would love to have takeaway pizza for breakfast , lunch and dinner , but this is n't exactly ideal ."
pcc_eng_06_076.5779_x1222286_69:6-7-8,exactly_ideal,exactly,ideal,n't_exactly_ideal,"however , the outcome is n't exactly ideal .","However , the outcome is n't exactly ideal ."
pcc_eng_18_037.4281_x0589385_023:25-26-27,exactly_ideal,exactly,ideal,n't_exactly_ideal,"borders , something armed citizens are n't exactly ideal for .","It was due to our realization that protecting the nation had to be done beyond one 's own borders , something armed citizens are n't exactly ideal for ."
pcc_eng_18_003.2983_x0037317_08:3-4-5,exactly_ideal,exactly,ideal,n't_exactly_ideal,"this was n't exactly ideal , so after a welcome speech","This was n't exactly ideal , so after a welcome speech from Rob Grimshaw ( Head of FT.com ) I was enveloped by the largest team in attendance - The Reel FT ( Members of the Future Technologies team from Pearson ) ."
pcc_eng_23_008.5982_x0122646_50:31-32-33,exactly_ideal,exactly,ideal,n't_exactly_ideal,"connection occasionally , so it is n't exactly ideal .","However , if you 're looking for persistent connections ( such as connecting an instant messaging client ) , Tetherbot tends to drop the connection occasionally , so it is n't exactly ideal ."
pcc_eng_17_057.4581_x0912135_14:19-20-21,exactly_ideal,exactly,ideal,n't_exactly_ideal,"steals the show , which is n't exactly ideal when she 's playing a supporting","In other words , Maya can be so good that she completely steals the show , which is n't exactly ideal when she 's playing a supporting character ."
pcc_eng_15_093.6183_x1497105_036:37-38-39,exactly_ideal,exactly,ideal,n't_exactly_ideal,leading up to the rescue were n't exactly ideal and even a bit of nightmare,"Using the current story on the island with the losties waiting / fighting for rescue , countered with the many hints in the flash forward future stories that the events leading up to the rescue were n't exactly ideal and even a bit of nightmare , you find the drama of the show turned up to eleven as the thirteen episodes play out ."
pcc_eng_05_037.9835_x0598919_04:08-09-10,exactly_ideal,exactly,ideal,n't_exactly_ideal,"filmmaking , my current city is n't exactly ideal .","For filmmaking , my current city is n't exactly ideal ."
pcc_eng_17_053.2384_x0843980_36:16-17-18,exactly_ideal,exactly,ideal,n't_exactly_ideal,"pillow and panda eyes , is n't exactly ideal either .","But waking up in the morning with a stained pillow and panda eyes , is n't exactly ideal either ."
pcc_eng_04_047.0926_x0744963_07:27-28-29,exactly_ideal,exactly,ideal,n't_exactly_ideal,in me making pasta which is n't exactly ideal for a beach body .,Half the time I 'm rummaging through the pantry trying to figure out something to eat -- usually that ends in me making pasta which is n't exactly ideal for a beach body .
pcc_eng_10_047.2496_x0748371_29:15-16-17,exactly_ideal,exactly,ideal,n't_exactly_ideal,"reach - 40 degrees fahrenheit is n't exactly ideal for raising young , so mother","A habitat where the average winter temperature can reach - 40 degrees Fahrenheit is n't exactly ideal for raising young , so mother polar bears dig an underground den where they remain in a hibernation - like state through the coldest winter months ."
pcc_eng_16_022.6627_x0350749_07:29-33-34,exactly_ideal,exactly,ideal,none_exactly_ideal,require - but none of these are exactly ideal .,"You could create a choice field with numbers from 1 - infinity , or a number field allowing users to enter the order value they require - but none of these are exactly ideal ."
pcc_eng_04_084.6271_x1351059_13:01-11-12,exactly_ideal,exactly,ideal,none_exactly_ideal,None of the grown- ups charged with finding them are exactly ideal for the task .,None of the grown- ups charged with finding them are exactly ideal for the task .
pcc_eng_22_053.7357_x0851970_7:22-23-24,exactly_ideal,exactly,ideal,not_exactly_ideal,and cool windy days which are not exactly ideal for one 's health and well,"However , the truth of the matter is spring weather also brings damp , humid and cool windy days which are not exactly ideal for one 's health and well - being ."
nyt_eng_19990729_0014_27:3-4-5,exactly_ideal,exactly,ideal,not_exactly_ideal,"it 's not exactly ideal for humans , either .","it 's not exactly ideal for humans , either ."
pcc_eng_26_040.7846_x0643325_50:6-7-8,exactly_ideal,exactly,ideal,not_exactly_ideal,"so yeah , it 's not exactly ideal , but you should fire farrell","So yeah , it 's not exactly ideal , but you should fire Farrell ."
pcc_eng_23_033.1181_x0518541_47:16-17-18,exactly_ideal,exactly,ideal,not_exactly_ideal,those days when the weather is not exactly ideal .,"Riding a motorcycle is great fun , even on those days when the weather is not exactly ideal ."
pcc_eng_24_029.7864_x0465602_32:11-12-13,exactly_ideal,exactly,ideal,not_exactly_ideal,11 minutes shorthanded that period ; not exactly ideal .,They would spend nearly 11 minutes shorthanded that period ; not exactly ideal .
pcc_eng_16_086.9673_x1391499_1:24-25-26,exactly_ideal,exactly,ideal,not_exactly_ideal,this year ... so it 's not exactly ideal that the man who played him,The ultimate movie villain will be back for more Force choking carnage in the spinoff film later this year ... so it 's not exactly ideal that the man who played him back in the day had to find out about it during an interview .
nyt_eng_20060212_0219_28:1-2-3,exactly_ideal,exactly,ideal,not_exactly_ideal,not exactly ideal .,not exactly ideal .
pcc_eng_03_001.7917_x0012825_21:11-12-13,exactly_ideal,exactly,ideal,not_exactly_ideal,with my mum so that 's not exactly ideal .,Well I still live with my mum so that 's not exactly ideal .
pcc_eng_24_030.9865_x0484984_07:15-16-17,exactly_ideal,exactly,ideal,not_exactly_ideal,", and not terrible , although not exactly ideal either .","This year things seem a little more organized , and not terrible , although not exactly ideal either ."
pcc_eng_21_096.5993_x1544664_08:1-2-3,exactly_ideal,exactly,ideal,not_exactly_ideal,not exactly ideal if you 're trying to pump,Not exactly ideal if you 're trying to pump yourself up for an athletic competition .
pcc_eng_09_083.7143_x1338154_13:26-27-28,exactly_ideal,exactly,ideal,not_exactly_ideal,"31 - year-old , that 's not exactly ideal .",""" It 's 10 , 12 , 15 kilometres you are covering in training daily , so as a 31 - year-old , that 's not exactly ideal ."
pcc_eng_26_095.2265_x1523766_30:08-09-10,exactly_ideal,exactly,ideal,not_exactly_ideal,the conditions for these procedures were not exactly ideal .,But the conditions for these procedures were not exactly ideal .
pcc_eng_09_007.4125_x0103879_034:38-39-40,exactly_ideal,exactly,ideal,not_exactly_ideal,"the fuck i want , is not exactly ideal .","I 'm very much a completionist when it comes to most things in life , so the idea of being dropped into a massive world with free rein to do whatever the fuck I want , is not exactly ideal ."
pcc_eng_25_008.4726_x0121200_29:14-15-16,exactly_ideal,exactly,ideal,not_exactly_ideal,six months in places that were not exactly ideal for a horse used to running,"Admittedly , we have spent the last six months in places that were not exactly ideal for a horse used to running free in the countryside ."
pcc_eng_21_028.6933_x0447577_49:1-2-3,exactly_ideal,exactly,ideal,not_exactly_ideal,Not exactly ideal in a war .,Not exactly ideal in a war .
pcc_eng_28_077.7771_x1241915_08:17-18-19,exactly_ideal,exactly,ideal,not_exactly_ideal,", but fine chinchilla dust is not exactly ideal from a pet owner 's point","Thus , using sand as a toilet substrate seems sensible , but fine chinchilla dust is not exactly ideal from a pet owner 's point of view :"
pcc_eng_19_014.3174_x0215201_2:3-4-5,exactly_ideal,exactly,ideal,not_exactly_ideal,that 's not exactly ideal for viewing in all situations when,That 's not exactly ideal for viewing in all situations when you are wearing the device on your wrist .
pcc_eng_28_073.0021_x1164689_25:14-15-16,exactly_ideal,exactly,ideal,not_exactly_ideal,"be in debt ( which is not exactly ideal ) , make sure you go","Likewise , if you are going to be in debt ( which is not exactly ideal ) , make sure you go for the low-cost , tax - deductible , long-term , fixed - rate kind ."
pcc_eng_20_005.4044_x0071069_031:3-4-5,exactly_ideal,exactly,ideal,not_exactly_ideal,"mathews is not exactly ideal , but with jabari bird on","Mathews is not exactly ideal , but with Jabari Bird on the perimeter as well , they have the depth to be able to make a change ."
nyt_eng_19970905_0863_8:6-7-8,exactly_ideal,exactly,ideal,not_exactly_ideal,"after all , it 's not exactly ideal to begin a `` prove-it year","after all , it 's not exactly ideal to begin a `` prove-it year '' with a sophomore quarterback -LRB- John Fox -RRB- who has thrown two passes in his career and one interception ."
pcc_eng_27_038.0075_x0598189_059:3-4-5,exactly_ideal,exactly,ideal,not_exactly_ideal,they 're not exactly ideal for users on their smartphones .,They 're not exactly ideal for users on their smartphones .
pcc_eng_16_070.5488_x1125683_3:3-4-5,exactly_ideal,exactly,ideal,not_exactly_ideal,they 're not exactly ideal for those who suffer from claustrophobia,"They 're not exactly ideal for those who suffer from claustrophobia , but as a way to maximize the occupancy of a given space -- while still giving everyone a bit of privacy -- they 're actually not a terrible idea ."
pcc_eng_12_060.6437_x0964381_16:6-7-8,exactly_ideal,exactly,ideal,not_exactly_ideal,it 's obvious it 's not exactly ideal for them to make mortgage payments,It 's obvious it 's not exactly ideal for them to make mortgage payments or even buy a property upfront if they 're not planning to stay there permanently .
pcc_eng_03_046.9153_x0743855_12:3-4-5,exactly_ideal,exactly,ideal,not_exactly_ideal,that 's not exactly ideal from a usability standpoint .,That 's not exactly ideal from a usability standpoint .
pcc_eng_24_103.5697_x1659497_41:17-18-19,exactly_ideal,exactly,ideal,not_exactly_ideal,"the conversation private , which is not exactly ideal .","You either have to whisper or go outside to keep the conversation private , which is not exactly ideal ."
pcc_eng_18_006.5801_x0090409_7:25-26-27,exactly_ideal,exactly,ideal,not_exactly_ideal,"handled aspyr media , which is not exactly ideal .","The newly - announced Civilization Beyond Earth will be arriving on Linux , although the port is being handled Aspyr Media , which is not exactly ideal ."
pcc_eng_17_077.5301_x1236721_53:10-11-12,exactly_ideal,exactly,ideal,not_exactly_ideal,in situations in life that are not exactly ideal .,Everyone finds themselves in situations in life that are not exactly ideal .
pcc_eng_13_091.9761_x1470490_044:1-2-3,exactly_ideal,exactly,ideal,not_exactly_ideal,"Not exactly ideal , is it ?","Not exactly ideal , is it ?"
pcc_eng_25_082.3712_x1317224_55:27-28-29,exactly_ideal,exactly,ideal,not_exactly_ideal,", "" but that it 's not exactly ideal for sarah as "" the gender","Sarah , 35 , says that her 4 - year - old daughter is also "" obsessed with PAW Patrol , "" but that it 's not exactly ideal for Sarah as "" the gender imbalance is horrible . """
pcc_eng_17_079.6291_x1270740_21:10-11-12,exactly_ideal,exactly,ideal,not_exactly_ideal,much like a wrc stage so not exactly ideal for our buggy but it was,It was very much like a WRC stage so not exactly ideal for our Buggy but it was still an enjoyable day .
pcc_eng_13_007.6049_x0106622_23:1-2-3,exactly_ideal,exactly,ideal,not_exactly_ideal,Not exactly ideal .,Not exactly ideal .
pcc_eng_27_065.1722_x1037364_16:1-2-3,exactly_ideal,exactly,ideal,not_exactly_ideal,Not exactly ideal for Hard Knocks .,Not exactly ideal for Hard Knocks .
pcc_eng_20_041.9034_x0660833_27:1-2-3,exactly_ideal,exactly,ideal,not_exactly_ideal,not exactly ideal for my gal 's introduction to,Not exactly ideal for my Gal 's introduction to zucchini .
pcc_eng_22_075.7784_x1208626_16:3-4-5,exactly_ideal,exactly,ideal,not_exactly_ideal,"that 's not exactly ideal , so ford collaborated with the","That 's not exactly ideal , so Ford collaborated with the Georgia Institute of Technology to develop a special solar concentrating lens to reduce the charging time ."
pcc_eng_18_009.5257_x0138021_027:10-11-12,exactly_ideal,exactly,ideal,not_exactly_ideal,"$ 5.8 million in 2012 , not exactly ideal for a guy with a whip","Gregg will make $ 5.8 million in 2012 , not exactly ideal for a guy with a WHIP of 1.642 last season and an ERA of 4.37 while picking up 22 saves ."
pcc_eng_14_038.4225_x0604546_21:24-25-26,exactly_ideal,exactly,ideal,not_exactly_ideal,bacteria as much as possible -- not exactly ideal in this scenario .,"Sourdough is built on bacteria , and our water supply is designed to limit the growth of bacteria as much as possible -- not exactly ideal in this scenario ."
